"HydroID","fragforest_1985_pct","fragforest_1990_pct","fragforest_1995_pct","fragforest_2002_pct","fragforest_2006_pct","fragforest_2010_pct","fragforest_2015_pct"
"201496118",0.235085384785984,0.236637835440231,0.245065424706143,0.250166333998669,0.260811709913506,0.260811709913506,0.262807717897538
"201496119",0.162264150943396,0.183533447684391,0.220926243567753,0.220583190394511,0.208576329331046,0.208233276157804,0.208576329331046
"201496120",0.190425531914894,0.173404255319149,0.172340425531915,0.153191489361702,0.152127659574468,0.152127659574468,0.152127659574468
"201496121",0.340297917215924,0.34537305562879,0.34267070920116,0.350580015818613,0.351173213814922,0.350975481149486,0.349854996045347
"201496122",0.392093586123437,0.402985074626866,0.430818878580073,0.449778136345301,0.467527228721259,0.470350947962888,0.469947559499798
"201496123",0.401092523045408,0.416797541823148,0.444622738135883,0.469716626835097,0.477739842949812,0.477773984294981,0.479037214066234
"201496124",0.380199667221298,0.382972823072657,0.385745978924016,0.438713255684969,0.426234054353855,0.433998890737659,0.42789794786467
"201496125",0.358421052631579,0.36719298245614,0.381228070175439,0.422280701754386,0.412982456140351,0.419298245614035,0.414736842105263
"201496126",0.287935301207397,0.295234597308496,0.300720064090221,0.306949605022619,0.308826431035262,0.311459217367119,0.310297938700652
"201496127",0.173244509857082,0.180974763259127,0.187031992756459,0.189854763540809,0.191188686599043,0.194027166528038,0.192325432807249
"201496128",0.128205128205128,0.146153846153846,0.171794871794872,0.174358974358974,0.267521367521368,0.223931623931624,0.247863247863248
"201496129",0.283231083844581,0.283231083844581,0.26278118609407,0.279652351738241,0.273006134969325,0.269938650306748,0.275051124744376
"201496130",0.358907672301691,0.344169917641959,0.338101430429129,0.323797139141743,0.322930212397052,0.321629822280017,0.321196358907672
"201496131",0.349837018764867,0.355122896661087,0.352920447537662,0.363404105365166,0.365166064663906,0.36534226059378,0.364813672804158
"201496132",0.225537820957668,0.247744621790423,0.265787647467037,0.258848022206801,0.246356696738376,0.246356696738376,0.2470506592644
"201496133",0.301730624529722,0.296463506395786,0.296087283671934,0.302483069977427,0.281414597441685,0.281790820165538,0.281790820165538
"201496134",0.362899594777127,0.370553804592526,0.373255290409725,0.382260243133724,0.385862224223323,0.386762719495723,0.385186852769023
"201496135",0.314321926489227,0.32446134347275,0.319391634980989,0.314321926489227,0.313054499366286,0.320659062103929,0.320659062103929
"201496136",0.357186296371376,0.357287654571255,0.360531116967363,0.374822623150213,0.379789174944253,0.379890533144131,0.381005473342793
"201496137",0.281687284526465,0.269519367268303,0.26384100588116,0.265666193469884,0.261204623808558,0.260393429324681,0.262624214155344
"201496138",0.0179455445544554,0.0129950495049505,0.0142326732673267,0.0142326732673267,0.0142326732673267,0.0148514851485149,0.0148514851485149
"201496139",0.173245009014463,0.18097343203983,0.187034876590256,0.189856854281389,0.191219785845926,0.194043929499021,0.192350959480537
"201496140",0.321945785369476,0.251392499071667,0.224656516895655,0.210545859636094,0.203490531006313,0.201262532491645,0.196435202376532
"201496141",0.240027961954795,0.243544389603237,0.259897896498401,0.264621772194802,0.24924269705764,0.251954159340776,0.249772279534815
"201496142",0.296727676095397,0.274542429284526,0.256239600665557,0.261231281198003,0.241819190238491,0.240709927897948,0.240155296727676
"201496143",0.378057553956835,0.379856115107914,0.391726618705036,0.402877697841727,0.453237410071942,0.450359712230216,0.450719424460432
"201496144",0.354312354312354,0.338772338772339,0.341880341880342,0.337218337218337,0.335664335664336,0.332556332556333,0.333333333333333
"201496145",0.277919863597613,0.272804774083546,0.265132139812447,0.244671781756181,0.227621483375959,0.233589087809037,0.22847399829497
"201496146",0.410161972125727,0.425689532499058,0.451345582388147,0.48173105093542,0.489683170803164,0.489557611015779,0.490938768677018
"201496147",0.441860465116279,0.467774086378738,0.453156146179402,0.458471760797342,0.45514950166113,0.451827242524917,0.449833887043189
"201496148",0.212182765377814,0.226783921999713,0.264039573674903,0.301295225350093,0.240644267074511,0.268221574344023,0.243631410409597
"201496149",0.214848401575524,0.227672437482825,0.263053036548502,0.298868736832463,0.240473573326005,0.266831547128332,0.243244481084547
"201496150",0.251422350055902,0.250854311681754,0.250480127673387,0.251929527175677,0.248203465935731,0.249330526201897,0.247533992137628
"201496151",0.161805979255644,0.153386211104332,0.160463697376449,0.151433801098231,0.146308724832215,0.145820622330689,0.142525930445394
"201496152",0.359223300970874,0.36098852603707,0.368049426301853,0.369814651368049,0.368049426301853,0.366284201235658,0.363636363636364
"201496153",0.365589997395155,0.372492836676218,0.374576712685595,0.383954154727794,0.38473560823131,0.385386819484241,0.38473560823131
"201496154",0.290633608815427,0.309573002754821,0.323002754820937,0.346074380165289,0.310606060606061,0.3116391184573,0.31267217630854
"201496155",0.254134642912198,0.277654209517937,0.29974234182651,0.333678345702394,0.294633222488934,0.300138739016495,0.296505098108304
"201496156",0.338586813764119,0.33451536643026,0.334121355397951,0.344496979248752,0.3451536643026,0.344890990281061,0.346401365904912
"201496157",0.336792452830189,0.328301886792453,0.35188679245283,0.327358490566038,0.318867924528302,0.317924528301887,0.319811320754717
"201496158",0.303768557289684,0.293871336124857,0.286638751427484,0.289303387894937,0.269508945565284,0.26912828321279,0.268937952036544
"201496159",0.272673646954726,0.260433564371037,0.254977142014452,0.256894263382982,0.240230054564224,0.239640171066214,0.238755345819201
"201496160",0.415951539626451,0.425037859666835,0.418980312973246,0.419485108531045,0.418475517415447,0.419485108531045,0.419989904088844
"201496161",0.382662938266294,0.389331038933104,0.396214239621424,0.408474940847494,0.410841041084104,0.410625941062594,0.410195741019574
"201496162",0.45089058524173,0.454452926208651,0.474300254452926,0.489058524173028,0.480916030534351,0.480916030534351,0.480916030534351
"201496163",0.314719310395837,0.310543762565306,0.313300565480793,0.314840340767736,0.312910578726895,0.314369667099238,0.313172811199344
"201496164",0.355902777777778,0.368923611111111,0.376736111111111,0.3828125,0.404513888888889,0.407118055555556,0.399305555555556
"201496165",0.377563045015319,0.381491083352974,0.408777856338545,0.433917301699531,0.444418257522193,0.445203865189724,0.446513211302276
"201496166",0.529656607700312,0.510926118626431,0.526534859521332,0.521331945889698,0.513007284079084,0.532778355879292,0.532778355879292
"201496167",0.320959451741862,0.340262707024557,0.348829240434038,0.362764134780126,0.364934323243861,0.362535693889206,0.361279268989149
"201496168",0.336971350613915,0.345156889495225,0.343110504774898,0.348567530695771,0.34106412005457,0.339017735334243,0.341746248294679
"201496169",0.5084,0.5032,0.498,0.504,0.4992,0.498,0.4984
"201496170",0.479473276529822,0.477407694293829,0.475342112057836,0.471985540924348,0.475342112057836,0.475600309837335,0.474825716498838
"201496171",0.412683536394877,0.428511923357284,0.44038321357909,0.43923773820681,0.444027907945434,0.441424554826617,0.442257627824638
"201496172",0.229366422259823,0.229178416995676,0.234818574920098,0.241398759165257,0.239894717052077,0.235946606504982,0.237074638089867
"201496173",0.203834510595358,0.183652875882947,0.183652875882947,0.183652875882947,0.176589303733602,0.177598385469223,0.176589303733602
"201496174",0.30507614213198,0.30761421319797,0.310152284263959,0.304060913705584,0.316243654822335,0.316243654822335,0.317258883248731
