"HydroID","openwater_1985_pct","openwater_1990_pct","openwater_1995_pct","openwater_2002_pct","openwater_2006_pct","openwater_2010_pct","openwater_2015_pct"
"201495225",0.0297029702970297,0.0276185513288171,0.0276185513288171,0.0270974465867639,0.0270974465867639,0.0270974465867639,0.0255341323606045
"201495226",0.0354131534569983,0.0354131534569983,0.0337268128161889,0.0337268128161889,0.0337268128161889,0.0345699831365936,0.0345699831365936
"201495227",0.00546673543063435,0.00481347773766546,0.00402269210933471,0.00350696235172769,0.00350696235172769,0.00350696235172769,0.00347258036788723
"201495228",0.000750187546886722,0.000750187546886722,0.000750187546886722,0.000750187546886722,0.000750187546886722,0.000750187546886722,0.000750187546886722
"201495229",0.00168137873055906,0.00252206809583859,0.00210172341319882,0.000840689365279529,0.000840689365279529,0.000840689365279529,0.000840689365279529
"201495230",0.033175355450237,0.0312796208530806,0.0297840968931016,0.0290468667719853,0.0286466561348078,0.0286466561348078,0.0284570826750922
"201495231",0.00110619469026549,0.00110619469026549,0.00110619469026549,0.00110619469026549,0.00110619469026549,0.00110619469026549,0.00110619469026549
"201495232",0.031626754748142,0.0301403798513625,0.0286815304156345,0.0282135975777594,0.0278832920451418,0.0278832920451418,0.0278007156619873
"201495233",0.0274332957534761,0.0248027057497181,0.0236753100338219,0.022923712889891,0.0231116121758737,0.0231116121758737,0.0227358136039083
"201495234",0,0,0,0,0,0,0
"201495235",0.00519285411019302,0.00460498383356739,0.00382115679806656,0.00333126490087854,0.00333126490087854,0.00333126490087854,0.003298605441066
"201495236",0.0103626943005181,0.0116580310880829,0.0123056994818653,0.00906735751295337,0.00906735751295337,0.00906735751295337,0.00906735751295337
"201495237",0,0.000436490615451768,0.000436490615451768,0,0,0,0
"201495238",0.000423908435777872,0.000847816871555744,0.000847816871555744,0.000423908435777872,0.000423908435777872,0.000423908435777872,0
"201495239",0.0532252379273881,0.0514628128304547,0.0507578427916814,0.0486429326753613,0.0486429326753613,0.0486429326753613,0.0486429326753613
"201495240",0.00658241179568194,0.00605581885202738,0.00447604002106372,0.00394944707740916,0.00315955766192733,0.00315955766192733,0.00315955766192733
"201495241",0.0524952123465135,0.0492283429086403,0.0476512335248395,0.0474259321842965,0.0474259321842965,0.0510307536329841,0.0502421989410837
"201495242",0.00165425971877585,0.00165425971877585,0.00165425971877585,0.000827129859387924,0.000827129859387924,0.000827129859387924,0.000827129859387924
"201495243",0.0057742782152231,0.0047244094488189,0.0041994750656168,0.0020997375328084,0.0020997375328084,0.0020997375328084,0.0020997375328084
"201495244",0.00754203758654797,0.00593471810089021,0.0170623145400593,0.0168150346191889,0.0164441147378833,0.0164441147378833,0.0164441147378833
"201495245",0.0475658419792498,0.0464485235434956,0.0461292897047087,0.0461292897047087,0.0461292897047087,0.0461292897047087,0.0456504389465283
"201495246",0.0338177191455166,0.0338177191455166,0.0331480613406549,0.0327462666577379,0.0326793008772517,0.0328132324382241,0.032411437755307
"201495247",0.0610911031079098,0.0609577164199013,0.059890622915833,0.0592236894757903,0.0590903027877818,0.0593570761637989,0.0586901427237562
"201495248",0.000562113546936481,0.000562113546936481,0,0,0,0,0
"201495249",0.000610500610500611,0.000610500610500611,0.000610500610500611,0.00244200244200244,0.00244200244200244,0.00244200244200244,0.00244200244200244
"201495250",0.0645984421165727,0.0611066344345958,0.0598979317754499,0.0584206285253828,0.0577491270480795,0.0584206285253828,0.0584206285253828
"201495251",0,0,0,0,0,0,0
"201495252",0,0,0,0,0,0,0
"201495253",0.00411710887465691,0.00411710887465691,0.00411710887465691,0.00411710887465691,0.00411710887465691,0.00411710887465691,0.00411710887465691
"201495254",0,0,0,0,0,0,0
"201495255",0.000785134781470819,0.00104684637529443,0.000785134781470819,0.000523423187647213,0.000523423187647213,0.000523423187647213,0.000523423187647213
"201495256",0.00640850084898943,0.00583337897792627,0.00512132332803856,0.00468313523579997,0.00468313523579997,0.00468313523579997,0.00454620145697541
"201495257",0.00809642661471967,0.00773117428623608,0.00718329579351068,0.00657454191270469,0.0064527911365435,0.00651366652462409,0.00651366652462409
"201495258",0.00337078651685393,0.00247191011235955,0.00247191011235955,0.00337078651685393,0.00314606741573034,0.00314606741573034,0.00314606741573034
"201495259",0,0,0,0,0,0,0
"201495260",0,0,0,0,0,0,0
"201495261",0.00240096038415366,0.00360144057623049,0.00360144057623049,0.00240096038415366,0.00240096038415366,0.00240096038415366,0.00240096038415366
"201495262",0.00841219768664564,0.00841219768664564,0.00841219768664564,0.00841219768664564,0.00841219768664564,0.00841219768664564,0.00788643533123028
"201495263",0.00230414746543779,0.00230414746543779,0.00230414746543779,0.00230414746543779,0.00230414746543779,0.00230414746543779,0.00115207373271889
"201495264",0.0180519807743215,0.0177043366216005,0.0170600786505028,0.0163584115532677,0.016195752362545,0.0162595402804755,0.0160522295472015
"201495265",0,0,0,0,0,0,0
"201495266",0,0,0,0,0,0,0
"201495267",0.0118764845605701,0.0118764845605701,0.00356294536817102,0.00356294536817102,0.00356294536817102,0.00356294536817102,0.00356294536817102
"201495268",0.0143667296786389,0.0113421550094518,0.00945179584120983,0.00775047258979206,0.00756143667296786,0.00756143667296786,0.00756143667296786
"201495269",0.035421623050489,0.0351132258348753,0.0345845448938232,0.0343202044232972,0.0342761476782095,0.0343642611683849,0.0339677504625958
"201495270",0,0,0,0,0,0,0
"201495271",0,0,0,0,0,0,0
"201495272",0.0364765969492212,0.0367059788139005,0.0353589704170602,0.0344902476104022,0.0343096703977823,0.0344048394692982,0.0337606180621137
"201495273",0.000728066982162359,0.000728066982162359,0.000728066982162359,0.000728066982162359,0.000728066982162359,0.000728066982162359,0.000728066982162359
"201495274",0.0323600835827639,0.0308352628903823,0.0293669170384594,0.0288868808945615,0.02854803185181,0.02854803185181,0.0284633195911222
"201495275",0.0187366167023555,0.0208779443254818,0.0182012847965739,0.0149892933618844,0.0144539614561028,0.0144539614561028,0.0139186295503212
"201495276",0.0768549672392421,0.0749070302815654,0.074331503453161,0.0738445192137418,0.0730476359128741,0.0730476359128741,0.0727820081459182
"201495277",0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863
"201495278",0,0,0,0,0,0,0
"201495279",0.00962116656644618,0.0102224894768491,0.00962116656644618,0.00962116656644618,0.00962116656644618,0.00962116656644618,0.0090198436560433
"201495280",0.0132929601939576,0.0130900539522494,0.0126842414688331,0.0121899826749286,0.0121899826749286,0.0122472126405386,0.0119402519159032
