HydroID,catch_strdrf_pct
201483585,0.0002531
201483586,0.442622951
201483589,0.037878303
201483595,0.518098835
201483600,9.25E-05
201483601,0.000104439
201483604,0.901554404
201483605,0.000156201
201483617,0.593355188
201483622,9.20E-05
201483633,4.21E-05
201483634,8.49E-05
201483635,6.96E-05
201483637,8.36E-05
201483638,0.000108237
201483640,0.000193274
201483641,0.644713188
201483642,0.675619835
201483643,0.76645222
201483645,4.67E-05
201483652,0.248231287
201483660,5.30E-05
201483665,0.001381215
201483669,0.00017671
201483670,0.254342255
201483688,6.69E-05
201483689,8.43E-05
201483692,0.095870346
201483693,0.164305217
201483706,0.051759917
201483716,4.58E-05
201483717,7.16E-05
201483723,6.84E-05
201483733,0.000223914
201483734,0.567496494
201483735,0.632895612
201483737,0.000512164
201483738,3.64E-05
201483739,0.005399814
201483741,0.023255814
201483742,0.098970953
201483746,6.16E-05
201483751,0.500511619
201483752,0.168567038
201483763,2.41E-05
201483764,3.94E-05
201483766,0.134929271
201483767,0.070792133
201483769,4.03E-05
201483771,0.545581472
201483781,0.071025865
201483787,0.363155633
201483788,0.130329533
201483789,0.027712552
201483790,5.16E-05
201483793,0.426669412
201483794,0.062944267
201483801,7.83E-05
201483818,5.17E-05
201483819,0.000154059
201483820,0.000168464
201483821,6.52E-05
201483830,0.00038506
201483835,9.50E-05
201483836,3.56E-05
201483840,4.14E-05
201483846,1.52E-05
201483848,0.000104559
201483857,0.031444494
201483858,0.001182033
201483863,6.88E-05
201483875,0.072605854
201483876,0.001896813
201483879,0.589013733
201483884,2.69E-05
201483899,0.024582881
201483905,5.11E-05
201483910,4.04E-05
201483911,0.000117
201483921,0.407564081
201483922,0.555131265
201483933,0.562619146
201483934,0.363341359
201483935,4.48E-05
201483945,0.316753503
201483946,0.249267573
201483949,0.122036716
201483950,0.352321445
201483951,0.256105006
201483952,0.012713522
201483959,3.22E-05
201483962,0.090173605
201483963,0.296696252
201483964,0.292344695
201483967,0.38873459
201483977,5.11E-05
201483982,0.412977918
201483987,0.428741801
201483988,0.311602913
201483994,2.94E-05
201484000,3.87E-05
201484011,6.47E-05
201484012,0.00015006
201484017,8.14E-05
201484029,2.84E-05
201484035,0.14000206
201484041,2.92E-05
201484045,0.190334388
201484046,0.1936
201484050,0.000103135
201484051,0.375510204
201484060,6.90E-05
201484065,0.069158879
201484071,0.111749828
201484073,0.302861201
201484076,4.43E-05
201484081,0.388888889
201484082,0.061737512
201484085,0.063384017
201484086,0.052375597
201484107,0.32062488
201484108,0.066779306
201484114,0.470690404
201484115,0.753660436
201484121,1.76E-05
201484122,0.037809163
201484123,0.003565062
201484127,0.159916926
201484129,0.396824776
201484130,0.439363144
201484136,3.27E-05
201484139,7.10E-05
201484140,0.005434783
201484145,0.042351079
201484148,2.41E-05
201484154,0.129875697
201484156,4.42E-05
201484158,6.18E-05
201484175,0.320936176
201484179,0.028081511
201484180,0.474653503
201484186,0.915419162
201484187,0.134209228
201484188,9.90E-05
201484189,7.98E-05
201484190,0.102293578
201484192,4.83E-05
201484193,0.043478261
201484194,0.514040273
201484195,0.824306708
201484196,0.704841372
201484200,0.029610353
201484201,0.079991845
201484218,0.11651942
201484219,7.77E-05
201484228,0.497030395
201484229,0.295147756
201484230,0.005374177
201484238,6.33E-05
201484243,0.000104134
201484246,0.495449374
201484247,0.485525227
201484263,9.52E-06
201484264,0.219424902
201484265,0.515271206
201484266,0.552620182
201484274,0.227190953
201484276,0.121912142
201484277,0.583938613
201484278,0.251870815
201484280,0.210558625
201484281,0.461586379
201484282,0.538011696
201484284,0.875429132
201484286,3.52E-05
201484287,5.27E-05
201484292,0.350661853
201484300,0.09139005
201484305,0.144225225
201484306,0.528455285
201484311,0.170626465
201484317,0.676114404
201484320,1.65E-05
201484327,0.176246966
201484328,7.50E-05
201484329,7.68E-05
201484335,3.70E-05
201484336,0.365748244
201484337,0.421002234
201484338,0.020897753
201484339,0.015697047
201484341,9.96E-05
201484355,0.687884832
201484361,0.181434599
201484367,0.458257626
201484371,5.32E-05
201484377,0.217990877
201484378,4.31E-05
201484379,0.814094506
201484381,0.040810447
201484382,0.024390244
201484383,0.002762431
201484384,0.07425171
201484385,0.679759838
201484391,0.058419244
201484392,0.0422852
201484393,6.57E-05
201484394,8.27E-05
201484403,0.495582172
201484404,0.231383597
201484405,6.98E-05
201484406,0.000263227
201484411,2.98E-05
201484412,2.03E-05
201484415,0.301329347
201484416,8.95E-05
201484417,0.000164799
201484418,0.290403451
201484419,0.002350176
201484424,0.102341584
201484425,0.26230757
201484439,0.818074347
201484440,1.000623441
201484450,0.028571429
201484451,4.08E-05
201484452,0.000628141
201484453,0.056534878
201484460,0.135984216
201484461,0.009169054
201484462,3.61E-05
201484466,7.47E-05
201484467,0.076886216
201484477,4.21E-05
201484478,0.048637694
201484483,0.058572921
201484484,0.020109918
201484492,7.69E-05
201484502,0.000101
201484503,0.000103189
201484511,4.32E-05
201484515,0.236358342
201484518,0.369098564
201484521,0.027245296
201484522,3.04E-05
201484523,6.23E-05
201484526,0.068762138
201484527,0.007032516
201484529,0.102925475
201484530,0.723819481
201484533,0.030027454
201484540,0.004608295
201484541,0.091116173
201484542,0.000101163
201484543,0.000365364
201484548,0.010720887
201484555,0.166428548
201484556,0.834888074
201484561,0.167318733
201484563,0.248159645
201484568,0.142405555
201484574,0.080497249
201484575,0.008233861
201484577,0.384015172
201484584,0.507668842
201484585,0.011553355
201484586,0.134915678
201484587,0.319891008
201484598,0.157127002
201484599,7.18E-05
201484600,0.000298686
201484601,0.00012444
201484606,0.001046025
201484615,0.366038647
201484616,4.18E-05
201484617,0.11841827
201484620,0.046728972
201484626,0.359926868
201484633,0.052385892
201484636,0.000104811
201484637,0.067783131
201484639,2.43E-05
201484643,0.000104789
201484644,9.72E-05
201484654,0.321814904
201484658,0.074789916
201484662,0.040153608
201484663,0.25362425
201484668,1.43E-05
201484674,0.503901816
201484677,4.73E-05
201484692,0.337994319
201484696,0.016883923
201484699,0.060520512
201484700,6.92E-05
201484701,0.00058309
201484709,0.057575177
201484710,0.073849042
201484714,0.085990489
201484715,0.06111444
201484719,6.99E-05
201484723,0.104355809
201484734,0.220272533
201484735,0.020544164
201484736,0.000867115
201484739,0.000104822
201484740,9.02E-05
201484741,0.525613822
201484747,0.010219724
201484748,0.628192999
201484749,0.187854999
201484755,4.77E-05
201484769,7.49E-05
201484773,9.01E-05
201484778,0.24913167
201484785,2.81E-05
201484786,0.011487304
201484787,1.65E-05
201484789,0.389841499
201484791,0.001465559
201484792,0.05344878
201484794,0.028904644
201484795,0.065514104
201484805,5.57E-05
201484808,0.149979831
201484816,0.016786571
201484817,0.687682098
201484823,0.113613427
201484826,0.147571197
201484827,0.829977629
201484830,0.668996505
201484831,1.008547009
201484833,1.001408451
201484834,0.572591263
201484835,0.011933174
201484836,0.035320573
201484839,3.95E-05
201484844,0.253227194
201484845,0.353427321
201484852,7.81E-05
201484853,0.005593232
201484868,0.81187267
201484882,0.235157707
201484891,0.002941361
201484893,0.534506784
201484901,0.096574129
201484911,0.304587097
201484919,0.059441341
201484922,0.333845268
201484923,0.158010607
201484927,0.220315527
201484928,0.357938962
201484934,0.001373532
201484935,0.24492153
201484936,0.028006267
201484940,0.347077244
201484941,0.008843651
201484942,0.068493151
201484946,0.630723291
201484947,0.047274917
201484952,0.078375051
201484959,0.031227977
201484964,0.000558197
201484968,3.50E-05
201484971,0.346882875
201484979,0.525279968
201484983,0.072795461
201484984,0.000100878
201484988,0.296638973
201484997,0.160797293
201484998,0.091777785
201484999,0.021777455
201485009,0.32555436
201485014,4.49E-05
201485015,0.220424088
201485019,6.39E-05
201485020,0.286033242
201485021,1.000537057
201485022,0.176055029
201485036,0.311821252
201485037,0.237140985
201485038,0.057054482
201485044,0.005707152
201485045,0.004093468
201485048,4.53E-05
201485049,0.08669454
201485050,0.000116347
201485052,0.022907372
201485053,0.299331997
201485054,0.368662162
201485055,6.24E-05
201485060,0.006395907
201485062,0.003127782
201485063,5.22E-05
201485064,0.293419267
201485081,0.333363587
201485085,0.291673682
201485086,0.061938383
201485088,0.153090948
201485097,0.053987188
201485098,0.471147712
201485099,0.117093774
201485103,0.73344426
201485104,0.089750882
201485107,0.002582219
201485115,0.376447965
201485123,0.003789218
201485124,0.13816047
201485147,0.457775809
201485154,0.031204341
201485155,7.54E-05
201485156,6.83E-05
201485158,2.28E-05
201485159,0.170380998
201485160,0.343520309
201485167,0.000615309
201485171,0.922132882
201485177,0.097011794
201485178,0.232788067
201485184,2.06E-05
201485185,0.026966076
201485186,0.023295593
201485194,0.683208465
201485196,0.150917476
201485203,0.391865447
201485204,0.016023607
201485205,0.015244868
201485213,1.00117096
201485214,5.12E-05
201485225,0.409386261
201485226,0.589402584
201485227,0.152304768
201485230,0.32998816
201485231,3.10E-05
201485232,0.000862813
201485233,0.00057241
201485234,0.423505483
201485237,3.22E-05
201485238,4.34E-05
201485242,0.056614886
201485246,0.526295133
201485247,0.40340562
201485248,0.566939303
201485267,0.538035697
201485268,7.63E-05
201485271,0.241078509
201485279,3.71E-05
201485281,3.86E-05
201485282,2.07E-05
201485287,0.19551332
201485299,3.67E-05
201485301,0.009784591
201485302,0.004890842
201485305,0.414351852
201485311,0.546724956
201485312,0.814224024
201485333,0.112533098
201485334,4.34E-05
201485340,0.123145401
201485341,0.001287001
201485342,0.629975124
201485346,0.225641194
201485347,0.151867799
201485355,0.000213584
201485356,0.040109442
201485361,6.38E-05
201485362,0.288071066
201485363,0.600316957
201485367,0.000232818
201485369,0.000119897
201485370,0.185888738
201485371,0.041397877
201485372,0.519417476
201485383,5.77E-05
201485385,0.002908826
201485386,0.001251147
201485387,0.017310665
201485390,0.121814582
201485391,5.01E-05
201485393,0.209493919
201485394,0.32929681
201485399,0.129039712
201485405,6.59E-05
201485406,0.000109733
201485407,0.307437779
201485413,0.000100857
201485414,0.010966811
201485419,9.20E-05
201485423,0.449656533
201485427,0.272661524
201485440,0.070802747
201485441,8.30E-05
201485443,5.91E-05
201485444,4.41E-05
201485445,0.000191168
201485448,0.010012391
201485449,0.636904762
201485450,0.349649563
201485458,0.022653631
201485459,0.223522312
201485462,0.050314096
201485467,8.34E-05
201485468,0.000480769
201485473,0.041178774
201485477,0.229770992
201485478,0.137039202
201485482,0.000199203
201485483,5.04E-05
201485495,0.429917072
201485500,0.216724046
201485503,0.37696641
201485504,0.000755858
201485505,9.57E-05
201485506,9.84E-05
201485511,8.84E-05
201485513,0.01369863
201485514,4.51E-05
201485520,4.04E-05
201485521,3.45E-05
201485526,0.306001376
201485527,0.059273602
201485539,9.18E-05
201485542,1.77E-05
201485543,0.996855346
201485556,1.54E-05
201485559,0.000110108
201485560,9.86E-05
201485561,3.75E-05
201485564,0.258167469
201485567,0.173331183
201485574,4.68E-05
201485575,0.513642757
201485579,0.016587473
201485580,0.24076728
201485587,5.17E-05
201485593,0.344158064
201485594,0.203317781
201485597,6.80E-05
201485598,0.35400059
201485599,0.068462495
201485600,0.117560787
201485607,0.437032048
201485608,0.007014467
201485609,8.66E-05
201485614,0.412831948
201485620,6.21E-05
201485624,7.02E-05
201485625,0.000350018
201485630,6.53E-05
201485633,0.015873016
201485636,0.000341647
201485637,0.146846914
201485643,0.449481621
201485644,0.037758466
201485647,0.25380334
201485649,0.118358729
201485655,0.11844944
201485656,0.151718504
201485659,0.120970386
201485662,9.43E-05
201485664,0.374191561
201485665,0.446016983
201485666,0.076134919
201485667,5.10E-05
201485670,0.008529898
201485678,0.249724786
201485679,0.014117647
201485683,0.00923947
201485684,1.032258065
201485685,0.184395109
201485686,0.315977594
201485688,0.161517679
201485689,0.024521875
201485690,3.21E-05
201485695,0.10894526
201485696,0.302134895
201485697,0.326259947
201485704,0.036309007
201485713,0.724306688
201485714,0.47741573
201485718,3.19E-05
201485722,5.32E-05
201485726,0.394579771
201485728,2.91E-05
201485729,0.000121669
201485738,0.000100523
201485739,5.41E-05
201485741,0.570261112
201485748,0.173110721
201485756,0.057432432
201485757,0.004576298
201485758,0.639941335
201485759,0.005343633
201485763,6.55E-05
201485766,0.055626933
201485773,0.022056965
201485781,0.001607717
201485782,6.14E-05
201485785,0.168253578
201485786,0.477421056
201485789,0.101823548
201485794,0.028454444
201485795,0.0069579
201485796,0.043245234
201485797,0.000144259
201485798,0.001237624
201485799,3.17E-05
201485800,0.128246872
201485801,0.153885986
201485802,0.102201498
201485806,0.275036879
201485807,0.396030094
201485808,0.005501375
201485809,0.012059174
201485814,4.63E-05
201485816,0.214600005
201485824,0.325492201
201485825,0.02480903
201485828,0.027366915
201485829,0.098035073
201485834,0.057670127
201485840,0.217597427
201485841,0.4038628
201485842,0.155929722
201485843,4.37E-05
201485848,0.00282914
201485857,9.85E-05
201485861,4.02E-05
201485866,0.184267392
201485867,0.077889447
201485870,0.234943897
201485873,0.15913788
201485874,0.718911082
201485875,0.186041014
201485876,0.087903539
201485877,0.634575569
201485879,1.34E-05
201485880,0.471100917
201485885,3.50E-05
201485886,8.12E-05
201485887,0.03125
201485888,9.65E-05
201485891,0.345537757
201485892,0.287818002
201485895,0.755526277
201485896,0.012021083
201485899,9.98E-05
201485901,0.668990447
201485902,4.81E-05
201485903,0.275252783
201485906,0.399435055
201485908,0.090964615
201485909,0.238602471
201485910,0.000103778
201485913,0.605097451
201485914,0.245350109
201485917,0.152957897
201485918,0.05921681
201485921,0.008760108
201485924,0.138287154
201485932,0.228854273
201485933,1.002638522
201485934,0.080776808
201485935,0.094299436
201485936,0.007120974
201485937,0.438152012
201485938,0.384823848
201485939,0.420254162
201485940,0.427670837
201485943,0.001778024
201485944,0.496916752
201485950,0.482385177
201485951,5.32E-05
201485952,9.49E-05
201485962,1.74E-05
201485970,0.115489971
201485971,0.008520481
201485972,4.62E-05
201485974,0.249135322
201485975,0.093703752
201485976,0.127668198
201485978,0.308726002
201485979,0.107804805
201485983,5.86E-05
201485986,0.603651423
201485989,5.09E-05
201485990,0.621542717
201485996,0.010435791
201485997,3.48E-05
201485998,0.000264957
201486003,0.050173961
201486004,0.159954774
201486015,0.001020408
201486016,0.165202864
201486017,0.025598404
201486021,0.181056724
201486022,0.023809524
201486023,8.60E-05
201486024,6.34E-05
201486031,0.064570466
201486034,0.349289069
201486043,5.74E-05
201486044,7.29E-05
201486050,9.10E-05
201486053,0.529231711
201486061,0.038371456
201486062,0.1155
201486063,0.142458997
201486064,0.015596726
201486065,0.025838622
201486069,7.59E-05
201486070,0.000133422
201486074,0.385685525
201486081,7.26E-05
201486087,0.205694148
201486089,0.250029723
201486090,7.74E-05
201486098,0.095906931
201486099,0.174291511
201486100,0.00824862
201486103,4.36E-05
201486105,0.532114883
201486117,6.34E-05
201486118,7.18E-05
201486119,0.10177968
201486120,0.002117188
201486123,0.58310992
201486124,6.38E-05
201486125,1.86E-05
201486126,0.155265001
201486127,0.314528537
201486128,0.077745729
201486131,0.489831834
201486132,0.000102817
201486133,9.00E-05
201486134,0.320729502
201486137,0.398928252
201486138,0.005959936
201486141,0.041349679
201486142,0.090909091
201486143,0.310344828
201486144,0.228509003
201486145,0.01425486
201486149,0.033747292
201486150,0.207771536
201486157,0.15663017
201486158,0.011145051
201486159,0.233174469
201486164,0.007266318
201486165,4.22E-05
201486177,0.000205973
201486180,8.15E-05
201486183,0.340572063
201486184,0.029822926
201486187,0.15426254
201486189,0.004381122
201486190,0.061041293
201486191,0.333755198
201486192,0.465436322
201486193,0.07567248
201486194,0.4268674
201486195,0.339499305
201486196,0.000191168
201486198,2.17E-05
201486201,0.830730165
201486202,0.045819015
201486206,3.14E-05
201486207,2.74E-05
201486209,0.550326797
201486210,5.56E-05
201486211,0.00010248
201486218,0.000531067
201486219,0.196064377
201486224,0.012756517
201486225,0.343384386
201486228,5.10E-05
201486229,7.46E-05
201486231,0.291616877
201486233,0.139753516
201486236,0.262903086
201486237,0.382673551
201486241,3.86E-05
201486242,0.186453624
201486246,0.135917313
201486247,0.470588235
201486248,0.190155636
201486252,0.100124378
201486259,0.094318082
201486260,2.61E-05
201486261,0.000100553
201486267,2.16E-05
201486277,0.009600569
201486278,0.3008
201486279,0.078080825
201486280,0.243672749
201486281,0.427572202
201486287,0.000532481
201486288,3.43E-05
201486289,0.340910734
201486292,8.44E-05
201486293,0.142134547
201486295,0.119427558
201486301,6.29E-05
201486302,0.046029919
201486308,0.194618466
201486309,0.007224335
201486310,0.35277145
201486311,0.344003476
201486317,0.062308982
201486321,0.087386493
201486329,0.030297948
201486330,0.037069554
201486331,3.88E-05
201486335,0.17385973
201486336,0.022454255
201486342,0.105457149
201486343,2.92E-05
201486345,0.390840966
201486346,0.536061026
201486351,0.288425532
201486354,0.087411672
201486356,0.016536496
201486359,0.272456576
201486363,0.311147541
201486364,2.48E-05
201486366,0.06885199
201486371,0.462037037
201486378,2.03E-05
201486379,3.51E-05
201486380,0.232131438
201486381,8.87E-05
201486385,0.044166667
201486390,3.05E-05
201486391,7.58E-05
201486394,0.161938189
201486395,3.30E-05
201486397,1.000102923
201486400,8.15E-05
201486402,1.000068148
201486404,6.63E-05
201486405,9.18E-05
201486407,0.480057492
201486408,0.1
201486409,0.227030169
201486410,0.515348016
201486411,0.286803365
201486414,0.209355795
201486415,0.005464481
201486416,8.64E-05
201486417,0.195317511
201486420,0.037877626
201486422,1.98E-05
201486424,0.020828832
201486425,9.09E-05
201486426,0.132657797
201486430,0.48373513
201486433,0.03783904
201486434,0.08233958
201486435,7.81E-05
201486436,0.133753332
201486437,4.56E-05
201486438,0.015613191
201486439,0.317490494
201486453,0.613252439
201486454,0.167744196
201486457,0
201486458,0.019135019
201486459,0.058380299
201486460,0.496861925
201486462,0.118341532
201486463,0.239840376
201486464,0.199453552
201486465,5.11E-05
201486467,0.648578811
201486470,0.2686267
201486471,0.000621504
201486472,0.000837521
201486473,6.50E-05
201486477,0.295356054
201486478,2.57E-05
201486479,0.102243088
201486480,0
201486485,8.90E-05
201486486,1.000045979
201486489,4.50E-05
201486490,0.063515777
201486491,0
201486492,0
201486493,0.016949153
201486498,0.106688038
201486501,0.173055572
201486502,0.062423756
201486504,0.133633634
201486505,0.079214827
201486506,3.24E-05
201486508,0.027257736
201486509,0.329765258
201486511,0.000104778
201486513,0.102722524
201486514,0.073217726
201486515,0.518287244
201486518,0.000201857
201486519,0.249370817
201486524,2.84E-05
201486525,0.093276802
201486526,0.765957447
201486527,1.00026476
201486528,0.515533165
201486529,0.593536211
201486531,0.418406298
201486532,0.299197666
201486535,6.93E-05
201486536,2.47E-05
201486537,0.079896588
201486538,0.431040962
201486540,0.000193386
201486541,5.55E-05
201486542,0
201486543,6.86E-05
201486544,0.030839581
201486545,0.040563127
201486554,0
201486555,0
201486558,0.015625
201486559,0.019085216
201486560,0.03464837
201486562,0.02196719
201486563,0.577405119
201486564,0.459581131
201486566,1.44E-05
201486567,0.030266344
201486571,0.356198035
201486573,0.009199657
201486577,3.42E-05
201486578,4.91E-05
201486580,0.008963268
201486581,0.162909836
201486582,0.327493261
201486586,1.84E-05
201486592,0
201486593,0.056720926
201486594,0.00981348
201486595,0.168994413
201486600,0
201486603,0.78647941
201486605,0.287384744
201486606,0.217719429
