"HydroID","turf_1985_pct","turf_1990_pct","turf_1995_pct","turf_2002_pct","turf_2006_pct","turf_2010_pct","turf_2015_pct"
"201489180",0.0238771446975464,0.0269368155999297,0.0282982959536218,0.0308895004977455,0.0326023306201323,0.0326608889149148,0.0325144931779587
"201489181",NA,NA,NA,NA,NA,NA,NA
"201489182",NA,NA,NA,NA,NA,NA,NA
"201489184",0.0274541677955387,0.0274541677955387,0.0291248984015172,0.0300279960263705,0.0327824437821729,0.0328727535446582,0.0326921340196875
"201489185",0.0175715745989373,0.0185430799253208,0.0194723458896877,0.0198862916374511,0.0216181054801348,0.0216518969697482,0.0217448235661849
"201489186",0.0261030261030261,0.0302610302610303,0.0334950334950335,0.0422730422730423,0.0441210441210441,0.0441210441210441,0.0441210441210441
"201489187",0.0203590192644483,0.0207968476357268,0.0218914185639229,0.0245183887915937,0.0297723292469352,0.0297723292469352,0.0297723292469352
"201489188",0.0189605680616407,0.0201314397945309,0.0217177821423176,0.0237951352168001,0.0248904668378909,0.0250415470614897,0.0248904668378909
"201489191",0.0195177956371986,0.0206659012629162,0.0206659012629162,0.0206659012629162,0.0218140068886338,0.0218140068886338,0.0218140068886338
"201489192",0.0363636363636364,0.0340909090909091,0.0363636363636364,0.0363636363636364,0.0397727272727273,0.0397727272727273,0.0397727272727273
"201489193",0.0241561639866725,0.0253512965377372,0.0269810227437346,0.0290091264667536,0.0301680428799073,0.0303129074315515,0.0301680428799073
"201489194",0.0102599179206566,0.012311901504788,0.0143638850889193,0.021203830369357,0.0246238030095759,0.0246238030095759,0.0246238030095759
"201489195",0.0225735294117647,0.0286764705882353,0.0364705882352941,0.0413235294117647,0.0435294117647059,0.0438970588235294,0.0438970588235294
"201489196",0.0387596899224806,0.0436046511627907,0.0523255813953488,0.0678294573643411,0.0697674418604651,0.0697674418604651,0.0697674418604651
"201489199",0.00941134688804049,0.012252508212732,0.0141170203320607,0.0160703187427861,0.0161591050341827,0.0161591050341827,0.0166030364911658
"201489200",0.0407239819004525,0.0452488687782805,0.0479638009049774,0.0588235294117647,0.0597285067873303,0.0597285067873303,0.0597285067873303
"201489201",0.145631067961165,0.147396293027361,0.150044130626655,0.150926743159753,0.153574580759047,0.153574580759047,0.153574580759047
"201489203",0,0,0,0,0,0,0
"201489204",0.029143897996357,0.0336976320582878,0.0746812386156648,0.0792349726775956,0.0892531876138433,0.0801457194899818,0.0792349726775956
"201489205",0.0559717937417364,0.0511238431026884,0.0577346848832085,0.0577346848832085,0.0612604671661525,0.0612604671661525,0.0612604671661525
"201489207",0.0338466688985604,0.0354636046983738,0.0375841412076445,0.0388406499084686,0.0425161515503351,0.0427362542649353,0.0428623325189295
"201489208",0.0503805726712577,0.110909749909387,0.113446901051105,0.113446901051105,0.117796303008336,0.117796303008336,0.117433852845234
"201489209",0.0304053450524322,0.0334959001018275,0.0356039087482359,0.0421780374082212,0.0443396394947925,0.0443932329349554,0.0447683870160959
"201489210",0.000925925925925926,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0675925925925926,0.0675925925925926,0.0675925925925926
"201489211",0.0133132378799297,0.0158251695553881,0.0173323285606631,0.0198442602361216,0.0218538055764883,0.0218538055764883,0.0218538055764883
"201489212",0.016260162601626,0.014453477868112,0.014453477868112,0.039747064137308,0.042457091237579,0.042457091237579,0.042457091237579
"201489213",0.0425313861132462,0.04304381245196,0.0443248782987446,0.0443248782987446,0.0468870099923136,0.0468870099923136,0.0468357673584422
"201489216",0.141355140186916,0.238317757009346,0.239485981308411,0.239485981308411,0.245327102803738,0.245327102803738,0.245327102803738
"201489217",0.0386904153289299,0.0442731232490133,0.0482198728042371,0.0650088955236089,0.0770127400257663,0.0768900431484019,0.0768082452301589
"201489218",0.0715502555366269,0.0749574105621806,0.110732538330494,0.112436115843271,0.113287904599659,0.113287904599659,0.109028960817717
"201489220",0.00545808966861598,0.0050682261208577,0.0050682261208577,0.0050682261208577,0.0050682261208577,0.0050682261208577,0.0050682261208577
"201489221",0.00175395627750433,0.00190406965260605,0.00207788513956594,0.00206208373166049,0.00241761540953299,0.00241761540953299,0.00248082104115477
"201489222",0.00540275049115914,0.00589390962671906,0.00933202357563851,0.00933202357563851,0.0181728880157171,0.0181728880157171,0.0181728880157171
"201489223",0.018733850129199,0.020671834625323,0.0335917312661499,0.0348837209302326,0.0381136950904393,0.0381136950904393,0.0335917312661499
"201489225",0.0065555859054903,0.00792133296913412,0.0087407812073204,0.0087407812073204,0.0106528270964217,0.010379677683693,0.010379677683693
"201489226",0.00992063492063492,0.00992063492063492,0.00992063492063492,0.00992063492063492,0.0138888888888889,0.0138888888888889,0.0138888888888889
"201489227",0.00183433913693573,0.00197307066830062,0.0021426314288577,0.0021272168142616,0.00247404564267382,0.00247404564267382,0.00253570410105821
"201489228",0.00468622656886716,0.00448247758761206,0.00448247758761206,0.00448247758761206,0.00509372453137734,0.00570497147514262,0.00550122249388753
"201489229",0.00843558282208589,0.00843558282208589,0.00766871165644172,0.0130368098159509,0.0552147239263804,0.0521472392638037,0.0521472392638037
"201489233",0.0356605065023956,0.0355920602327173,0.0369609856262834,0.0369609856262834,0.0392197125256674,0.0392197125256674,0.039151266255989
"201489235",0.0240551770924612,0.0271221415043672,0.0287474913079119,0.0312773836108206,0.0330016677502332,0.0330582016564435,0.0328179325550499
"201489236",0.0457380457380457,0.0492030492030492,0.0630630630630631,0.0637560637560638,0.0637560637560638,0.0637560637560638,0.0616770616770617
