"area_sqkm","length_km","HydroID"
31.9113,46.929018462,"201487202"
0.9792,1.542455131,"201487203"
3.1995,4.90078191,"201487204"
1.6785,2.978366551,"201487205"
5.8842,6.466458636,"201487206"
1.2159,1.299303932,"201487207"
855.8181,1595.44348856,"201487208"
148.7115,161.785712067,"201487209"
4.6566,5.054410998,"201487210"
46.6668,70.740879002,"201487212"
33.1191,54.166251546,"201487213"
1.7397,1.4519439,"201487214"
5.7987,10.015109747,"201487215"
8.4726,15.684245269,"201487216"
2.5659,5.334137699,"201487217"
0.8568,1.24845005,"201487218"
137.2158,229.953962277,"201487219"
3.4335,3.776921027,"201487224"
0.8739,1.022394958,"201487225"
17.9883,24.986964075,"201487227"
42.5547,71.735285492,"201487228"
1.8243,1.62062556,"201487229"
5.1093,9.68500376,"201487232"
1.2519,1.951532706,"201487233"
3.4974,5.389771749,"201487234"
5.9994,7.246280567,"201487236"
2.6973,3.842983841,"201487237"
1.089,2.381701996,"201487238"
2.0115,2.886475768,"201487239"
1.5534,1.911247589,"201487244"
1.1772,1.224466959,"201487245"
19.4949,24.193722781,"201487246"
0.9441,2.69127591,"201487247"
32.8599,65.470916442,"201487248"
4.4622,8.680979909,"201487249"
8.1612,11.765978853,"201487254"
1.3869,2.08883691,"201487255"
0,0,"201487256"
123.282,186.45887714,"201487257"
3.5433,5.105970686,"201487258"
36.2673,52.896627834,"201487259"
42.0822,62.43450707,"201487260"
6.9714,12.277733652,"201487261"
0.819,1.344632562,"201487262"
1.1538,1.506865254,"201487263"
1.1691,1.752858168,"201487264"
1.0557,0.844776132,"201487267"
0.8118,1.052130652,"201487268"
2.8179,5.063870876,"201487269"
124.4844,188.708656457,"201487272"
1.0296,1.528562751,"201487273"
2.3787,3.819812748,"201487274"
9.4815,13.28517765,"201487277"
34.3404,36.128275645,"201487280"
0,0,"201487281"
3.663,6.567945145,"201487282"
1.71,2.827843329,"201487283"
22.626,27.574520758,"201487284"
3.5469,5.126718352,"201487285"
1.0665,1.792949823,"201487286"
79.8984,125.479975617,"201487287"
1.9656,3.41443476,"201487288"
7.7697,10.25191229,"201487289"
12.087,22.575207961,"201487290"
2.8971,6.56536283,"201487291"
3.7926,6.82668458,"201487292"
57.1995,63.967924874,"201487294"
0,0,"201487295"
0,0,"201487296"
7.7049,12.305465309,"201487297"
12.393,15.269163693,"201487298"
1.2663,2.127250346,"201487299"
82.6857,131.693410846,"201487301"
85.0131,87.837218234,"201487304"
5.3343,4.920099176,"201487305"
0.8811,1.719965882,"201487306"
81.2961,128.659684036,"201487307"
7.0884,8.604457686,"201487311"
1.3023,2.053975633,"201487313"
4.0311,5.614478707,"201487314"
4.6638,4.744619733,"201487318"
2.8566,3.842410857,"201487320"
9.5004,17.247060759,"201487324"
0.9972,2.909241143,"201487325"
1.7856,2.517557937,"201487326"
125.8515,190.137094202,"201487327"
42.1848,76.164435609,"201487329"
2.2437,2.880709527,"201487332"
4.4874,5.554779609,"201487333"
0.8973,1.812314716,"201487335"
1.7829,3.948747551,"201487336"
19.9863,33.305323313,"201487339"
0.8253,1.573315005,"201487340"
6.7833,12.574070324,"201487341"
138.6342,232.395206093,"201487342"
8.7669,9.794507695,"201487343"
5.0733,6.711142637,"201487344"
0.8712,0.718090219,"201487345"
12.5217,19.463425383,"201487349"
141.1641,236.230785862,"201487350"
130.6539,217.941424506,"201487352"
6.2163,13.677909325,"201487353"
5.778,4.905004771,"201487355"
1.3095,2.542397505,"201487356"
1.0494,2.576790141,"201487357"
2.4264,5.796836352,"201487358"
34.8921,65.213732746,"201487359"
2.5407,6.678012144,"201487361"
0.7929,2.526068106,"201487362"
2.6172,3.037302986,"201487363"
85.5585,135.814379996,"201487364"
88.4583,141.617609687,"201487365"
1.5273,1.601160102,"201487368"
0.7893,0.853737311,"201487372"
2.5173,3.726272626,"201487373"
23.679,17.929452044,"201487376"
30.7782,22.900185012,"201487377"
16.8345,12.190104633,"201487380"
2.7423,3.597725446,"201487381"
1.4256,1.923785602,"201487382"
7.3701,9.674976019,"201487383"
0,0,"201487384"
3.312,2.237598868,"201487387"
4.2579,6.296506563,"201487388"
1.3158,2.886128801,"201487391"
38.8593,77.333733834,"201487392"
0,0,"201487394"
1.6677,1.637681639,"201487395"
44.5401,74.737192506,"201487396"
2.1528,4.201669819,"201487397"
0.8496,0.786841559,"201487400"
3.2616,3.627487763,"201487401"
138.9267,210.834454612,"201487402"
0,0,"201487404"
3.6108,5.41651064,"201487408"
1.1088,1.376041399,"201487409"
16.7724,22.21933478,"201487410"
23.6763,52.884755144,"201487411"
1.4589,0.707733659,"201487418"
3.4875,5.530506247,"201487419"
6.8769,7.432001209,"201487420"
0,0,"201487421"
77.8203,87.119834598,"201487422"
3.906,4.261093362,"201487424"
0.9405,2.755689157,"201487425"
7.3134,14.869734888,"201487426"
1.3482,1.242219217,"201487429"
3.744,5.221177083,"201487430"
5.9616,8.632832456,"201487431"
11.0331,15.344286981,"201487432"
161.4339,247.18601392,"201487435"
160.0092,245.069655857,"201487436"
5.1066,9.365725307,"201487437"
0.9846,2.225978511,"201487438"
2.7936,6.151203107,"201487439"
13.1274,25.451092393,"201487443"
17.9217,21.216289,"201487444"
27.8622,33.286319688,"201487445"
1.9341,3.45768863,"201487446"
61.839,108.494728363,"201487447"
1.2735,3.039905675,"201487448"
1.305,2.779410221,"201487449"
0.9702,1.681321482,"201487451"
2.3778,4.856802506,"201487457"
2.1924,3.386251503,"201487458"
144.1233,241.125064505,"201487459"
1.4661,1.049337047,"201487462"
9.7542,14.069550994,"201487463"
1.3095,4.346824224,"201487464"
863.5617,1605.590399832,"201487465"
862.065,1603.224481932,"201487466"
0.8424,2.748201238,"201487471"
2.1267,3.860965211,"201487474"
10.4823,11.315219832,"201487475"
1.5489,1.70105156,"201487476"
0.8775,1.301407295,"201487477"
5.0418,6.627015988,"201487478"
3.5442,5.393157013,"201487479"
48.6459,82.765827379,"201487480"
14.463,22.180450933,"201487481"
3.465,1.527757686,"201487482"
92.2626,95.376042156,"201487483"
1.0476,1.433579853,"201487484"
2.8908,2.090096229,"201487485"
2.1681,7.230560536,"201487486"
11.6127,22.345833491,"201487487"
3.1455,4.661856982,"201487488"
8.1333,9.198236717,"201487489"
4.4865,9.617568221,"201487490"
42.507,33.38040533,"201487491"
1.8018,2.574036519,"201487492"
45.1575,38.171068808,"201487499"
168.9786,262.874704397,"201487500"
1.7046,3.698865779,"201487501"
81.0333,91.000070527,"201487502"
155.3004,169.103028994,"201487503"
172.8216,268.757092759,"201487504"
0.8073,1.319258247,"201487505"
2.4273,4.913341261,"201487506"
21.2346,29.212163724,"201487511"
28.0782,38.302339212,"201487512"
7.6176,9.464211446,"201487513"
30.7602,42.505612649,"201487515"
1.4499,2.123070208,"201487516"
3.8853,5.505502746,"201487517"
6.5826,12.735542533,"201487518"
1.836,2.026877822,"201487519"
6.2892,8.378642139,"201487520"
3.9996,7.160121549,"201487521"
1.7298,2.748591453,"201487522"
14.5053,18.86338505,"201487523"
63.6777,112.348239831,"201487527"
0.9162,2.377312175,"201487528"
2.6397,4.666155618,"201487529"
0.9288,2.351127546,"201487534"
1.071,2.682518203,"201487537"
52.11,72.012057432,"201487539"
1.395,1.927886189,"201487540"
3.6855,6.372536168,"201487541"
1.4643,1.961696399,"201487542"
1.3878,2.377758396,"201487543"
1.1844,1.366923307,"201487548"
15.7653,11.796055081,"201487549"
0,0,"201487550"
4.7007,3.861722474,"201487551"
236.4966,260.529364822,"201487552"
1.2591,2.479701901,"201487553"
0,0,"201487554"
237.7593,263.102424406,"201487555"
1.773,2.433495616,"201487556"
5.7717,6.099911604,"201487557"
19.7739,32.627767266,"201487558"
6.0147,9.69296093,"201487559"
1.7586,2.705612861,"201487561"
1.8594,3.052812244,"201487562"
10.3302,14.519756086,"201487564"
865.0566,1608.488163314,"201487565"
0.9927,1.800611617,"201487569"
27.5337,61.043730281,"201487570"
43.8381,84.995609025,"201487571"
9.4878,17.750492672,"201487572"
1.2303,1.174278887,"201487576"
1022.2497,1056.860135808,"201487580"
3.2193,2.666866931,"201487581"
1.2186,1.375385181,"201487583"
3.1617,4.187011362,"201487584"
0,0,"201487585"
1.7658,2.646146363,"201487586"
1.2339,1.751039901,"201487587"
11.7675,18.505580162,"201487588"
1.7748,4.490463515,"201487589"
0.9414,2.114352786,"201487590"
875.4219,1623.298872671,"201487591"
13.1184,17.995530663,"201487592"
3.5046,4.868565376,"201487593"
2.5605,2.841810752,"201487598"
0,0,"201487599"
16.9101,25.334709355,"201487601"
3.4731,5.412324998,"201487606"
0.8334,1.30449059,"201487607"
181.0251,280.389564862,"201487608"
2.1006,3.762049918,"201487609"
4.9734,7.801374184,"201487610"
0.9873,1.234061558,"201487611"
18.4383,28.239707484,"201487612"
0.9414,2.312504811,"201487613"
14.6979,32.050398053,"201487614"
1.0305,0.433892272,"201487615"
1.5264,2.865347845,"201487616"
32.3073,38.35524841,"201487619"
59.2461,79.640682004,"201487620"
8.5833,13.820361428,"201487621"
65.2608,115.8412474,"201487622"
0.8235,2.100160993,"201487623"
146.9835,246.706395793,"201487624"
0.9891,1.019819065,"201487625"
4.4829,6.831026912,"201487627"
0.7893,1.398052784,"201487628"
11.3472,19.600885685,"201487629"
0.8865,1.025703545,"201487632"
240.381,265.676189284,"201487633"
5.1381,5.963951876,"201487634"
2.7243,4.176822297,"201487635"
66.0915,118.104962505,"201487636"
1.1322,2.360251611,"201487640"
1.1745,2.384919942,"201487641"
15.7788,35.027690116,"201487644"
2.6586,1.856522504,"201487647"
18.1044,20.352320682,"201487648"
0.8991,2.186538788,"201487649"
138.3723,234.175457935,"201487650"
0.8577,1.192707398,"201487651"
4.6728,10.212642518,"201487652"
1.4211,2.910480451,"201487655"
6.5898,6.171551896,"201487658"
39.4209,74.933707025,"201487659"
5.4999,11.98144349,"201487660"
6.1803,6.717128233,"201487661"
2.0421,2.114257183,"201487662"
1.0827,0.567213135,"201487663"
0.8019,1.610603336,"201487664"
28.5993,46.802682155,"201487665"
11.7639,14.427736816,"201487666"
3.3363,4.842348587,"201487667"
245.6667,272.133629749,"201487668"
1.1349,1.278701696,"201487669"
1.6281,2.090933337,"201487670"
1.0233,1.682228839,"201487671"
0.7713,1.424878718,"201487672"
1.3068,2.911002337,"201487675"
1.4418,2.554546729,"201487677"
1.1889,0.476454909,"201487678"
0.7686,0.787023619,"201487679"
1.1628,1.688999758,"201487680"
33.2424,54.105213626,"201487681"
0.9756,2.474110569,"201487682"
876.9474,1626.209756132,"201487683"
1.2825,1.598569335,"201487685"
0.9657,2.05105612,"201487686"
2.304,3.864055434,"201487687"
3.9294,5.457047613,"201487688"
14.8077,23.121109951,"201487689"
28.026,53.522371658,"201487691"
48.6963,97.345041502,"201487692"
2.3625,4.912078562,"201487693"
3.3885,3.958787619,"201487694"
6.0651,12.190186,"201487695"
1.3959,2.077728931,"201487696"
1.2528,2.011212953,"201487697"
148.3011,248.477885439,"201487698"
2.9142,2.946383886,"201487699"
1.2402,2.096822299,"201487700"
1.9944,3.626763031,"201487704"
7.0182,5.501976872,"201487705"
15.1929,19.746428608,"201487706"
2.6595,3.580039991,"201487711"
139.698,236.102228297,"201487712"
12.4632,22.006397328,"201487713"
2.7612,5.363321948,"201487714"
1027.8495,1064.170035004,"201487716"
6.8526,6.177036239,"201487718"
7.0479,10.800401677,"201487719"
1.7451,2.800914806,"201487720"
71.9361,147.543673196,"201487721"
247.0788,273.970237967,"201487723"
4.0725,6.338963865,"201487724"
0.8208,0.911576499,"201487725"
69.1326,105.411750677,"201487726"
0.8928,1.484558686,"201487727"
1.8027,2.032212628,"201487730"
146.4516,245.39532627,"201487731"
0.9729,1.385759596,"201487732"
1.3248,2.697255051,"201487733"
1.2834,2.304710321,"201487734"
1.0089,1.12535426,"201487736"
1.2879,1.397328374,"201487737"
0.792,0.653063018,"201487738"
2.7981,7.598614683,"201487739"
2.664,5.503177986,"201487744"
15.5295,21.982069635,"201487745"
2.0214,2.710619941,"201487746"
5.6961,7.564264405,"201487747"
1.0728,1.179031464,"201487748"
1.2159,2.484576778,"201487749"
6.0759,11.799082012,"201487750"
19.2348,29.515051327,"201487751"
4.8267,6.920291574,"201487752"
1.9467,1.415418973,"201487753"
6.6969,8.991928836,"201487754"
1.5588,2.836136751,"201487755"
68.0418,64.961564214,"201487757"
129.6594,136.817244726,"201487758"
74.8629,155.84507657,"201487759"
8.7471,17.253955038,"201487760"
1.3788,3.04270771,"201487761"
1.359,2.085865992,"201487764"
1.0107,1.61056624,"201487765"
40.9356,67.516207854,"201487766"
878.346,1629.409665198,"201487767"
3.6135,6.19886804,"201487771"
5.7807,6.594926356,"201487772"
70.4745,107.702787654,"201487773"
13.2354,15.046614186,"201487774"
2.8629,3.493791999,"201487775"
53.7867,85.476019139,"201487776"
0.9279,1.679840382,"201487779"
39.5568,47.222685149,"201487780"
7.9389,11.904150561,"201487781"
31.4361,50.747637447,"201487782"
1.5921,0.638903107,"201487785"
1.5165,1.764648543,"201487786"
44.4879,74.001259898,"201487787"
0.8415,1.611496453,"201487788"
2.0133,0.827216491,"201487790"
10.8144,19.053116217,"201487791"
4.4559,9.02847012,"201487792"
1.7379,2.337614846,"201487793"
6.4548,5.332152286,"201487794"
5.0571,8.603890646,"201487795"
8.4123,10.090575424,"201487796"
7.1253,5.88965719,"201487799"
21.6468,16.143660473,"201487800"
1.7532,2.513474934,"201487801"
3.6126,7.402467738,"201487802"
0.9576,1.73729615,"201487803"
73.2537,110.176938717,"201487804"
86.4315,126.203515476,"201487805"
254.6685,280.304007863,"201487806"
46.9431,90.899692911,"201487807"
4.8204,5.724741518,"201487810"
6.0759,7.04048255,"201487811"
4.5135,5.42473112,"201487812"
0.8631,1.721375767,"201487813"
0.9135,2.104831405,"201487814"
15.966,29.182805235,"201487815"
0.9945,0.356533123,"201487816"
21.2787,31.628851316,"201487817"
3.672,5.36573094,"201487818"
1.0269,1.633711161,"201487822"
0.8811,1.172650627,"201487823"
1.035,2.463894703,"201487824"
1.7604,2.159637602,"201487826"
42.8949,71.851376335,"201487827"
1.5309,2.226192988,"201487828"
1.2474,1.267592603,"201487830"
102.6711,100.242277376,"201487831"
2.0709,2.119143017,"201487832"
256.0491,282.849182704,"201487833"
0.8424,1.132031666,"201487834"
0.9477,1.360435206,"201487835"
32.5107,61.458984822,"201487836"
1.2465,1.083564226,"201487837"
7.3431,8.488712385,"201487838"
3.6747,4.299860716,"201487841"
2.4444,3.192661368,"201487842"
3.0708,5.27674083,"201487843"
3.3201,5.412503771,"201487844"
6.3432,11.701025845,"201487845"
5.985,7.010585583,"201487849"
1.7991,5.193387798,"201487850"
3.33,6.939950248,"201487851"
5.8464,8.666110099,"201487852"
3.2328,3.741360643,"201487855"
8.3565,10.093665078,"201487856"
3.9618,7.023761622,"201487857"
2.7108,4.064687364,"201487858"
9.0072,17.802802571,"201487866"
2.3913,5.065472426,"201487867"
9.0891,10.012115528,"201487869"
1.1736,1.65445268,"201487870"
54.0126,64.502592608,"201487872"
19.4931,26.289739654,"201487873"
3.0852,5.630392309,"201487874"
0.8199,1.808217497,"201487875"
151.9686,253.278372804,"201487876"
1.9557,4.142305304,"201487877"
26.3241,39.530556709,"201487879"
1.1754,1.171859285,"201487885"
10.9485,12.542084986,"201487886"
5.4837,7.147169562,"201487887"
14.4819,29.510772682,"201487888"
1.0224,1.784214185,"201487889"
1.6146,2.851256864,"201487890"
1.6182,1.864496794,"201487892"
2.9952,6.293234486,"201487893"
2.2239,4.424350419,"201487894"
4.509,6.940371662,"201487895"
1.6587,2.476560563,"201487896"
1.458,1.916322961,"201487897"
0.7956,1.729781601,"201487898"
6.993,9.250554148,"201487899"
2.4102,2.793218163,"201487900"
5.5683,2.86165146,"201487901"
153.9819,257.682865457,"201487902"
0.7695,1.283993312,"201487904"
0.9495,1.070217546,"201487905"
8.1522,14.979762433,"201487906"
36.1377,59.890692612,"201487907"
2.8386,5.162930564,"201487912"
1.3185,1.40156696,"201487913"
30.2283,25.065325559,"201487915"
1.3347,2.297872429,"201487916"
19.5867,37.333652577,"201487917"
2.3832,4.129147683,"201487918"
2.1033,4.171765994,"201487919"
0.9036,1.895134937,"201487923"
1.0215,1.525898812,"201487924"
13.0626,17.866131937,"201487925"
3.6036,4.85799028,"201487926"
1.0917,1.984419,"201487927"
10.2996,13.501506313,"201487928"
1.6668,2.648391697,"201487929"
1.6245,3.657909005,"201487930"
7.4466,8.236517658,"201487935"
3.8043,5.108756539,"201487936"
0.8856,1.059814164,"201487938"
1.7901,2.834405976,"201487939"
74.358,91.177738252,"201487944"
1.7622,2.676188193,"201487945"
8.9046,9.529760337,"201487948"
11.682,16.473334262,"201487949"
1.5651,2.242347036,"201487957"
257.4468,284.732367692,"201487958"
0.9495,1.870747675,"201487960"
4.7952,8.535835318,"201487961"
49.4334,97.436312416,"201487962"
1.7811,2.764336433,"201487963"
54.1782,105.033545275,"201487964"
4.7025,7.530308842,"201487966"
0.9387,2.207933234,"201487967"
54.7794,107.008351766,"201487968"
2.0592,4.03080774,"201487969"
4.7862,5.347388001,"201487970"
10.6929,9.006268222,"201487971"
8.1657,6.376309619,"201487972"
0.9333,1.564739599,"201487973"
4.7232,10.829122148,"201487976"
70.8804,127.800319477,"201487977"
1.5354,0.87950602,"201487978"
1.3653,2.813429714,"201487979"
1.2987,1.793216174,"201487980"
0.7884,1.156882499,"201487981"
17.2863,35.492880408,"201487984"
11.9556,24.068994823,"201487985"
4.0455,7.284253184,"201487986"
967.6953,1760.806576709,"201487987"
4.8627,7.636489243,"201487988"
1192.248,1233.86134707,"201487991"
0.8748,1.147858531,"201487992"
17.0775,23.48830924,"201487993"
62.1504,84.066394707,"201487994"
6.7158,3.724990217,"201487995"
76.0266,140.049569213,"201487996"
84.8826,175.79742194,"201487997"
1.8459,3.587541536,"201488003"
1161.0783,1207.17435447,"201488006"
0.7569,0.745437248,"201488007"
187.5087,286.864090574,"201488010"
1.6353,1.777879548,"201488011"
191.0709,318.401065613,"201488012"
0.9756,0.643298158,"201488016"
1.1817,1.711106727,"201488017"
0.8424,0.520752357,"201488018"
150.7653,251.282329997,"201488019"
56.1186,109.706926167,"201488020"
1.5813,3.420092359,"201488021"
2.8719,5.807273898,"201488022"
29.6064,60.602414692,"201488023"
4.5261,4.922407621,"201488026"
7.9794,8.379734868,"201488027"
3.0483,5.551849139,"201488028"
5.0013,1.306819619,"201488029"
7.1748,10.021260521,"201488031"
2.4597,2.142961035,"201488032"
1.0611,1.010080386,"201488033"
1.1826,0.812497021,"201488037"
1.2753,3.002083696,"201488038"
19.1331,27.54245109,"201488040"
0.8451,1.323266438,"201488041"
22.5126,43.244355165,"201488042"
1.0908,1.453032766,"201488044"
13.4964,16.475171307,"201488045"
1.377,1.362491276,"201488046"
0.8478,1.716332541,"201488047"
12.8664,15.257108753,"201488048"
1.5498,1.909297482,"201488049"
2.9556,1.053214033,"201488050"
3.5784,3.185496929,"201488051"
2.9403,1.631387507,"201488052"
0.8712,1.621010975,"201488053"
12.6477,15.774566307,"201488054"
31.8996,64.72607286,"201488055"
5.2515,10.01176696,"201488056"
2.1528,3.189502878,"201488059"
1.3419,2.165899456,"201488060"
1.0143,1.690158677,"201488061"
130.4982,141.608167461,"201488063"
2.9403,3.888872817,"201488064"
2.1717,2.35471723,"201488065"
46.6029,83.733483822,"201488066"
23.4198,44.834430493,"201488067"
1.4571,1.849740231,"201488070"
105.8715,195.888372717,"201488072"
1.4319,1.897320385,"201488073"
2.5407,3.022380366,"201488074"
1.0602,2.066173442,"201488075"
101.5803,190.188353459,"201488077"
190.2501,289.577882826,"201488078"
13.2759,12.53891029,"201488079"
2.4795,5.239221493,"201488080"
1193.6754,1235.813924716,"201488082"
4.1337,5.398434789,"201488083"
12.5424,15.742734174,"201488084"
0.8424,0.610441759,"201488085"
8.6454,19.073409388,"201488086"
7.1325,15.247070204,"201488087"
1.035,1.630890755,"201488088"
6.4539,8.425240218,"201488089"
9.9765,12.715184731,"201488090"
0.8469,1.129594082,"201488091"
19.1709,21.901751744,"201488093"
1.4409,2.05309482,"201488094"
1.3014,1.930271282,"201488095"
6.5331,8.164691575,"201488096"
81.2934,99.920091176,"201488097"
18.9927,21.901319757,"201488098"
10.0944,22.167024589,"201488099"
2.6244,4.911198511,"201488100"
2.691,3.397248542,"201488102"
4.2561,3.868207196,"201488103"
133.6383,146.002865881,"201488104"
1.8621,3.996365842,"201488105"
1.1556,1.243921886,"201488106"
1.5912,1.882315082,"201488107"
2.1807,3.735543144,"201488108"
2.835,2.207195227,"201488110"
265.6386,294.312416643,"201488111"
1.4724,1.738772484,"201488112"
1.8378,1.852351152,"201488113"
2.412,3.593776553,"201488114"
3.4821,1.878170736,"201488116"
6.1749,5.62095321,"201488117"
1.2078,0.877800994,"201488118"
2.2806,4.381119734,"201488119"
2.3067,1.617293966,"201488120"
0.8613,1.571884574,"201488123"
44.4969,80.218558742,"201488124"
110.4768,201.594006468,"201488125"
114.7545,206.789530737,"201488126"
33.12,45.176994694,"201488128"
6.9408,10.605369304,"201488129"
0.9288,2.188355738,"201488130"
5.3154,10.165919337,"201488131"
162.423,319.882264469,"201488132"
0.8955,2.141439368,"201488133"
2.8017,2.640158385,"201488138"
2.2815,3.026788133,"201488140"
2.2023,4.524231973,"201488141"
1198.0629,1241.798905693,"201488142"
1.9026,2.575418109,"201488145"
2.4669,3.41160398,"201488146"
5.1039,10.750413327,"201488147"
5.7123,13.177662079,"201488148"
27.0765,52.192262789,"201488153"
0.7614,1.577127414,"201488154"
2.5065,4.673028398,"201488155"
3.636,6.127064405,"201488156"
4.8096,4.217766598,"201488158"
0.9594,1.107819313,"201488161"
1.035,2.067517828,"201488162"
21.8925,28.013778675,"201488163"
35.6013,48.916189393,"201488164"
9.6147,14.550282594,"201488165"
7.9173,17.585741147,"201488166"
6.5655,13.064283505,"201488167"
0.8163,1.177135304,"201488168"
2.8692,3.448486551,"201488169"
209.0637,364.787118266,"201488170"
1.0674,0.479703879,"201488174"
2.8107,3.213348509,"201488175"
1.1772,1.303303424,"201488176"
38.3472,68.410764985,"201488177"
40.6746,72.687316025,"201488180"
41.8608,75.817272592,"201488181"
3.2436,4.837547354,"201488184"
3.2571,4.050480155,"201488185"
3.3633,5.336701208,"201488186"
0.8865,1.973068135,"201488187"
1.3203,1.451431953,"201488190"
21.8277,25.330931406,"201488191"
4.0464,5.661582558,"201488192"
4.2048,7.20832546,"201488193"
5.1417,9.719331981,"201488194"
1.0998,2.191551966,"201488195"
1.9827,3.386476543,"201488197"
2.3562,3.843556737,"201488198"
0.7668,1.28969243,"201488199"
9.8775,15.492159936,"201488200"
3.2715,5.704194253,"201488201"
4.6413,6.600156687,"201488203"
1.5633,2.326203061,"201488204"
2.3526,2.372518557,"201488205"
0.9,2.193834438,"201488206"
1.9665,5.399107283,"201488207"
268.7112,297.886893987,"201488208"
23.1615,30.745270867,"201488209"
1.2762,3.608233695,"201488210"
118.7523,213.161667566,"201488211"
0.9108,1.612183903,"201488212"
6.2082,8.968166749,"201488214"
1.359,0.695191083,"201488215"
8.8146,13.131393779,"201488216"
9.9162,16.986585361,"201488217"
291.8772,328.706607281,"201488220"
4.2759,5.735533836,"201488221"
1.2618,1.742645334,"201488224"
973.8279,1770.600258095,"201488225"
3.6144,6.183170112,"201488227"
1.6848,2.737773336,"201488228"
38.8791,79.290317266,"201488229"
3.9114,8.435845359,"201488230"
1.1385,1.147061489,"201488232"
0.9315,2.352421695,"201488233"
204.8481,304.470564776,"201488234"
7.6392,9.41559918,"201488235"
1.3842,2.760725721,"201488236"
1.1547,1.721911914,"201488237"
84.06,103.065717686,"201488240"
2.6379,1.262985309,"201488241"
212.4072,369.769039627,"201488242"
4.9518,5.596710278,"201488243"
86.7411,108.100157996,"201488244"
0.9576,2.558344269,"201488245"
1.3959,2.146605958,"201488246"
13.3551,21.894492032,"201488247"
3.9006,4.580579995,"201488251"
0.9837,2.243669491,"201488252"
4.9167,11.22042174,"201488253"
163.9638,323.183638878,"201488254"
975.4029,1772.811853235,"201488255"
2.6433,4.002506392,"201488256"
18.8856,30.559418237,"201488257"
5.3811,9.327854456,"201488258"
4.4136,7.878464755,"201488259"
0.9666,1.110039904,"201488260"
26.4051,31.842642321,"201488261"
4.5225,5.228484692,"201488262"
0.9648,0.876603341,"201488263"
1.0179,1.252224953,"201488264"
1.6011,2.45481998,"201488265"
45.9387,65.531375449,"201488266"
3.3651,2.855088011,"201488268"
27.6363,33.802387559,"201488269"
1.3509,1.569482866,"201488270"
2.1375,2.527945072,"201488271"
2.6802,5.0087915,"201488272"
120.4074,215.846356709,"201488273"
70.7292,90.161901034,"201488274"
7.0911,15.076967789,"201488275"
0.9315,1.479730797,"201488276"
1.0269,1.355930427,"201488282"
3.3408,8.355169534,"201488283"
0.8739,0.925705361,"201488285"
296.3025,334.926759298,"201488286"
0.7776,1.684904509,"201488287"
0.8694,1.206233547,"201488290"
0.8415,1.833379165,"201488291"
1.6398,2.041391606,"201488294"
7.4223,10.823683961,"201488295"
49.9437,73.941779824,"201488296"
6.5835,13.187867871,"201488297"
28.332,44.489554927,"201488298"
2.8683,3.678764621,"201488299"
6.7977,9.785438792,"201488300"
2.2815,2.739134612,"201488301"
3.6108,6.931510177,"201488302"
56.529,87.163422229,"201488303"
3.8511,3.254402067,"201488304"
4.1166,7.440116991,"201488305"
0.9513,2.280220403,"201488306"
1.8792,4.878071476,"201488307"
2.6892,3.519722798,"201488308"
0.7731,2.215258001,"201488309"
2.8026,6.260327147,"201488310"
1.6569,3.854680302,"201488314"
10.9341,17.334366537,"201488315"
2.8107,5.097378218,"201488316"
2.8584,2.871234437,"201488318"
18.18,22.215514301,"201488319"
12.0069,15.909889723,"201488320"
0.7821,1.307303151,"201488321"
29.1429,35.867502797,"201488322"
2.1573,4.150357931,"201488323"
1.4139,0.779285609,"201488325"
6.4395,7.442811025,"201488326"
9.1278,13.140292973,"201488327"
1.5552,2.189744398,"201488328"
3.3606,7.727388773,"201488329"
28.584,55.351222268,"201488330"
2.5047,2.616296223,"201488333"
1.6389,1.699699247,"201488334"
0.8244,1.573593567,"201488335"
15.7635,33.861065581,"201488336"
10.3545,22.85786842,"201488337"
1.5201,3.591170626,"201488338"
1.89,3.783110651,"201488339"
4.7655,6.624747473,"201488340"
1201.3713,1244.09375671,"201488343"
191.5488,307.000445747,"201488344"
2.3283,5.286387622,"201488345"
2.9583,5.879289299,"201488346"
2.4111,3.527027873,"201488347"
1.3473,2.338231978,"201488349"
15.2937,24.93611513,"201488350"
1.4742,2.995374549,"201488351"
1.2078,1.789627722,"201488352"
1.1601,1.352801495,"201488353"
4.9311,9.154957726,"201488354"
10.8018,15.123086084,"201488355"
1.9431,1.601372824,"201488356"
4.4721,4.759708379,"201488357"
1.2654,1.940990225,"201488360"
3.6189,6.294199367,"201488361"
206.4096,307.350996674,"201488362"
1.4076,1.911004437,"201488363"
3.5973,6.11713929,"201488364"
1.1961,0.945413317,"201488365"
1.7028,1.049513177,"201488366"
1.1646,1.380412013,"201488367"
5.7087,0.815874214,"201488368"
1.4778,1.62484067,"201488369"
19.8387,34.269451365,"201488370"
12.7935,22.517842547,"201488371"
1.3266,0.997120607,"201488372"
43.2531,89.521713758,"201488373"
6.1119,10.665174577,"201488374"
1.5786,1.595669313,"201488377"
92.3481,114.597596698,"201488378"
1.0188,2.388544196,"201488379"
3.9006,8.331208303,"201488380"
1.7433,2.503922644,"201488381"
6.1605,6.212952035,"201488382"
297.378,336.462182437,"201488383"
44.6337,90.732096141,"201488384"
0.801,1.873193958,"201488385"
9.4887,20.530887474,"201488386"
2.2149,2.987465607,"201488388"
24.8337,39.790816042,"201488389"
16.0092,27.677246205,"201488390"
