STA_SEQ,NAME,YLAT,XLONG,HydroID
"16400",North Branch Park River,41.796999999999997,-72.719999999999999,"201490706"
"16312",Mad River,41.945799999999998,-73.128600000000006,"201489657"
"16321",Bass Brook,41.693100000000001,-72.758700000000005,"201492236"
"16308",Stony Brook,41.972299999999997,-72.657399999999996,"201488077"
"15171",East Branch Salmon Brook,41.954999999999998,-72.779399999999995,"201488786"
"16323",Coginchaug River,41.539400000000001,-72.685800000000000,"201493911"
"14551",Coginchaug River,41.443500000000000,-72.688199999999995,"201495007"
"16044",Chatfield Hollow Brook,41.374200000000002,-72.593000000000004,"201495396"
"15825",West Branch Farmington River,41.916800000000002,-72.989000000000004,"201489809"
"16258",West Branch Farmington River,41.973500000000001,-73.020899999999997,"201488988"
"16225",Farmington River,41.901499999999999,-72.670800000000000,"201489095"
"14251",Housatonic River,41.880600000000001,-73.365399999999994,"201491264"
"14687",Blackberry River,42.023955000000001,-73.327635999999998,"201489143"
"16327",Housatonic River,41.850800000000000,-73.375799999999998,"201491633"
"16310",Broad Brook,41.919199999999996,-72.498000000000005,"201488389"
"15221",Scantic River,41.981999999999999,-72.540700000000001,"201487608"
"16322",Ogden Brook,41.845599999999997,-72.481600000000000,"201489384"
"16345",Sasco Brook  tributary to,41.181699999999999,-73.314200000000000,"201496880"
"14250",South Fork Hockanum River,41.776699999999998,-72.561199999999999,"201490718"
"16071",Hockanum River,41.787399999999998,-72.551000000000002,"201490463"
"16317",Coppermine Brook,41.713700000000003,-72.926100000000005,"201492318"
"16301",Pequabuck River,41.669800000000002,-72.927199999999999,"201492869"
"16336",Hatchery Brook,41.622000000000000,-72.769700000000000,"201493590"
"16090",North Branch Park River,41.767200000000003,-72.703299999999999,"201491153"
"15250",Mattabesset River,41.638300000000001,-72.733300000000000,"201492833"
"15406",Little Brook,41.642400000000002,-72.720699999999994,"201492710"
"14549",Belcher Brook,41.616500000000002,-72.757999999999996,"201493191"
"15333",Webster Brook,41.640500000000003,-72.742099999999994,"201492832"
"16410",Roaring Brook No 2,41.424399999999999,-72.408400000000000,"201494648"
"15179",Eightmile River,41.467100000000002,-72.337199999999996,"201494064"
"16343",Green Fall River,41.452300000000001,-71.808999999999997,"201492972"
"16320",Sumner Brook,41.549300000000002,-72.641599999999997,"201493835"
"16311",Reservoir Brook,41.608899999999998,-72.599900000000005,"201492892"
"16331",Sumner Brook,41.483499999999999,-72.637500000000003,"201494530"
"16324",Dickinson Creek,41.557499999999997,-72.441999999999993,"201493175"
"16070",Pine Brook,41.518300000000004,-72.500100000000003,"201493933"
"14401",Pocotopaug Creek,41.535200000000003,-72.518199999999993,"201493641"
"16342",Blackledge River,41.681399999999996,-72.462999999999994,"201491666"
"14281",Lyman Brook,41.607700000000001,-72.426299999999998,"201492526"
"16416",Delphi Brook,42.021099999999997,-72.251700000000000,"201486194"
"16417",Furnace Brook,41.993400000000001,-72.269499999999994,"201486619"
"16418",Furnace Brook,41.993699999999997,-72.276700000000005,"201486669"
"14215",Furnace Brook,41.967900000000000,-72.297899999999998,"201487329"
"16419",Furnace Brook,41.959899999999998,-72.299400000000006,"201487329"
"14656",Furnace Brook,41.955399999999997,-72.301299999999998,"201487329"
"16411",Mill River,41.389299999999999,-72.893000000000001,"201495824"
"16412",Mill River,41.392499999999998,-72.891000000000005,"201495824"
"16414",Mill River,41.403799999999997,-72.894000000000005,"201495824"
"16413",Mill River,41.397199999999998,-72.892799999999994,"201495824"
"15177",Mill River,41.421100000000003,-72.902199999999993,"201495503"
"16415",Mill River,41.414099999999998,-72.894999999999996,"201495503"
"16126",Hall Meadow Brook,41.886099999999999,-73.168899999999994,"201490600"
"15794",West Branch Farmington River,41.873199999999997,-72.964799999999997,"201490353"
"16338",West Branch Naugatuck River,41.856099999999998,-73.160200000000003,"201490987"
"15151",Little River,41.911999999999999,-71.916300000000007,"201486818"
"16340",Saugatuck River,41.322000000000003,-73.422899999999998,"201496597"
"16333",Bullet Hill Brook,41.482599999999998,-73.220500000000001,"201495451"
"17299",Cuff Brook,41.540900000000001,-72.948499999999996,"201494453"
"16334",Nonewaug River,41.625500000000002,-73.159300000000002,"201493939"
"15783",Eagleville Brook,41.788200000000003,-72.277600000000007,"201489732"
"15302",Eagleville Brook,41.804000000000002,-72.266000000000005,"201489553"
"14585",Skungamaug River,41.765900000000002,-72.392700000000005,"201490417"
"15210",Beaver Brook,41.684100000000001,-72.109200000000001,"201490737"
"15301",Eagleville Brook,41.806699999999999,-72.264600000000002,"201489553"
"16325",Willow Brook,41.542499999999997,-72.770700000000005,"201494495"
"16246",Fivemile River,41.986499999999999,-71.815399999999997,"201485363"
"16243",Fivemile River,41.917999999999999,-71.829999999999998,"201486563"
"16288",Branch Brook,41.919899999999998,-72.125600000000006,"201487443"
"16106",Branch Brook,41.910800000000002,-72.124499999999998,"201487443"
"16303",Moosup River,41.697699999999998,-71.822999999999993,"201489745"
"14296",Mill Brook,41.667000000000002,-71.922700000000006,"201490493"
"16304",Quinebaug River,41.780900000000003,-71.900999999999996,"201488745"
"15720",Blackwell Brook,41.789600000000000,-71.972300000000004,"201488837"
"14999",North Running Brook,41.964500000000001,-71.965699999999998,"201486380"
"14199",Fenton River,41.863000000000000,-72.240200000000002,"201488607"
"15711",Little River,41.756100000000004,-72.047300000000007,"201489524"
"17300",Cabin Brook,41.560499999999998,-72.316699999999997,"201492868"
"18209",Cabin Brook,41.560519999999997,-72.330770999999999,"201492873"
"15752",Eagleville Brook,41.808900000000001,-72.263300000000001,"201489553"
"16341",Nod Brook,41.828600000000002,-72.866699999999994,"201490653"
"16319",Pequabuck River,41.670800000000000,-72.977400000000003,"201493039"
"15184",Roaring Brook,41.664299999999997,-72.597700000000003,"201492214"
"15276",Hunts Brook,41.400100000000002,-72.115300000000005,"201494297"
"14667",Sasco Brook,41.152799999999999,-73.305999999999997,"201496958"
"16298",Stony Brook,41.471600000000002,-72.118200000000002,"201493599"
"16204",Steele Brook,41.617500000000000,-73.131000000000000,"201493944"
"16346",Norwalk River,41.170299999999997,-73.417199999999994,"201496951"
"14723",Fenger Brook,41.321899999999999,-72.105400000000003,"201495177"
"16295",Latimer Brook,41.369500000000002,-72.200199999999995,"201494812"
"16930",Oil Mill Brook,41.375557999999998,-72.190655000000007,"201494764"
"16307",Long Hill Brook,41.540799999999997,-72.653000000000006,"201493840"
"15901",Pond Meadow Brook,41.377699999999997,-72.594600000000000,"201495357"
"16078",South Mountain Brook,41.662100000000002,-72.947000000000003,"201493051"
"16261",Aspetuck River,41.277099999999997,-73.327500000000001,"201496713"
"16326",Wharton Brook  tributary to,41.430900000000001,-72.819599999999994,"201495248"
"16337",Beaver Brook,41.335099999999997,-73.076599999999999,"201496262"
"17640",Kent Falls Brook,41.762920000000001,-73.399134000000004,"201492774"
"15044",Kent Falls Brook,41.776899999999998,-73.419200000000004,"201492773"
"15244",Cobble Brook,41.721699999999998,-73.457200000000000,"201493407"
"15510",Cobble Brook,41.745399999999997,-73.454200000000000,"201493153"
"15239",East Branch Byram River,41.099499999999999,-73.683199999999999,"201497182"
"17321",East Spring Brook,41.612099999999998,-73.176100000000005,"201494132"
"16431",Sprain Brook,41.569600000000001,-73.225899999999996,"201494699"
"16335",Nonewaug River (Nonnewaug River),41.578299999999999,-73.174499999999995,"201494501"
"16332",East Aspetuck River,41.654600000000002,-73.378500000000003,"201494139"
"15581",Pond Brook,41.459699999999998,-73.327500000000001,"201495754"
"14813",Blackberry River,42.006500000000003,-73.234300000000005,"201489083"
"16718",HALFWAY RIVER,41.388599999999997,-73.193600000000004,"201496123"
"15994",Eightmile Brook,41.384200000000000,-73.164199999999994,"201496076"
"16103",Guinea Brook,41.823993999999999,-73.430092000000002,"201492094"
"15507",Guinea Brook,41.814399999999999,-73.376900000000006,"201492072"
"18123",Northfield Brook,41.673699999999997,-73.085300000000004,"201493214"
"15253",West Branch Bantam River,41.758000000000003,-73.186099999999996,"201492360"
"15516",Valley Brook,42.031500000000001,-72.931799999999996,"201487873"
"16387",Hurricane Brook,42.033000000000001,-72.920699999999997,"201487966"
"15240",Hubbard Brook,42.035600000000002,-72.938400000000001,"201487872"
"16748",HOP BROOK,41.530299999999997,-73.102800000000002,"201494830"
"17637",Hop Brook,41.560274000000000,-73.116705999999994,"201494665"
"15132",Hop Brook,41.521400000000000,-73.077799999999996,"201494878"
"15998","Town Farm Brook (""Clatter Valley Brook"")",41.547699999999999,-73.388900000000007,"201495161"
"15577",Kettletown Brook,41.427000000000000,-73.206000000000003,"201495881"
"17708",Silver Brook,41.272199999999998,-73.000799999999998,"201496471"
"17610",Silver Brook,41.280797999999997,-72.999270999999993,"201496455"
"15580",Town Farm Brook,41.564799999999998,-73.393600000000006,"201495161"
"17707",West River,41.363999999999997,-72.979399999999998,"201496019"
"15886",HOUSATONIC RIVER,41.647500000000001,-73.483800000000002,"201494368"
"17409",Saw Mill Brook,41.575699999999998,-73.499499999999998,"201495052"
"15102",Means Brook,41.319099999999999,-73.161799999999999,"201496420"
"16938",South Branch Park River,41.733899999999998,-72.711699999999993,"201491587"
"16971",PIPER BROOK,41.712200000000003,-72.736900000000006,"201491881"
"17174",WASH BROOK,41.825000000000003,-72.738600000000005,"201490441"
"17728",Trout Brook,41.765880000000003,-72.760329999999996,"201491349"
"17568",Sherman Brook,41.576275000000003,-72.287583999999995,"201492562"
"16535",BUCK BROOK,41.622799999999998,-72.558000000000007,"201492640"
"16734",Hempstead Brook,41.372199999999999,-72.045599999999993,"201494449"
"17530",Haleys Brook,41.387120000000003,-71.976820000000004,"201494151"
"15679",Center Brook,42.001100000000001,-73.082400000000007,"201488869"
"16758",HOWELL'S BROOK,42.007800000000003,-73.004199999999997,"201488481"
"16373",East Mountain Brook,41.877200000000002,-72.977800000000002,"201490300"
"15792",West Branch Farmington River,41.960200000000000,-73.017799999999994,"201489173"
"17007",ROARING BROOK,41.439700000000002,-72.477800000000002,"201494590"
"16846",MILL CREEK,41.464399999999998,-72.509200000000007,"201494405"
"17061",SPRING LOT BROOK,41.301900000000003,-72.456900000000005,"201495731"
"16505",BIBLE ROCK BROOK,41.497500000000002,-72.606399999999994,"201494232"
"15570",Ratlum Brook,41.872300000000003,-72.956100000000006,"201490308"
"16385",Beaver Brook,41.932000000000002,-72.975399999999993,"201489853"
"15749",Eagleville Brook,41.806899999999999,-72.264300000000006,"201489553"
"15386",Roberts Brook (Mirror Lake outlet),41.814999999999998,-72.231899999999996,"201489256"
"15520",Bonemill Brook,41.924999999999997,-72.316199999999995,"201487754"
"16080",West Branch Salmon Brook,41.974499999999999,-72.896000000000001,"201488641"
"15499",West Branch Salmon Brook,41.940959999999997,-72.834301999999994,"201489026"
"16501",BELDEN BROOK,42.012200000000000,-72.877499999999998,"201488089"
"17556",Bolton Pond Brook,41.796962000000001,-72.424779999999998,"201490223"
"17186",WEWAKA BROOK,41.487800000000000,-73.350800000000007,"201495637"
"15313",Harris Brook,41.473300000000002,-72.285100000000000,"201493809"
"16528",BRANCH BROOK,41.395778999999997,-72.721260000000001,"201495579"
"16583",COMSTOCK BROOK,41.212499999999999,-73.462199999999996,"201496877"
"14556",Silvermine River,41.136099999999999,-73.434600000000003,"201497050"
"17746",Anguilla Brook,41.365662000000000,-71.866135000000000,"201494202"
"17201",Willys Meadow Brook,41.381100000000004,-72.187799999999996,"201494660"
"16079",Pendleton Hill Brook,41.478099999999998,-71.835400000000007,"201492977"
"17211",Wyassup Brook,41.450600000000001,-71.844399999999993,"201493085"
"16594",Cranberry Meadow Brook,41.405177000000002,-72.225707999999997,"201494496"
"18496",Mill River,41.302129999999998,-73.274150000000006,"201496555"
"15254",West Branch Bantam River,41.812399999999997,-73.234200000000001,"201491795"
"18498",West Branch Bantam River,41.788153000000001,-73.218770000000006,"201492057"
"16144",Aspetuck River,41.307600000000001,-73.331999999999994,"201496625"
"16260",Aspetuck River,41.258899999999997,-73.324700000000007,"201496713"
"16259",Aspetuck River,41.213200000000001,-73.329099999999997,"201496817"
"15380",Aspetuck River,41.228700000000003,-73.324100000000001,"201496795"
"16276",Latimer Brook,41.437500000000000,-72.225300000000004,"201494100"
"16130",Menunketesuck River,41.307200000000002,-72.505600000000001,"201495814"
"18468",Joe Clark Brook,41.484687000000001,-72.041300000000007,"201493180"
"18515",Menunketesuck River  Unnamed Tributary to,41.356489000000003,-72.536492999999993,"201495464"
"16296",fourmile river,41.320799999999998,-72.257499999999993,"201495455"
"16142",Saugatuck River,41.328477999999997,-73.449141999999995,"201496574"
"15121",Pequonnock River,41.278900000000000,-73.220299999999995,"201496607"
"17448",Pequonnock River,41.320399999999999,-73.240499999999997,"201496478"
"17455",West Branch Pequonnock River,41.301000000000002,-73.248900000000006,"201496518"
"18509","South Fork Hockanum River (""Hop Brook"")",41.762739000000003,-72.516012000000003,"201490699"
"16088",Lebanon Brook,41.994500000000002,-72.083600000000004,"201486031"
"15714",Cedar Swamp Brook,41.816400000000002,-72.278999999999996,"201489354"
"18685",Wash Brook,41.819229000000000,-72.739278999999996,"201490519"
"18784",Quinebaug River,41.747064000000002,-71.915091000000004,"201489498"
"15540",Hop Brook,41.504899999999999,-73.058400000000006,"201495005"
"17427",East Branch Stonehouse Brook,41.818600000000004,-72.131600000000006,"201488910"
"16299",Hunts brook,41.429299999999998,-72.171999999999997,"201494104"
"16015",Murphy Brook,41.782800000000002,-72.039800000000000,"201489149"
"17405",Roaring Brook,41.981800000000000,-72.221500000000006,"201486665"
"14885",Pequabuck River,41.674300000000002,-72.956000000000003,"201492931"
"15567",Pease Brook,41.580700000000000,-72.186999999999998,"201492270"
"15776",East Branch Mount Hope,41.881000000000000,-72.159999999999997,"201487985"
"16704",Great Meadow Brook,41.600000000000001,-71.837500000000006,"201491285"
"18789",Muddy River,41.398122999999998,-72.815118999999996,"201495523"
"17169",Waldo Brook,41.654699999999998,-72.098600000000005,"201491048"
"16679",Fry Brook,41.683100000000003,-71.905799999999999,"201490337"
"16599",CROSS BROOK,41.592500000000001,-73.396900000000002,"201494769"
"18884",Shepaug River,41.639139999999998,-73.321380000000005,"201494283"
"18159",West Branch Farmington River,41.945160000000001,-73.016739999999999,"201489406"
"15703",West Branch Salmon Brook,41.959200000000003,-72.846900000000005,"201488899"
"18875",Walker Brook,41.598458999999998,-73.347537000000003,"201494673"
"16221",Farmington River,41.720999999999997,-72.846400000000003,"201492021"
"15837",Farmington River,41.839500000000001,-72.934600000000003,"201490703"
"16239",West Branch Farmington River,41.878000000000000,-72.965000000000003,"201490353"
"17271",Cherry Brook,41.873300000000000,-72.906300000000002,"201490206"
"16885",Natchaug River,41.726100000000002,-72.199700000000007,"201490531"
"16928",Obwebetuck Brook,41.691099999999999,-72.180599999999998,"201490768"
"18874",Weekeepeemee River,41.567200999999997,-73.218045000000004,"201494779"
"16984",PURCHASE BROOK,41.468600000000002,-73.291100000000000,"201495651"
"16881",MUNGER BROOK,41.340299999999999,-72.753600000000006,"201495858"
"14308",Muddy River,41.368499999999997,-72.841700000000003,"201495803"
"16202",Coginchaug River,41.566600000000001,-72.664400000000001,"201493624"
"18463",Fivemile River,41.126849999999997,-73.471010000000007,"201497080"
"16254",Shepaug River,41.656799999999997,-73.317999999999998,"201493868"
"18935",Saugatuck River,41.232320000000001,-73.345100000000002,"201496825"
"18903",Rock Brook,41.772056999999997,-73.038066000000001,"201491841"
"18883",East Branch Naugatuck River,41.857830000000000,-73.129130000000004,"201490898"
"17398",Freeman Hill Brook (formerly Negro Hill Brook),41.725400000000000,-72.950000000000003,"201492280"
"16191",Hall Meadow Brook,41.917299999999997,-73.194900000000004,"201490289"
"15993",Naugatuck River,41.717399999999998,-73.086699999999993,"201492618"
"18877",Leadmine Brook,41.721100000000000,-73.057689999999994,"201492557"
"18881",Bantam River,41.704670000000000,-73.250180000000000,"201493308"
"18876",Curtiss Brook,41.320700000000002,-73.099379999999996,"201496385"
"16268",Farmill River,41.287999999999997,-73.146100000000004,"201496520"
"18931",Naugatuck River,41.411667000000001,-73.070549999999997,"201495805"
"17565",Long Branch Brook,42.011960000000002,-71.871900999999994,"201485081"
"18932",French River,41.963157000000002,-71.890150000000006,"201486242"
"17295",Bigelow Brook,41.918199999999999,-72.139799999999994,"201487396"
"17816",INDIAN HUT BROOK,41.902760000000001,-72.063980000000001,"201487488"
"15201",Spoonshop Brook,41.545673000000001,-72.765548999999993,"201494038"
"16440",Fawn Brook,41.648299999999999,-72.399299999999997,"201491962"
"18429",Still Brook,41.723260000000003,-73.246930000000006,"201492947"
"15719",Blackwell Brook,41.784300000000002,-71.962599999999995,"201488882"
"15051",Durkee Brook,41.882899999999999,-71.928600000000003,"201487564"
"16972",PITCH BROOK,41.706699999999998,-73.161900000000003,"201492941"
"17852",Shady Oak School House Brook,41.898660000000000,-71.809280000000001,"201486965"
"17181",WEST BRANCH BANTAM RIVER,41.762799999999999,-73.189700000000002,"201492360"
"16588",COOPER POND BROOK,41.274200000000000,-73.464200000000005,"201496741"
"16428",Little River,41.308999999999997,-73.365799999999993,"201496620"
"17342",Ball Pond Brook,41.465000000000003,-73.465000000000003,"201495920"
"16944",PEAKE BROOK,41.930300000000003,-71.943299999999994,"201486746"
"16603",DAY MEADOW BROOK,41.580300000000001,-72.408299999999997,"201492792"
"14523",Burton Brook,41.966700000000003,-73.434100000000001,"201490239"
"19021",Farm Brook,41.822249999999997,-72.543615000000003,"201490010"
"19024",Crystal Lake Brook,41.966805999999998,-72.362172999999999,"201487410"
"18413",Latimer Brook,41.383972999999997,-72.214290000000005,"201494693"
"19026",Horseneck Brook,41.027382000000003,-73.633868000000007,"201497254"
"18867",Blackledge River,41.617547999999999,-72.426253000000003,"201492502"
"19018",Long Meadow Pond Brook,41.495843000000001,-73.098431000000005,"201495129"
"19019",Wachocastinook Creek,41.993088999999998,-73.438412000000000,"201489922"
"16502",BELDEN BROOK,42.005600000000001,-72.850800000000007,"201488090"
"19016",Trout Brook,41.766150000000003,-72.739199999999997,"201491342"
"19017",Todd Hollow Brook,41.654344999999999,-73.036214999999999,"201493364"
"19020",Moosehorn Brook,41.570870999999997,-73.327090999999996,"201494875"
"17990",Moodus River,41.505470000000003,-72.448390000000003,"201493892"
"18871",Moodus River,41.508589999999998,-72.448260000000005,"201493892"
"16860",MOODUS RIVER,41.511099999999999,-72.437500000000000,"201493742"
"15689",Moodus River,41.495899999999999,-72.459900000000005,"201493910"
"19025",Menunketesuck River,41.382789000000002,-72.552638999999999,"201495305"
"19120",Bullet Hill Brook,41.480238999999997,-73.212100000000007,"201495452"
"19049",Bullet Hill Brook,41.479270999999997,-73.214436000000006,"201495452"
"19121",Bullet Hill Brook,41.484940000000002,-73.194249999999997,"201495444"
"19644",Fenton River,41.893756000000003,-72.232191000000000,"201488042"
"19639",Skungamaug River,41.763350000000003,-72.393060000000006,"201490417"
"19699",Rippowam River,41.066398000000000,-73.553839999999994,"201497204"
"19698",Cove River,41.286442999999998,-72.974100000000007,"201496482"
"14828",Farmington River,41.756000000000000,-72.886300000000006,"201491672"
"19700",Beaver Meadow Brook,41.452289999999998,-72.536050000000003,"201494722"
"19693",Pequabuck River,41.681840000000001,-73.016300000000001,"201492970"
"14669",French River,41.978099999999998,-71.900800000000004,"201485876"
"19697",Mashamoquet Brook,41.854810000000001,-71.950450000000004,"201487773"
"19682",Sixmile Brook,41.406776000000001,-73.144739000000001,"201495947"
"19696",Whiting River  Unnamed tributary to,42.034329999999997,-73.268021000000005,"201488844"
"19681",Merrick Brook,41.697254999999998,-72.084129000000004,"201490689"
"19655",Bradley Brook,41.991852000000002,-72.810503999999995,"201488193"
"16863",MOOSEHORN BROOK,41.578099999999999,-73.317499999999995,"201494875"
"19679",Leadmine Brook,41.757890000000003,-73.061419999999998,"201492161"
"19692",Nepaug River,41.820653000000000,-72.970100000000002,"201490992"
"19657",Bunnell Brook,41.786254999999997,-72.964622000000006,"201491607"
"16962",PHELPS BROOK,41.799810999999998,-72.964813000000007,"201491329"
"14548",Mattabesset River,41.604100000000003,-72.714600000000004,"201493218"
"19931",Charters Brook,41.903266000000002,-72.405559999999994,"201488403"
"16873",MOUNT HOPE RIVER,41.881399999999999,-72.163899999999998,"201487984"
"19938",Mint Brook,41.640569999999997,-72.338880000000003,"201491867"
"18447",West River,41.331159999999997,-72.706599999999995,"201495968"
"19940",Gunn Brook,41.800009000000003,-73.379019999999997,"201492296"
"19933",Thompson Brook,41.401930000000000,-72.044269999999997,"201494128"
"19957",Merryall Brook,41.651682000000001,-73.446680000000001,"201494218"
"19955",NNT to Saugatuck River,41.299709000000000,-73.399657000000005,"201496624"
"19956",Limekiln Brook,41.391945000000000,-73.390853000000007,"201496267"
"15274",Sargent River,41.384000000000000,-72.988000000000000,"201495851"
"20123",Labonte Brook,41.903590000000001,-72.307699999999997,"201488169"
"18921",Shepaug River  Unnamed Tributary to,41.605670000000003,-73.339669999999998,"201494520"
"20127",Pequabuck River,41.670147000000000,-72.969138999999998,"201492974"
"16649",FARMILL RIVER,41.263300000000001,-73.104699999999994,"201496584"
"20129",Ocain Brook,41.899369000000000,-73.264893000000001,"201490713"
"20249",Gillette Brook,41.558656999999997,-72.366590000000002,"201493069"
"17366",Fawn Hill Brook,41.612499999999997,-72.474100000000007,"201492560"
"20206",Gillette Brook,41.578831000000001,-72.369715999999997,"201493069"
"14773",Fenger Brook,41.340400000000002,-72.121799999999993,"201494955"
"20252",Shady Brook,41.499963000000001,-72.444000000000003,"201493853"
"18671",Strongs Brook,41.445000000000000,-72.328000000000003,"201494237"
"15136",Hunts Brook,41.400900000000000,-72.119399999999999,"201494297"
"20251",Buell Brook,41.521299999999997,-72.438599999999994,"201493671"
"15294",Norwalk River,41.195399999999999,-73.432100000000005,"201496921"
"16788",KEELER BROOK,41.091999999999999,-73.439700000000002,"201497140"
"17324",Latimer Brook,41.407299999999999,-72.221699999999998,"201494497"
"20236",Goshen Brook,41.574706999999997,-72.232676999999995,"201492503"
"14261",Kahn Brook,41.579099999999997,-72.166100000000000,"201492401"
"20128",Susquetonscut Brook,41.580635000000001,-72.139504000000002,"201492181"
"18818",Hedge Brook,41.453234999999999,-72.338712999999998,"201494194"
"20124",NNT to Sucker Brook,41.916857999999998,-73.115358999999998,"201490096"
"20122",Deming Brook,41.970554999999997,-73.294685999999999,"201489964"
"20325",Quinnipiac River,41.671559999999999,-72.837725000000006,"201492644"
"14799",Steele Brook,41.604199999999999,-73.112700000000004,"201494161"
"20320",North Brook,42.006715999999997,-73.223723000000007,"201489059"
"20319",East Branch Shepaug River  Unnamed tributary to,41.827435999999999,-73.289135999999999,"201491706"
"20318",Pickett Brook,41.762732000000000,-73.110033999999999,"201492179"
"16656",FENN BROOK,41.566899999999997,-73.325500000000005,"201494942"
"20324",Walker Brook,41.596499999999999,-73.347069000000005,"201494673"
"15996",Fenn Brook,41.561000000000000,-73.313400000000001,"201494942"
"20232",Harbor Brook,41.539360000000002,-72.798747000000006,"201494376"
"15397",Silvermine River,41.148299999999999,-73.442999999999998,"201497045"
"17012","Rockwood Lake outflow; downstream of Rte 15",41.088600000000000,-73.627200000000002,"201497193"
"15079",Norwalk River,41.257399999999997,-73.429000000000002,"201496832"
