HydroID,area_sqkm,length_km
201482740,2.1618,3.70448117
201482628,5.8347,8.255376824
201482548,0.8937,1.486390474
201482491,0.7974,1.227354008
201482671,2.682,2.398061009
201482564,0.9918,1.792693894
201482663,0.7911,1.437424601
201482557,0.8982,2.195281213
201482549,1.611,3.647243034
201482655,4.7304,10.11108936
201482566,1.0152,1.135531638
201482715,1.3662,2.412566694
201482735,2.4327,3.136479069
201482982,3.9726,6.846872896
201482736,1.5444,2.568523584
201482650,0.2142,0.667723094
201482658,0.6534,0.938405752
201482577,0.0144,0.050696468
201482585,1.3014,2.473054947
201482627,0.9153,1.602263761
201482983,3.0375,5.727658487
201482709,0.9432,0.972345316
201482714,1.8504,2.527719301
201482686,1.1601,2.020509278
201482759,0.378,0.952461416
201482800,0.4581,1.100389436
201482755,0.4374,1.919427939
201482931,2.3787,2.397388378
201482683,0.7767,1.345854376
201482738,2.5704,1.338035236
201482687,0.936,0.332324391
201482747,0.9801,2.069024572
201482716,0.2412,0.728133765
201482786,0.495,1.694002339
201482910,3.8178,7.066732375
201482869,1.1826,1.683834567
201482776,1.4085,2.003005339
201482760,0.0648,0.228442243
201482781,1.1592,3.387725238
201482801,2.3319,2.704202366
201482868,1.0134,1.468168858
201482765,0.7866,2.057485774
201482779,0.3177,0.90697401
201482899,1.4958,2.572963294
201482926,1.773,2.945972572
201482788,0.1458,0.526096998
201483020,2.8989,4.214888752
201482819,0.72,1.506363155
201482919,1.2645,2.797263551
201482838,0.3114,0.829657831
201482829,2.4291,2.685185236
201482877,1.4715,1.579055742
201482903,0.9711,2.787552752
201482805,0.4086,0.720790664
201482937,1.2249,2.849021596
201482820,0.0378,0.170587281
201482828,1.5579,2.730135568
201482895,1.8297,3.044961076
201482915,0.4212,0.760084397
201482941,3.2544,4.006509647
201483015,1.2645,2.564107515
201482911,1.1628,3.150440665
201483044,3.6621,5.131925209
201482927,0.9639,1.045891128
201483098,1.4013,2.981723265
201482920,0.0927,0.462695617
201482904,0.918,1.783890861
201483183,2.6568,6.555549463
201482966,1.6461,3.624375684
201482945,0.1089,0.38533793
201482939,0.8721,2.174966585
201482965,0.2583,0.40708919
201483025,1.0881,0.942969764
201483018,0.4131,0.768586287
201483053,0.5355,0.902182528
201482961,1.2681,3.676392656
201483070,0.5832,1.189284469
201483019,1.7325,1.648615893
201483174,3.2769,5.724134262
201483205,1.4049,1.99178678
201483140,2.187,4.176768552
201483014,2.169,3.886078384
201483234,3.4902,5.986254666
201483054,0.9801,1.905656462
201483033,1.8099,2.708090056
201483295,2.4831,5.605281013
201483062,0.1296,0.611053502
201483031,1.305,2.113969257
201483039,0.0261,0.131826297
201483115,1.6389,1.102295332
201483128,4.7061,4.988053962
201483254,2.2896,3.893354168
201483150,1.6578,2.076814288
201483050,2.0601,2.057278235
201483091,1.1421,1.638795935
201483154,0.6489,1.226193942
201483116,1.5093,3.596895103
201483204,1.1259,2.533504207
201483433,3.2499,5.5382873
201483119,1.1088,1.233717751
201483141,1.863,3.745780963
201483198,6.2757,6.231568449
201483319,2.0196,2.42378583
201483120,0.0783,0.278026387
201483127,1.1889,0.986260441
201483143,1.1799,1.594798759
201483160,0.4221,0.556470411
201483387,4.4343,11.96433278
201483139,0.6327,1.560480936
201483156,0.0333,0.206176009
201483252,1.6974,1.977420735
201483285,1.5354,1.825050257
201483296,2.0772,3.774305704
201483339,1.4877,2.660153408
201483215,2.1474,4.505380088
201483159,0.8262,0.132083714
201483272,2.4282,2.97117857
201483335,3.0969,5.009957733
201483233,2.3472,4.100819749
201483250,1.6596,0.992618265
201483185,1.6092,3.300532176
201483242,0.3537,0.941683291
201483276,1.2204,1.795684186
201483401,3.1635,8.692442413
201483325,1.1934,2.046147111
201483435,2.7459,2.621601485
201483219,0.405,0.584070867
201483220,2.6343,4.151090707
201483218,0.7632,1.612340189
201483299,3.0816,5.750543339
201483343,1.1448,2.488865441
201483328,0.5832,1.189721573
201483471,3.5217,4.189969276
201483327,0.4095,0.69991583
201483338,1.1583,3.284734387
201483311,1.4382,3.092694267
201483255,0.8361,2.082911585
201483398,3.1554,3.363924809
201483336,1.0503,1.59229829
201483402,0.3546,1.017646818
201483570,4.3767,2.820543146
201483284,0.8298,0.539301428
201483575,1.6029,2.096486586
201483324,2.0754,5.061917372
201483477,1.5894,3.028283711
201483329,1.4382,1.355872616
201483846,5.5134,7.482053705
201483400,1.683,6.236542538
201483326,0.0009,0.031597664
201483394,0.1305,0.486059971
201483376,0.9144,1.645267373
201483643,2.664,4.757512183
201483347,0.261,0.807869979
201483423,1.2969,1.813337351
201483789,3.5964,5.82707095
201483434,1.3815,1.160735727
201483493,3.4254,3.714426324
201483633,1.9863,5.136758162
201483409,1.1295,2.456314662
201483388,0.9801,0.792678978
201483543,1.6299,2.074833274
201483432,1.0566,2.524296297
201483751,7.0236,4.400732514
201483454,0.5202,0.641210171
201483403,0.8208,0.463883679
201483464,0.1188,0.607386985
201483422,0.7776,1.733722894
201483421,1.6848,3.888720896
201483476,0.7875,2.205382658
201483436,0.8487,2.110125503
201483739,5.4963,2.799658049
201483559,6.0642,4.951016277
201483589,1.3059,3.776650272
201483481,1.0998,1.578205487
201483550,4.2885,1.807931957
201483557,1.5777,2.131860489
201483498,0.2241,0.499546579
201483585,0.3303,1.151679116
201483544,0.9333,1.310368177
201483584,3.1131,6.128219627
201483693,2.3832,4.694957562
201483497,0.9054,1.448378003
201483595,0.7974,1.770548267
201483492,0.1818,0.328412697
201483787,2.5299,3.269912847
201483506,0.9558,0.391809462
201483572,0.4347,1.030040706
201483752,4.4064,1.817751792
201483540,1.6416,1.99707055
201483641,1.0233,1.185619475
201483617,2.2707,3.785138089
201483574,1.4949,1.770189498
201483573,1.3761,2.313200083
201483640,0.4329,0.860534667
201483763,3.4731,4.467599769
201483582,1.1439,1.1202382
201483605,0.5346,1.110446903
201483600,0.9045,1.632243898
201483563,2.5083,6.542488715
201483933,2.0178,4.827218738
201483738,2.2941,2.886924629
201483581,0.7848,1.111599055
201483637,0.9999,0.687696116
201483638,0.7731,0.896114451
201483692,1.8756,3.287573778
201483835,0.8793,2.04611128
201483580,0.0126,0.135424675
201483635,1.2024,2.175902718
201483586,0.0153,0.079454926
201483689,1.0251,2.321157514
201483601,0.8001,0.806914259
201483622,0.909,1.244693205
201483737,0.6525,1.310465113
201483706,2.0952,3.148738498
201483645,1.7901,1.130103436
201483794,2.4498,2.810631329
201483604,0.2097,0.39448606
201484085,7.6068,15.69998149
201483793,1.2186,2.032062731
201483767,3.0771,7.26629627
201483764,2.1195,1.634901038
201483716,1.8252,2.131748599
201483857,2.0547,4.357405724
201483723,1.2222,1.78671631
201483634,0.9846,3.307054604
201483670,1.1745,1.079453266
201483642,0.0405,0.291711574
201483962,2.4795,5.559251519
201483688,1.2636,2.014451342
201483733,0.3735,0.767357241
201483946,3.7953,3.2087062
201483660,1.5777,1.797759993
201483840,2.0178,4.52979101
201483665,0.0603,0.219632978
201483771,1.0179,1.849869097
201483652,0.9576,2.092471451
201483836,2.3472,5.248658943
201483735,1.0062,1.032741125
201483669,0.4734,1.227581694
201484121,4.7394,10.70489193
201483717,1.2285,1.449901914
201484035,2.4345,6.899689333
201483766,0.3843,0.727525575
201483746,1.3572,1.56110176
201483734,0.477,2.019646916
201483742,2.9331,4.969459833
201483821,1.2816,1.772680767
201483964,4.4784,2.764880853
201483910,2.0709,4.054614227
201483905,1.6362,2.577160105
201483884,3.1311,3.052246517
201483790,1.6191,3.101942822
201483863,1.215,2.694423698
201483801,1.0674,2.768832288
201483741,0.0036,0.016642916
201483819,0.5427,0.832597906
201483820,0.4959,1.168349927
201483781,1.4382,3.337039422
201483921,1.9962,4.0611265
201483818,1.6164,1.700925892
201483982,4.1301,2.750982405
201483769,2.0754,1.729234518
201483945,2.583,2.104232503
201483949,2.3292,2.708827774
201483788,1.071,2.089316058
201483830,0.2169,0.668573334
201483950,1.8324,2.86831787
201483879,0.6696,1.586110924
201483935,1.8648,2.293987953
201483963,1.6956,2.725566516
201483875,0.5877,1.611881349
201483951,0.8217,1.622704148
201483977,1.6371,1.77444464
201484082,2.8305,2.407162958
201483911,0.7146,1.016038618
201483848,0.7992,1.405828855
201483858,0.0702,0.252325642
201484280,3.2913,5.908442388
201484108,2.0781,3.039436108
201484060,1.2123,2.037009962
201484073,2.4714,2.421594678
201483876,0.882,1.295106291
201483952,1.2825,1.779189875
201484384,2.8251,7.471787141
201483899,0.8469,1.018896836
201483922,1.5768,1.975544293
201484276,2.8701,5.93197863
201484086,2.8323,7.073234984
201483994,2.8413,1.232811618
201484041,2.8611,1.639281197
201484012,0.5571,0.740403456
201484071,1.0908,1.258590141
201483934,2.3967,4.794286507
201484115,1.0737,2.730990642
201483988,1.1826,2.111774879
201483987,0.1404,0.435007337
201483959,2.5965,1.425990514
201484338,3.2445,6.100727204
201484136,2.556,1.874722852
201484265,2.1384,4.133407279
201484175,1.2429,1.746174359
201484229,2.0628,3.321075765
201484286,2.3751,3.712275465
201483967,1.7163,3.380421331
201484011,1.2924,2.91491798
201484000,2.1591,1.641027425
201484029,2.9439,5.101777395
201484122,2.475,1.841621641
201484320,5.0742,2.903580101
201484305,3.3939,6.910951417
201484017,1.0269,1.619961107
201484264,4.0878,2.509151303
201484158,1.3536,1.15596436
201484156,1.9593,2.932014595
201484188,0.8451,1.354594876
201484412,4.3227,3.84026995
201484045,1.3473,3.075383745
201484051,0.0819,0.417803522
201484046,0.0522,0.35077548
201484129,2.1375,3.274500807
201484145,1.2681,3.495880012
201484263,8.7795,5.475647666
201484127,1.1268,0.754541098
201484190,1.4589,3.269290398
201484050,0.8109,1.744818159
201484187,1.8648,3.918377557
201484065,1.341,4.384914407
201484201,1.2303,2.0444171
201484192,1.7307,2.599098519
201484076,1.8882,3.190616438
201484287,1.5867,3.041505464
201484180,0.4401,0.803853231
201484107,4.3614,2.652270691
201484130,0.2466,0.65543185
201484081,0.0468,0.219709727
201484555,5.1498,4.168272684
201484196,0.9117,1.135908508
201484114,0.3852,1.004907393
201484195,2.8224,3.977565936
201484123,0.0468,0.32755515
201484425,2.6334,3.735330201
201484148,3.474,3.045350019
201484230,0.6228,1.897860375
201484218,1.0035,1.196451892
201484139,1.1772,1.224648668
201484462,2.3184,4.717889276
201484189,1.0485,1.734893236
201484154,0.9747,0.511020666
201484140,0.0153,0.154101462
201484179,1.3455,3.098217025
201484278,0.4248,1.079569996
201484392,1.8585,4.460062505
201484378,1.9395,4.991580716
201484379,1.1313,1.667911639
201484335,2.2626,1.751204572
201484238,1.3203,2.190307072
201484219,1.1745,2.294734599
201484200,1.1889,2.540752079
201484194,1.809,3.258224232
201484277,1.4274,1.785391922
201484186,0.1116,0.308604952
201484228,0.7182,1.54273782
201484404,3.2346,2.023998532
201484193,0.0018,0.025675538
201484418,1.4346,2.85799412
201484327,1.8252,3.591416378
201484266,0.1926,0.532192813
201484419,1.3518,2.26405846
201484329,1.2033,2.166536661
201484521,3.7674,4.980562166
201484311,1.5696,2.953453481
201484300,0.9801,2.280410943
201484284,0.1701,0.541769166
201484247,0.1008,0.518118687
201484403,0.8523,1.761473103
201484246,0.441,1.0153508
201484274,0.6507,0.845123098
201484243,0.8028,2.55548672
201484371,1.5723,3.851605969
201484281,0.4032,1.050146482
201484789,2.3211,6.104424616
201484424,1.6281,1.847043717
201484377,8.676,6.199265732
201484292,0.6948,1.967697891
201484882,4.9752,7.38672694
201484518,2.4228,5.615940735
201484563,1.8855,2.23522917
201484282,0.0288,0.309534203
201484355,0.9639,2.383896787
201484467,3.4893,2.534217956
201484306,0.9459,2.53748442
201484417,0.5076,0.969156077
201484460,1.6524,1.876936614
201484450,1.0863,1.215012794
201484337,0.2619,0.575232549
201484393,1.3626,2.448098451
201484451,2.0484,1.74455344
201484317,0.324,0.73229647
201484515,2.3319,3.339142278
201484336,0.1548,0.291759738
201484328,1.1601,1.852376068
201484411,3.4038,3.906098498
201484339,0.8523,1.420646378
201484406,0.3177,0.562255607
201484341,0.8388,1.464260414
201484523,1.3419,1.299952696
201484415,2.6856,4.560335303
201484361,0.0396,0.20763916
201484615,1.7307,2.983186592
201484477,1.9854,4.655510807
201484575,3.4308,6.732654473
201484394,1.071,1.586231898
201484416,0.9333,1.804161125
201484367,0.8748,0.996875854
201484577,3.087,6.906851602
201484405,1.2195,1.953906043
201484478,1.8567,2.964033058
201484385,1.1556,0.865250384
201484561,3.9312,3.188000786
201484381,0.8703,1.518183328
201484382,0.0036,0.020549614
201484440,0.1341,0.412792086
201484484,1.3383,2.180552112
201484383,0.0603,0.265668187
201484391,0.0243,0.153687153
201484639,3.4434,7.530200889
201484461,0.1458,0.392125613
201484453,0.6642,1.198488549
201484439,3.1815,2.690660559
201484503,0.8217,1.849093158
201484626,1.0062,1.41469049
201484599,1.1637,1.788015964
201484714,2.1456,3.275650601
201484533,1.9494,4.340448549
201484674,1.1781,1.830233779
201484541,0.4779,1.642991941
201484452,0.1332,0.273146442
201484529,0.3915,0.822216807
201484530,1.44,1.518986434
201484668,5.8284,5.420208254
201484522,2.7486,1.467864572
201484527,2.1159,4.325303071
201484466,1.1205,0.790362344
201484616,2.0007,3.691515832
201484483,3.0411,2.794645759
201484585,1.3167,0.938967654
201484620,1.3068,2.258097933
201484543,0.2286,0.854069072
201484568,1.6137,3.398826867
201484658,2.3886,2.511185995
201484787,5.0778,4.198540138
201484598,0.5274,0.958201843
201484492,1.0872,1.243330789
201484502,0.8325,1.262839494
201484542,0.8262,2.156948974
201484511,1.9332,2.644686889
201484600,0.2799,0.829714098
201484791,3.2508,3.841676968
201484794,1.9935,3.491972372
201484556,5.5845,6.732169755
201485054,4.059,7.257667734
201484526,1.1628,2.328660141
201484823,4.473,3.165905975
201484540,0.018,0.181926075
201484792,2.2878,2.832978407
201484548,0.2259,0.598580119
201484574,0.4104,0.602242622
201484710,1.6929,3.764449497
201484734,3.9447,1.966006764
201484587,0.1539,0.741708887
201484584,0.9864,0.713208593
201485390,7.9398,6.344434447
201485178,4.4064,8.837319181
201484617,0.3951,0.733346992
201484586,0.5346,1.288722382
201484601,0.7767,1.862027124
201484633,1.773,3.135705995
201484677,1.7685,2.644647671
201484830,1.5066,1.728724302
201484637,1.7874,3.535488171
201484795,1.0107,1.509728289
201484606,0.0801,0.214143006
201484839,2.1213,4.33200979
201484836,1.5246,3.313546685
201484816,1.7082,3.398724987
201484719,1.1952,1.772387308
201484709,2.1843,4.811548029
201484636,0.7983,0.416282045
201484696,2.0574,0.88834782
201484662,1.242,1.722742296
201484692,0.3825,0.522998629
201484654,0.8343,1.943210901
201484643,0.7974,1.428055584
201484663,2.2842,3.489379813
201485014,1.8648,2.832722088
201484769,1.1169,1.029658773
201484741,0.5517,0.810461327
201484786,1.935,1.143785483
201484644,0.8595,1.924839816
201484701,0.1431,0.437177364
201484997,2.2473,5.567868512
201484805,1.5012,1.816861666
201484755,1.7541,0.912795571
201484749,1.8108,4.747113362
201484808,1.0359,2.176631667
201484736,1.5435,1.814582283
201484740,0.9261,1.799585712
201484735,2.1195,2.916268168
201484998,2.6775,4.922870581
201484853,1.206,1.720609807
201484723,0.8199,1.920535128
201485194,2.1645,3.68159391
201484700,1.2078,2.243930627
201484699,0.9477,1.767872678
201484715,0.279,0.353564608
201484748,0.0882,0.398930817
201484999,1.6128,1.930826914
201484778,0.2646,0.524128606
201485019,1.3077,2.207827524
201484817,1.0323,1.064274617
201484739,0.7974,1.801370229
201484852,1.242,1.559929829
201484785,2.97,2.609274817
201484893,2.2806,2.940307052
201484891,1.3356,2.043105689
201484827,0.1494,0.64858974
201484747,0.819,1.093596393
201484845,0.1719,0.605016274
201484922,0.8712,2.508937189
201484911,2.5821,4.176784659
201485064,2.9691,4.467778664
201484826,1.9044,1.651000646
201484773,0.9279,0.656817778
201484968,2.385,1.791827398
201484834,0.6993,1.385783346
201484844,0.3888,1.607067697
201484952,0.6111,1.238363145
201484934,1.2177,2.260601436
201484936,1.7073,3.131838517
201484941,1.5039,1.83918019
201484946,1.512,3.619139765
201484984,1.6578,2.126237821
201484919,2.9934,1.394431778
201485159,5.3595,4.978477331
201484831,0.0099,0.130020011
201485085,1.9872,2.152840184
201484835,0.8055,0.961833247
201484964,4.3434,8.152189559
201485009,1.9431,3.632262175
201484833,0.0594,0.283397908
201484868,0.8739,1.213865933
201485115,1.8252,3.40934399
201485107,2.3319,6.576069913
201485050,0.7182,1.691783147
201485282,4.032,9.956337383
201484935,1.2312,1.271769073
201485158,3.6666,2.653603597
201484959,1.8981,2.185085184
201484923,0.8352,1.291854507
201484901,0.8496,1.259892458
201485020,0.6741,0.970783956
201485097,1.8927,2.544015287
201484928,1.4328,0.302954997
201484940,0.1602,0.455465979
201485301,5.7375,6.327155118
201484983,2.6082,0.67190958
201484979,1.2609,1.400254972
201484947,0.2781,0.751109059
201484927,0.9063,1.431357769
201485038,2.7297,2.645539074
201485049,0.6804,0.875604633
201485053,2.511,2.487915136
201485063,1.6011,1.68743845
201485478,4.0068,7.956932741
201485086,1.3032,2.178477819
201484942,0.0063,0.092284331
201485104,2.205,4.355519069
201484971,1.5255,2.673669848
201485021,0.1557,0.679546898
201485044,1.4058,0.957060871
201485037,1.5309,2.761681174
201485060,0.5229,1.181801392
201485458,2.9925,7.346649192
201485062,3.4749,2.326101234
201485048,1.8468,3.892837266
201485045,2.9403,0.725658073
201484988,0.4428,0.671102672
201485167,2.7171,1.511302366
201485052,1.2555,2.569473571
201485015,2.4651,5.115810125
201485205,3.4326,4.06345979
201485214,1.6335,2.891524253
201485237,2.592,4.786762222
201485226,1.9935,4.278080463
201485081,0.9207,1.902353783
201485036,1.6101,1.460810687
201485022,0.9,1.364840824
201485866,7.4745,8.255514385
201485099,5.5818,0.970823022
201485574,1.7856,4.730311941
201485363,2.9016,4.656082325
201485103,0.2511,0.70569471
201485055,1.3401,0.424614194
201485088,0.7749,1.41052004
201485154,1.602,2.205887638
201485334,2.5092,2.374530868
201485124,0.4275,0.79119925
201485196,0.8514,2.020627678
201485448,4.1832,7.834140876
201485098,1.4409,0.401946731
201485123,1.6551,3.318068001
201485238,1.9278,2.711974673
201485177,1.7946,2.593703856
201485279,2.2635,3.753784237
201485556,5.4279,4.131488748
201485246,1.7046,2.782906886
201485156,1.2231,2.361568582
201485204,8.3007,4.353307459
201485160,0.648,0.96654281
201485155,1.1088,2.212397738
201485184,4.0572,5.144985127
201485147,0.9432,2.16384197
201485607,6.3306,3.945966473
201485312,0.9486,1.81640005
201485564,6.759,4.338438964
201485230,2.9655,6.427425832
201485203,1.5804,4.076617122
201485171,0.198,0.504475963
201485695,4.7349,5.202131694
201485186,1.0485,1.258538647
201485367,1.7964,2.663534494
201485399,2.5326,2.178307962
201485185,1.7424,1.824284778
201485227,1.0557,1.378766072
201485371,1.6461,4.578749091
201485387,1.6236,3.306024112
201485233,0.1458,0.484332735
201485978,8.1567,7.409593667
201485393,2.5578,2.09512063
201485213,0.0711,0.319775621
201485242,1.1358,2.227149942
201485369,1.395,2.436299135
201485340,0.2817,1.017438971
201485450,5.2137,5.101431085
201485356,1.4364,1.765490365
201485248,1.1655,2.84983511
201485500,3.4488,7.769472954
201485231,2.6946,6.034879586
201485232,0.0972,0.268709237
201485225,2.9466,6.360695942
201485247,1.0944,1.313615991
201485495,1.8558,2.402093583
201485234,0.9459,2.344420395
201485271,0.1053,0.368680633
201485268,1.0962,1.555470045
201485355,0.3915,1.055045689
201485413,0.8298,1.155633403
201485287,1.0737,2.832945777
201485370,0.9234,3.294582812
201485342,1.2105,2.036746062
201485346,2.547,1.502865372
201485521,2.4219,2.509193449
201485385,1.8396,3.040814643
201485302,1.1799,1.826646452
201485361,1.3122,2.801516571
201485267,0.927,2.152803753
201485503,3.5847,5.765123901
201485483,1.6569,3.632058274
201485311,2.2365,1.061586999
201485281,2.1681,4.820366899
201485305,0.036,0.233594677
201485333,0.189,0.727314181
201485659,1.53,3.785876309
201485299,2.2797,6.299537433
201485520,2.0691,3.215718472
201485879,6.2397,6.500286314
201485341,1.1043,2.759975235
201485427,1.0395,1.184607173
201485423,2.2032,0.715551222
201485728,2.8728,4.457458045
201485394,1.0008,0.804423247
201485440,0.3564,0.80819647
201485347,1.4364,1.909063323
201485362,0.0657,0.324092805
201485800,4.572,10.46856926
201485386,1.0026,1.341911246
201485473,4.698,2.784597009
201485526,2.9169,2.474385264
201485383,1.4481,1.262059725
201485391,1.6704,1.47935506
201485801,3.5523,4.649358983
201485372,0.0171,0.105197987
201485679,2.7009,2.915000797
201485644,3.906,3.127532596
201485477,0.7668,0.740841643
201485459,2.4939,2.693711151
201485449,0.225,0.600118463
201485414,0.5787,1.073071605
201485685,2.6019,4.138563152
201485614,1.6497,2.452978864
201485405,1.3761,0.141735002
201485419,0.909,1.189421298
201485462,2.8485,0.892807972
