"Source","FEATUREID","NextDownID","Shape_Leng","LengthKM"
"Delineation",201482055,201482013,558.263253772,0.55826325377
"Delineation",201482058,201482398,2348.29614161,2.34829614161
"Delineation",201482059,201482072,293.871169083,0.29387116908
"Delineation",201482062,201481986,494.31930499,0.49431930499
"Delineation",201482072,201481902,1840.08999603,1.84008999603
"Delineation",201482103,201482104,1912.48030721,1.91248030721
"Delineation",201482104,201482398,358.498443801,0.3584984438
"Delineation",201482117,201482286,789.41481601,0.78941481601
"Delineation",201482118,201482286,2320.53701716,2.32053701716
"Delineation",201482134,201482059,905.573251145,0.90557325114
"Delineation",201482135,201481977,1185.15464177,1.18515464177
"Delineation",201482137,201481955,1290.63069765,1.29063069765
"Delineation",201482138,201482137,3508.74123511,3.50874123511
"Delineation",201482145,201482072,580.377746115,0.58037774612
"Delineation",201482158,201482005,1250.19245211,1.25019245211
"Delineation",201482159,201482135,325.409534981,0.32540953498
"Delineation",201482170,201482257,343.178795426,0.34317879543
"Delineation",201482171,201481955,1676.72739072,1.67672739072
"Delineation",201482175,201482135,748.711845822,0.74871184582
"Delineation",201482177,201482137,549.633114545,0.54963311454
"Delineation",201482197,201482257,1071.01771147,1.07101771147
"Delineation",201482198,201482197,340.949022647,0.34094902265
"Delineation",201482203,201482239,1751.14523987,1.75114523987
"Delineation",201482231,201482255,2047.30574574,2.04730574574
"Delineation",201482239,201482255,1454.64891245,1.45464891245
"Delineation",201482249,201482294,2267.72522295,2.26772522295
"Delineation",201482255,201482329,1423.6086588,1.4236086588
"Delineation",201482256,201482329,4629.79194613,4.62979194613
"Delineation",201482257,201482265,1868.95948747,1.86895948747
"Delineation",201482264,201482239,771.250990807,0.77125099081
"Delineation",201482265,201482365,690.091971061,0.69009197106
"Delineation",201482285,201482333,3714.04027127,3.71404027127
"Delineation",201482286,201482333,1670.39844651,1.67039844651
"Delineation",201482294,201482264,1625.57862715,1.62557862715
"Delineation",201482314,201482294,462.653193269,0.46265319327
"Delineation",201482317,201482104,2339.0114395,2.3390114395
"Delineation",201482329,201482386,530.636598608,0.53063659861
"Delineation",201482333,201482314,1330.41930071,1.33041930071
"Delineation",201482361,201482780,408.417652729,0.40841765273
"Delineation",201482362,201482780,92.9381036579,0.09293810366
"Delineation",201482364,201482387,338.330396666,0.33833039667
"Delineation",201482365,201482387,2685.0085675,2.6850085675
"Delineation",201482369,201482314,547.437087308,0.54743708731
"Delineation",201482382,201482197,2085.47255221,2.08547255221
"Delineation",201482386,201482409,1949.99214167,1.94999214167
"Delineation",201482387,201482409,262.879098146,0.26287909815
"Delineation",201482391,201482585,1341.08799722,1.34108799722
"Delineation",201482392,201482585,2004.10235661,2.00410235661
"Delineation",201482398,201482649,3301.94009291,3.30194009291
"Delineation",201482409,201482543,173.506608805,0.1735066088
"Delineation",201482428,201482177,2165.08050288,2.16508050288
"Delineation",201482430,201482543,3049.6838313,3.0496838313
"Delineation",201482434,201482177,2470.23741861,2.47023741861
"Delineation",201482435,201482434,1900.1778342,1.9001778342
"Delineation",201482444,201482265,3675.54800357,3.67554800357
"Delineation",201482456,201482428,2541.78033397,2.54178033397
"Delineation",201482467,201482649,2160.10395696,2.16010395696
"Delineation",201482476,201482365,2552.55608103,2.55255608103
"Delineation",201482491,201482476,161.362952432,0.16136295243
"Delineation",201482505,201482386,4504.65736677,4.50465736677
"Delineation",201482538,201482264,2019.82419613,2.01982419613
"Delineation",201482543,201482663,1319.62064192,1.31962064192
"Delineation",201482548,201482736,464.757329104,0.4647573291
"Delineation",201482549,201482736,361.878262758,0.36187826276
"Delineation",201482556,201482650,1406.99427855,1.40699427855
"Delineation",201482557,201482650,339.782249231,0.33978224923
"Delineation",201482564,201482658,774.587032197,0.7745870322
"Delineation",201482566,201482663,419.049711651,0.41904971165
"Delineation",201482577,201482658,60.0000000019,0.06
"Delineation",201482585,201482577,2407.48663471,2.40748663471
"Delineation",201482627,201482577,297.274143168,0.29727414317
"Delineation",201482628,201482428,4584.9857063,4.5849857063
"Delineation",201482649,201482910,2056.96462805,2.05696462805
"Delineation",201482650,201482910,519.466517928,0.51946651793
"Delineation",201482655,201482759,4151.79607241,4.15179607241
"Delineation",201482656,201482759,2194.96014111,2.19496014111
"Delineation",201482658,201482692,900.323115637,0.90032311564
"Delineation",201482663,201482755,1405.07283956,1.40507283956
"Delineation",201482670,201482369,2129.78789068,2.12978789068
"Delineation",201482671,201482476,2324.09135856,2.32409135856
"Delineation",201482681,201482434,1441.4061292,1.4414061292
"Delineation",201482683,201482671,135.036120114,0.13503612011
"Delineation",201482686,201482755,526.897601528,0.52689760153
"Delineation",201482687,201482681,92.9381036582,0.09293810366
"Delineation",201482692,201482369,2957.48213459,2.95748213459
"Delineation",201482709,201482786,718.167387634,0.71816738763
"Delineation",201482714,201482716,1892.57723671,1.89257723671
"Delineation",201482715,201482716,1447.80936922,1.44780936922
"Delineation",201482716,201482786,681.483506292,0.68148350629
"Delineation",201482735,201482760,1279.210596,1.279210596
"Delineation",201482736,201482760,1575.43874277,1.57543874277
"Delineation",201482738,201482681,1083.47002768,1.08347002768
"Delineation",201482740,201482919,2195.48006269,2.19548006269
"Delineation",201482747,201482779,397.269181858,0.39726918186
"Delineation",201482755,201483044,1663.50603231,1.66350603231
"Delineation",201482759,201482788,912.249361697,0.9122493617
"Delineation",201482760,201482911,185.882627536,0.18588262754
"Delineation",201482765,201482779,202.431328871,0.20243132887
"Delineation",201482776,201483020,260.261446134,0.26026144613
"Delineation",201482779,201482788,812.238335493,0.81223833549
"Delineation",201482780,201482781,2873.9247585,2.8739247585
"Delineation",201482781,201482919,1383.59258485,1.38359258485
"Delineation",201482786,201482819,486.226200981,0.48622620098
"Delineation",201482788,201482805,269.778401918,0.26977840192
"Delineation",201482800,201482692,1033.64823647,1.03364823647
"Delineation",201482801,201483044,1933.77210143,1.93377210143
"Delineation",201482805,201482781,700.396792423,0.70039679242
"Delineation",201482819,201482820,1389.05814734,1.38905814734
"Delineation",201482820,201482800,181.862713477,0.18186271348
"Delineation",201482828,201482838,1578.7470018,1.5787470018
"Delineation",201482829,201482800,1548.31420273,1.54831420273
"Delineation",201482838,201482819,821.638486617,0.82163848662
"Delineation",201482868,201482920,797.080321567,0.79708032157
"Delineation",201482869,201482920,961.401667436,0.96140166744
"Delineation",201482877,201483020,870.797691588,0.87079769159
"Delineation",201482895,201482838,2017.67917851,2.01767917851
"Delineation",201482899,201482911,1690.706222,1.690706222
"Delineation",201482903,201483183,882.170784299,0.8821707843
"Delineation",201482904,201483183,116.540233099,0.1165402331
"Delineation",201482910,201482945,2479.05850096,2.47905850096
"Delineation",201482911,201482945,2024.14157658,2.02414157658
"Delineation",201482915,201482820,759.631882354,0.75963188235
"Delineation",201482919,201482965,2321.3229308,2.3213229308
"Delineation",201482920,201482965,421.369044592,0.42136904459
"Delineation",201482926,201483053,1585.6283354,1.5856283354
"Delineation",201482927,201483053,501.676949449,0.50167694945
"Delineation",201482931,201482671,2336.92097117,2.33692097117
"Delineation",201482937,201482805,1444.52214609,1.44452214609
"Delineation",201482939,201482937,269.471642162,0.26947164216
"Delineation",201482941,201483174,1784.56117031,1.78456117031
"Delineation",201482945,201483070,239.783952912,0.23978395291
"Delineation",201482961,201482937,262.55472936,0.26255472936
"Delineation",201482965,201483205,343.953942959,0.34395394296
"Delineation",201482966,201483205,799.908661634,0.79990866163
"Delineation",201482982,201483139,3092.35199127,3.09235199127
"Delineation",201482983,201483139,2986.19470935,2.98619470935
"Delineation",201483014,201483062,1431.23621432,1.43123621432
"Delineation",201483015,201483062,1200.60245602,1.20060245602
"Delineation",201483018,201482915,785.622935935,0.78562293593
"Delineation",201483019,201483018,1189.43333597,1.18943333597
"Delineation",201483020,201483039,3131.29268086,3.13129268086
"Delineation",201483025,201482915,924.682301207,0.92468230121
"Delineation",201483031,201483070,1164.35452595,1.16435452595
"Delineation",201483033,201483039,2173.28335076,2.17328335076
"Delineation",201483039,201483154,142.615626958,0.14261562696
"Delineation",201483044,201483154,3027.64723413,3.02764723413
"Delineation",201483050,201483025,1492.90067327,1.49290067327
"Delineation",201483053,201483220,915.884650304,0.9158846503
"Delineation",201483054,201483220,528.211325761,0.52821132576
"Delineation",201483062,201483204,382.992776054,0.38299277605
"Delineation",201483070,201483433,1178.83193965,1.17883193965
"Delineation",201483091,201483025,558.506917588,0.55850691759
"Delineation",201483098,201483174,2052.79864654,2.05279864654
"Delineation",201483115,201483033,950.536152375,0.95053615237
"Delineation",201483116,201483204,890.485681117,0.89048568112
"Delineation",201483119,201483120,519.788791725,0.51978879173
"Delineation",201483120,201483098,262.569439171,0.26256943917
"Delineation",201483127,201483098,586.348538702,0.5863485387
"Delineation",201483128,201483033,3957.80358124,3.95780358124
"Delineation",201483139,201483156,1417.09132602,1.41709132602
"Delineation",201483140,201483156,1790.02257424,1.79002257424
"Delineation",201483141,201483433,1496.19977491,1.49619977491
"Delineation",201483143,201483128,329.820647047,0.32982064705
"Delineation",201483150,201483018,1190.32229134,1.19032229134
"Delineation",201483154,201483471,935.731688614,0.93573168861
"Delineation",201483156,201483339,131.438002945,0.13143800294
"Delineation",201483159,201483160,105,0.105
"Delineation",201483160,201483120,517.058389513,0.51705838951
"Delineation",201483174,201483185,3398.4100835,3.3984100835
"Delineation",201483183,201483242,2081.67076193,2.08167076193
"Delineation",201483185,201483471,1099.66217281,1.09966217281
"Delineation",201483198,201483128,4078.4180531,4.0784180531
"Delineation",201483204,201483435,1463.07889574,1.46307889574
"Delineation",201483205,201483435,1932.58078826,1.93258078826
"Delineation",201483215,201483339,640.210887988,0.64021088799
"Delineation",201483218,201483343,92.9381036595,0.09293810366
"Delineation",201483219,201483343,561.95570048,0.56195570048
"Delineation",201483220,201483219,2273.62574657,2.27362574657
"Delineation",201483233,201483327,1738.62633225,1.73862633225
"Delineation",201483234,201483327,3345.49436459,3.34549436459
"Delineation",201483242,201483338,712.329334158,0.71232933416
"Delineation",201483250,201483185,979.564599479,0.97956459948
"Delineation",201483252,201483336,1228.41651088,1.22841651088
"Delineation",201483254,201483402,1917.99234186,1.91799234186
"Delineation",201483255,201483402,374.255711676,0.37425571168
"Delineation",201483272,201483160,1186.34000816,1.18634000816
"Delineation",201483276,201483242,1063.65031288,1.06365031288
"Delineation",201483284,201483575,122.68747565,0.12268747565
"Delineation",201483285,201483575,1295.19475379,1.29519475379
"Delineation",201483295,201483477,3159.6830424,3.1596830424
"Delineation",201483296,201483477,1389.26270493,1.38926270493
"Delineation",201483299,201483400,2246.89459669,2.24689459669
"Delineation",201483311,201483338,627.513560742,0.62751356074
"Delineation",201483319,201483326,1894.51872667,1.89451872667
"Delineation",201483324,201483400,1422.21360753,1.42221360753
"Delineation",201483325,201483394,1209.94510717,1.20994510717
"Delineation",201483326,201483394,42.4264068672,0.04242640687
"Delineation",201483327,201483643,706.327942218,0.70632794222
"Delineation",201483328,201483219,1145.08967076,1.14508967076
"Delineation",201483329,201483328,314.866033009,0.31486603301
"Delineation",201483335,201483423,3017.79782144,3.01779782144
"Delineation",201483336,201483423,1348.22846139,1.34822846139
"Delineation",201483338,201483789,1281.05419179,1.28105419179
"Delineation",201483339,201483789,1648.9671071,1.6489671071
"Delineation",201483343,201483347,1215.10255097,1.21510255097
"Delineation",201483347,201483643,755.052670995,0.75505267099
"Delineation",201483376,201483454,352.152298134,0.35215229813
"Delineation",201483387,201483454,2915.24822261,2.91524822261
"Delineation",201483388,201483347,355.318303807,0.35531830381
"Delineation",201483394,201483464,501.500754004,0.501500754
"Delineation",201483398,201483336,2043.05169545,2.04305169545
"Delineation",201483400,201483464,1350.70960559,1.35070960559
"Delineation",201483401,201483476,2354.71537067,2.35471537067
"Delineation",201483402,201483476,985.320999907,0.98532099991
"Delineation",201483403,201483432,105,0.105
"Delineation",201483409,201483432,1084.63364895,1.08463364895
"Delineation",201483421,201483326,1066.15520269,1.06615520269
"Delineation",201483422,201483763,206.947741067,0.20694774107
"Delineation",201483423,201483763,679.410458484,0.67941045848
"Delineation",201483432,201483617,1323.51999996,1.32351999996
"Delineation",201483433,201483617,4124.4736591,4.1244736591
"Delineation",201483434,201483328,827.415451017,0.82741545102
"Delineation",201483435,201483436,2003.86706432,2.00386706432
"Delineation",201483436,201483409,663.533566443,0.66353356644
"Delineation",201483454,201483585,590.861068626,0.59086106863
"Delineation",201483464,201483595,503.922982263,0.50392298226
"Delineation",201483471,201483492,3026.19462757,3.02619462757
"Delineation",201483476,201483787,563.227110692,0.56322711069
"Delineation",201483477,201483572,1340.70843096,1.34070843096
"Delineation",201483481,201483787,858.029135562,0.85802913556
"Delineation",201483492,201483752,276.821617491,0.27682161749
"Delineation",201483493,201483752,2656.71989593,2.65671989593
"Delineation",201483497,201483595,493.130592486,0.49313059249
"Delineation",201483498,201483436,457.281372761,0.45728137276
"Delineation",201483506,201483572,285.385872592,0.28538587259
"Delineation",201483540,201483498,1405.35756711,1.40535756711
"Delineation",201483543,201483640,1332.36930618,1.33236930618
"Delineation",201483544,201483640,621.827289102,0.6218272891
"Delineation",201483550,201483582,1727.09250354,1.72709250354
"Delineation",201483557,201483933,967.210893351,0.96721089335
"Delineation",201483559,201483492,4789.82273738,4.78982273738
"Delineation",201483563,201483933,2124.28539654,2.12428539654
"Delineation",201483570,201483638,2577.68984035,2.57768984035
"Delineation",201483572,201483835,1021.71486476,1.02171486476
"Delineation",201483573,201483835,399.973846803,0.3999738468
"Delineation",201483574,201483580,544.85781148,0.54485781148
"Delineation",201483575,201483580,2033.26296766,2.03326296766
"Delineation",201483580,201483586,113.998928451,0.11399892845
"Delineation",201483581,201483586,197.054746537,0.19705474654
"Delineation",201483582,201483638,1049.28788519,1.04928788519
"Delineation",201483584,201483585,2597.43679234,2.59743679234
"Delineation",201483585,201483669,1058.50122295,1.05850122295
"Delineation",201483586,201483737,84.8528137463,0.08485281375
"Delineation",201483589,201483409,1410.19162711,1.41019162711
"Delineation",201483595,201483793,1194.19768629,1.19419768629
"Delineation",201483600,201483767,478.590859123,0.47859085912
"Delineation",201483601,201483767,204.904588366,0.20490458837
"Delineation",201483604,201483793,385.032079623,0.38503207962
"Delineation",201483605,201483582,780.344896704,0.7803448967
"Delineation",201483617,201483642,1686.10525742,1.68610525742
"Delineation",201483622,201483669,396.559084028,0.39655908403
"Delineation",201483633,201483733,2347.03423729,2.34703423729
"Delineation",201483634,201483733,174.290498585,0.17429049859
"Delineation",201483635,201483781,565.836536426,0.56583653643
"Delineation",201483637,201483946,634.929721892,0.63492972189
"Delineation",201483638,201483946,882.957640594,0.88295764059
"Delineation",201483640,201483840,845.253054957,0.84525305496
"Delineation",201483641,201483498,1171.3409404,1.1713409404
"Delineation",201483642,201483734,225.728446553,0.22572844655
"Delineation",201483643,201483734,2721.12535245,2.72112535245
"Delineation",201483645,201483737,1135.71208881,1.13571208881
"Delineation",201483652,201483641,510.494930606,0.51049493061
"Delineation",201483660,201483840,1197.66378769,1.19766378769
"Delineation",201483665,201483781,252.920810695,0.25292081069
"Delineation",201483669,201483665,1186.05601977,1.18605601977
"Delineation",201483670,201483642,658.946539472,0.65894653947
"Delineation",201483688,201484035,612.888531842,0.61288853184
"Delineation",201483689,201484035,797.779533793,0.79777953379
"Delineation",201483692,201483766,1151.55930644,1.15155930644
"Delineation",201483693,201483766,1735.92542765,1.73592542765
"Delineation",201483706,201483604,1608.49312985,1.60849312985
"Delineation",201483716,201483605,1921.99537115,1.92199537115
"Delineation",201483717,201483716,728.943012208,0.72894301221
"Delineation",201483723,201483605,841.365260213,0.84136526021
"Delineation",201483733,201483863,777.928038623,0.77792803862
"Delineation",201483734,201483741,1324.95682849,1.32495682849
"Delineation",201483735,201483741,511.371554897,0.5113715549
"Delineation",201483737,201483819,1233.8195064,1.2338195064
"Delineation",201483738,201483819,1736.5329034,1.7365329034
"Delineation",201483739,201483820,2763.62664688,2.76362664688
"Delineation",201483741,201483921,42.4264068725,0.04242640687
"Delineation",201483742,201483921,2144.38612661,2.14438612661
"Delineation",201483746,201483820,585.678487416,0.58567848742
"Delineation",201483751,201483982,3424.76187395,3.42476187395
"Delineation",201483752,201483945,1836.91526506,1.83691526506
"Delineation",201483763,201483830,3313.49671336,3.31349671336
"Delineation",201483764,201483830,1640.51033301,1.64051033301
"Delineation",201483766,201483950,706.412431894,0.70641243189
"Delineation",201483767,201483950,2095.90675679,2.09590675679
"Delineation",201483769,201483945,1114.7644876,1.1147644876
"Delineation",201483771,201483641,984.269731076,0.98426973108
"Delineation",201483781,201483771,2257.21879719,2.25721879719
"Delineation",201483787,201483963,2434.20965888,2.43420965888
"Delineation",201483788,201483963,576.762652539,0.57676265254
"Delineation",201483789,201483875,3531.09409916,3.53109409916
"Delineation",201483790,201483875,1031.46212329,1.03146212329
"Delineation",201483793,201483951,1759.00319229,1.75900319229
"Delineation",201483794,201483951,1802.96837198,1.80296837198
"Delineation",201483801,201483863,773.446709354,0.77344670935
"Delineation",201483818,201484073,1155.86225829,1.15586225829
"Delineation",201483819,201484073,727.156257185,0.72715625718
"Delineation",201483820,201483977,1052.00674921,1.05200674921
"Delineation",201483821,201483977,885.462502149,0.88546250215
"Delineation",201483830,201484082,644.989790656,0.64498979066
"Delineation",201483835,201483911,2071.52646991,2.07152646991
"Delineation",201483836,201483911,1997.60913452,1.99760913452
"Delineation",201483840,201483858,1668.27226308,1.66827226308
"Delineation",201483846,201484082,5599.02165549,5.59902165549
"Delineation",201483848,201483858,233.061641721,0.23306164172
"Delineation",201483857,201483604,1871.30118691,1.87130118691
"Delineation",201483858,201484060,243.306842312,0.24330684231
"Delineation",201483863,201484060,1517.82023587,1.51782023587
"Delineation",201483875,201484384,694.600976513,0.69460097651
"Delineation",201483876,201484384,222.558313341,0.22255831334
"Delineation",201483879,201483771,954.754048175,0.95475404817
"Delineation",201483884,201483716,2017.70272435,2.01770272435
"Delineation",201483899,201483879,274.521803219,0.27452180322
"Delineation",201483905,201483994,1634.96078408,1.63496078408
"Delineation",201483910,201484012,1909.6992842,1.9096992842
"Delineation",201483911,201484012,606.314574231,0.60631457423
"Delineation",201483921,201484071,1557.16666019,1.55716666019
"Delineation",201483922,201484071,618.798091558,0.61879809156
"Delineation",201483933,201484115,2801.78844591,2.80178844591
"Delineation",201483934,201484115,3251.00121587,3.25100121587
"Delineation",201483935,201483988,1747.03676495,1.74703676495
"Delineation",201483945,201483987,1834.46835432,1.83446835432
"Delineation",201483946,201483987,3215.32045117,3.21532045117
"Delineation",201483949,201484265,1627.72922958,1.62772922958
"Delineation",201483950,201484265,2056.0098597,2.0560098597
"Delineation",201483951,201484175,1148.86761241,1.14886761241
"Delineation",201483952,201484175,938.754074354,0.93875407435
"Delineation",201483959,201483988,1464.414571,1.464414571
