staSeq,date,collectionMethod,totalInd,sampYr,sampMo,repNumber,subSampleRep,lev1Name,lev1Memb,lev2Name,lev2Memb,levPropNum
14148,10/16/1989,KN2M2,209,1989,10,1,First,3,0.5,4,0.5,3.5
14465,11/1/1989,KN2M2,200,1989,11,1,First,4,1,4,0,4
14226,11/2/1989,KN2M2,170,1989,11,1,First,5,1,5,0,5
14479,11/2/1989,KN2M2,192,1989,11,1,First,5,1,5,0,5
14314,11/7/1989,KN2M2,200,1989,11,1,First,2,1,2,0,2
14492,11/7/1989,KN2M2,180,1989,11,1,First,3,0.794117647,2,0.205882353,2.794117647
14383,11/28/1989,KN2M2,190,1989,11,1,First,5,0.75,6,0.25,5.25
14391,11/28/1989,KN2M2,158,1989,11,1,First,5,1,5,0,5
14383,10/31/1990,KN2M2,233,1990,10,1,First,5,1,5,0,5
14389,10/31/1990,KN2M2,212,1990,10,1,First,5,1,5,0,5
14390,10/31/1990,KN2M2,202,1990,10,1,First,5,1,5,0,5
14391,10/31/1990,KN2M2,109,1990,10,1,First,5,0.9,6,0.1,5.1
14392,10/31/1990,KN2M2,195,1990,10,1,First,6,0.75,5,0.25,5.75
14393,11/2/1990,KN2M2,198,1990,11,1,First,5,1,5,0,5
14132,11/28/1990,KN2M2,229,1990,11,1,First,3,1,3,0,3
14413,10/9/1991,KN2M2,223,1991,10,1,First,5,0.75,6,0.25,5.25
14421,10/9/1991,KN2M2,256,1991,10,1,First,6,1,6,0,6
14414,10/10/1991,KN2M2,225,1991,10,1,First,5,1,5,0,5
14314,10/22/1991,KN2M2,198,1991,10,1,First,2,1,2,0,2
14441,10/23/1991,KN2M2,190,1991,10,1,First,3,1,3,0,3
14444,10/24/1991,KN2M2,196,1991,10,1,First,3,1,3,0,3
14450,10/24/1991,KN2M2,207,1991,10,1,First,3,1,3,0,3
14458,10/24/1991,KN2M2,165,1991,10,1,First,5,1,5,0,5
14465,10/29/1991,KN2M2,256,1991,10,1,First,4,1,4,0,4
14317,11/5/1991,KN2M2,221,1991,11,1,First,5,1,5,0,5
14318,11/5/1991,KN2M2,212,1991,11,1,First,5,1,5,0,5
14323,11/5/1991,KN2M2,202,1991,11,1,First,5,0.75,6,0.25,5.25
14334,11/5/1991,KN2M2,187,1991,11,1,First,5,1,5,0,5
14339,11/5/1991,KN2M2,195,1991,11,1,First,5,1,5,0,5
14284,11/6/1991,KN2M2,155,1991,11,1,First,5,0.5,6,0.5,5.5
14324,11/6/1991,KN2M2,199,1991,11,1,First,5,1,5,0,5
14328,11/6/1991,KN2M2,181,1991,11,1,First,6,0.75,5,0.25,5.75
14331,11/6/1991,KN2M2,215,1991,11,1,First,5,1,5,0,5
14316,11/7/1991,KN2M2,203,1991,11,1,First,6,0.75,5,0.25,5.75
14348,11/7/1991,KN2M2,249,1991,11,1,First,5,1,5,0,5
14175,11/8/1991,KN2M2,148,1991,11,1,First,5,0.75,4,0.25,4.75
14341,11/8/1991,KN2M2,208,1991,11,1,First,5,1,5,0,5
14482,11/8/1991,KN2M2,204,1991,11,1,First,4,1,4,0,4
14923,11/8/1991,KN2M2,201,1991,11,1,First,5,1,5,0,5
14388,11/19/1991,KN2M2,197,1991,11,1,First,3,0.5,4,0.5,3.5
14392,11/19/1991,KN2M2,192,1991,11,1,First,5,1,5,0,5
14393,11/19/1991,KN2M2,205,1991,11,1,First,5,1,5,0,5
14402,11/19/1991,KN2M2,189,1991,11,1,First,3,1,3,0,3
14383,11/20/1991,KN2M2,199,1991,11,1,First,5,1,5,0,5
14385,11/20/1991,KN2M2,160,1991,11,1,First,5,1,5,0,5
14389,11/20/1991,KN2M2,188,1991,11,1,First,5,1,5,0,5
14288,10/23/1992,KN2M2,202,1992,10,1,First,5,1,5,0,5
14284,10/28/1992,KN2M2,198,1992,10,1,First,5,1,5,0,5
14413,10/28/1992,KN2M2,217,1992,10,1,First,5,1,5,0,5
14235,10/29/1992,KN2M2,198,1992,10,1,First,5,1,5,0,5
14414,10/29/1992,KN2M2,207,1992,10,1,First,5,1,5,0,5
14389,11/10/1992,KN2M2,219,1992,11,1,First,5,1,5,0,5
14390,11/10/1992,KN2M2,196,1992,11,1,First,5,1,5,0,5
14392,11/10/1992,KN2M2,206,1992,11,1,First,5,1,5,0,5
14393,11/10/1992,KN2M2,208,1992,11,1,First,5,1,5,0,5
14188,10/6/1993,KN2M2,214,1993,10,1,First,4,0.53271028,3,0.46728972,3.53271028
14413,10/6/1993,KN2M2,231,1993,10,1,First,6,1,6,0,6
14420,10/6/1993,KN2M2,239,1993,10,1,First,6,0.75,5,0.25,5.75
14181,10/7/1993,KN2M2,211,1993,10,1,First,5,0.75,6,0.25,5.25
14182,10/7/1993,KN2M2,242,1993,10,1,First,5,1,5,0,5
14284,10/7/1993,KN2M2,170,1993,10,1,First,6,1,6,0,6
14288,10/22/1993,KN2M2,196,1993,10,1,First,5,1,5,0,5
14383,10/25/1993,KN2M2,207,1993,10,1,First,5,1,5,0,5
14390,10/25/1993,KN2M2,208,1993,10,1,First,5,1,5,0,5
14391,10/25/1993,KN2M2,201,1993,10,1,First,5,1,5,0,5
14392,10/25/1993,KN2M2,205,1993,10,1,First,5,1,5,0,5
14393,10/25/1993,KN2M2,224,1993,10,1,First,5,1,5,0,5
14385,10/26/1993,KN2M2,198,1993,10,1,First,5,1,5,0,5
14388,10/26/1993,KN2M2,199,1993,10,1,First,5,1,5,0,5
14389,10/26/1993,KN2M2,225,1993,10,1,First,5,1,5,0,5
14458,10/28/1993,KN2M2,200,1993,10,1,First,5,0.75,6,0.25,5.25
14463,10/28/1993,KN2M2,204,1993,10,1,First,5,1,5,0,5
14464,10/28/1993,KN2M2,209,1993,10,1,First,5,1,5,0,5
15670,10/28/1993,KN2M2,201,1993,10,1,First,6,1,6,0,6
14147,11/3/1993,KN2M2,219,1993,11,1,First,5,1,5,0,5
14442,11/4/1993,KN2M2,202,1993,11,1,First,3,0.75,2,0.25,2.75
14450,11/4/1993,KN2M2,215,1993,11,1,First,3,0.75,4,0.25,3.25
14235,11/8/1993,KN2M2,259,1993,11,1,First,5,1,5,0,5
14237,11/8/1993,KN2M2,217,1993,11,1,First,5,1,5,0,5
14244,11/8/1993,KN2M2,199,1993,11,1,First,5,1,5,0,5
14293,11/9/1993,KN2M2,210,1993,11,1,First,4,1,4,0,4
14286,11/12/1993,KN2M2,266,1993,11,1,First,5,0.75,6,0.25,5.25
14277,11/16/1993,KN2M2,204,1993,11,1,First,3,1,3,0,3
14278,11/16/1993,KN2M2,260,1993,11,1,First,5,1,5,0,5
14413,10/5/1994,KN2M2,190,1994,10,1,First,5,0.5,6,0.5,5.5
14414,10/5/1994,KN2M2,214,1994,10,1,First,5,1,5,0,5
14420,10/5/1994,KN2M2,202,1994,10,1,First,5,1,5,0,5
14388,10/6/1994,KN2M2,185,1994,10,1,First,5,1,5,0,5
14389,10/6/1994,KN2M2,199,1994,10,1,First,5,1,5,0,5
14390,10/6/1994,KN2M2,212,1994,10,1,First,5,1,5,0,5
14392,10/6/1994,KN2M2,176,1994,10,1,First,5,1,5,0,5
14393,10/6/1994,KN2M2,174,1994,10,1,First,5,1,5,0,5
14314,10/11/1994,KN2M2,181,1994,10,1,First,2,1,2,0,2
14470,10/11/1994,KN2M2,180,1994,10,1,First,3,1,3,0,3
14492,10/11/1994,KN2M2,251,1994,10,1,First,3,1,3,0,3
14441,10/13/1994,KN2M2,207,1994,10,1,First,3,1,3,0,3
14288,10/17/1994,KN2M2,228,1994,10,1,First,5,1,5,0,5
14442,10/24/1994,KN2M2,281,1994,10,1,First,2,1,2,0,2
14254,10/25/1994,KN2M2,180,1994,10,1,First,4,1,4,0,4
14450,10/25/1994,KN2M2,250,1994,10,1,First,3,1,3,0,3
14458,10/26/1994,KN2M2,209,1994,10,1,First,5,1,5,0,5
15670,10/26/1994,KN2M2,194,1994,10,1,First,5,1,5,0,5
14444,11/3/1994,KN2M2,186,1994,11,1,First,3,1,3,0,3
14347,11/8/1994,KN2M2,162,1994,11,1,First,4,0.5,5,0.5,4.5
14344,11/9/1994,KN2M2,184,1994,11,1,First,5,1,5,0,5
14399,11/17/1994,KN2M2,211,1994,11,1,First,5,1,5,0,5
14400,11/17/1994,KN2M2,201,1994,11,1,First,5,1,5,0,5
14188,10/11/1995,KN2M2,200,1995,10,1,First,4,1,4,0,4
14226,10/11/1995,KN2M2,203,1995,10,1,First,5,1,5,0,5
14413,10/11/1995,KN2M2,222,1995,10,1,First,5,0.75,6,0.25,5.25
14472,10/11/1995,KN2M2,215,1995,10,1,First,5,1,5,0,5
14206,10/12/1995,KN2M2,295,1995,10,1,First,5,1,5,0,5
14314,10/12/1995,KN2M2,199,1995,10,1,First,3,0.628205128,2,0.371794872,2.628205128
14410,10/12/1995,KN2M2,213,1995,10,1,First,4,1,4,0,4
14288,10/13/1995,KN2M2,204,1995,10,1,First,5,1,5,0,5
14414,10/13/1995,KN2M2,188,1995,10,1,First,5,1,5,0,5
14197,10/18/1995,KN2M2,284,1995,10,1,First,4,0.964788732,3,3.52E-02,3.964788732
14442,10/18/1995,KN2M2,200,1995,10,1,First,2,1,2,0,2
14482,10/18/1995,KN2M2,198,1995,10,1,First,4,1,4,0,4
14316,10/19/1995,KN2M2,205,1995,10,1,First,5,1,5,0,5
14317,10/19/1995,KN2M2,176,1995,10,1,First,5,1,5,0,5
14441,10/26/1995,KN2M2,201,1995,10,1,First,2,0.976190476,3,2.38E-02,2.023809524
14470,10/26/1995,KN2M2,184,1995,10,1,First,2,0.5,3,0.5,2.5
14235,10/27/1995,KN2M2,216,1995,10,1,First,5,1,5,0,5
14446,10/27/1995,KN2M2,205,1995,10,1,First,4,1,4,0,4
14383,11/27/1995,KN2M2,197,1995,11,1,First,5,1,5,0,5
14390,11/27/1995,KN2M2,196,1995,11,1,First,5,1,5,0,5
14392,11/27/1995,KN2M2,201,1995,11,1,First,5,1,5,0,5
14393,11/27/1995,KN2M2,163,1995,11,1,First,5,1,5,0,5
14406,11/28/1995,KN2M2,173,1995,11,1,First,3,1,3,0,3
14407,11/28/1995,KN2M2,208,1995,11,1,First,3,1,3,0,3
14408,11/28/1995,KN2M2,208,1995,11,1,First,3,1,3,0,3
14288,10/16/1996,KN2M2,240,1996,10,1,First,5,1,5,0,5
14390,10/16/1996,KN2M2,204,1996,10,1,First,5,1,5,0,5
14392,10/16/1996,KN2M2,239,1996,10,1,First,5,1,5,0,5
14403,10/29/1996,KN2M2,209,1996,10,1,First,3,1,3,0,3
14404,10/29/1996,KN2M2,208,1996,10,1,First,4,0.75,3,0.25,3.75
14488,10/30/1996,KN2M2,197,1996,10,1,First,3,1,3,0,3
14139,10/31/1996,KN2M2,199,1996,10,1,First,3,1,3,0,3
14229,10/31/1996,KN2M2,192,1996,10,1,First,4,0.614583333,3,0.385416667,3.614583333
14453,10/31/1996,KN2M2,170,1996,10,1,First,3,1,3,0,3
14138,11/1/1996,KN2M2,206,1996,11,1,First,5,0.878640777,4,0.121359223,4.878640777
14280,11/1/1996,KN2M2,210,1996,11,1,First,3,1,3,0,3
14456,11/4/1996,KN2M2,175,1996,11,1,First,5,1,5,0,5
15480,11/4/1996,KN2M2,202,1996,11,1,First,5,1,5,0,5
14179,11/5/1996,KN2M2,220,1996,11,1,First,5,1,5,0,5
14341,11/5/1996,KN2M2,223,1996,11,1,First,5,1,5,0,5
14348,11/5/1996,KN2M2,249,1996,11,1,First,5,1,5,0,5
14482,11/5/1996,KN2M2,191,1996,11,1,First,4,1,4,0,4
14132,11/6/1996,KN2M2,196,1996,11,1,First,3,1,3,0,3
14247,11/6/1996,KN2M2,222,1996,11,1,First,2,1,2,0,2
14186,11/7/1996,KN2M2,200,1996,11,1,First,2,1,2,0,2
14195,11/7/1996,KN2M2,186,1996,11,1,First,3,0.5,4,0.5,3.5
14183,11/13/1996,KN2M2,209,1996,11,1,First,3,1,3,0,3
14355,11/13/1996,KN2M2,226,1996,11,1,First,3,0.796460177,4,0.203539823,3.203539823
14188,11/14/1996,KN2M2,192,1996,11,1,First,3,1,3,0,3
14196,11/14/1996,KN2M2,204,1996,11,1,First,4,1,4,0,4
14441,11/18/1996,KN2M2,187,1996,11,1,First,2,0.5,3,0.5,2.5
14442,11/20/1996,KN2M2,223,1996,11,1,First,2,1,2,0,2
14446,11/20/1996,KN2M2,228,1996,11,1,First,4,1,4,0,4
14450,11/21/1996,KN2M2,203,1996,11,1,First,3,1,3,0,3
14317,11/25/1996,KN2M2,190,1996,11,1,First,6,0.75,5,0.25,5.75
14318,11/25/1996,KN2M2,209,1996,11,1,First,5,1,5,0,5
14317,10/1/1997,KN2M2,267,1997,10,1,First,5,0.75,6,0.25,5.25
14329,10/1/1997,KN2M2,186,1997,10,1,First,5,0.75,6,0.25,5.25
14330,10/1/1997,KN2M2,254,1997,10,1,First,5,1,5,0,5
14332,10/1/1997,KN2M2,190,1997,10,1,First,5,1,5,0,5
14254,10/2/1997,KN2M2,227,1997,10,1,First,5,1,5,0,5
14439,10/2/1997,KN2M2,224,1997,10,1,First,3,0.580357143,4,0.419642857,3.419642857
14442,10/7/1997,KN2M2,231,1997,10,1,First,2,1,2,0,2
14407,10/8/1997,KN2M2,205,1997,10,1,First,4,0.975609756,3,2.44E-02,3.975609756
14408,10/8/1997,KN2M2,181,1997,10,1,First,3,1,3,0,3
14409,10/8/1997,KN2M2,208,1997,10,1,First,4,1,4,0,4
14128,10/9/1997,KN2M2,224,1997,10,1,First,3,1,3,0,3
14314,10/10/1997,KN2M2,249,1997,10,1,First,2,0.5,3,0.5,2.5
14441,10/10/1997,KN2M2,223,1997,10,1,First,3,1,3,0,3
14300,10/14/1997,KN2M2,209,1997,10,1,First,3,0.5,4,0.5,3.5
14301,10/14/1997,KN2M2,179,1997,10,1,First,3,1,3,0,3
14414,10/14/1997,KN2M2,187,1997,10,1,First,5,1,5,0,5
14309,10/16/1997,KN2M2,254,1997,10,1,First,3,0.511811024,4,0.488188976,3.488188976
14310,10/16/1997,KN2M2,192,1997,10,1,First,4,0.677083333,5,0.322916667,4.322916667
14146,10/17/1997,KN2M2,235,1997,10,1,First,4,0.531914894,5,0.468085106,4.468085106
14489,10/17/1997,KN2M2,199,1997,10,1,First,5,1,5,0,5
14150,10/20/1997,KN2M2,172,1997,10,1,First,5,1,5,0,5
14293,10/20/1997,KN2M2,202,1997,10,1,First,4,0.5,5,0.5,4.5
14221,10/21/1997,KN2M2,197,1997,10,1,First,2,0.5,3,0.5,2.5
14491,10/21/1997,KN2M2,217,1997,10,1,First,3,1,3,0,3
14490,10/23/1997,KN2M2,225,1997,10,1,First,3,1,3,0,3
14188,10/24/1997,KN2M2,176,1997,10,1,First,4,0.647727273,3,0.352272727,3.647727273
14450,10/24/1997,KN2M2,211,1997,10,1,First,3,1,3,0,3
14360,10/28/1997,KN2M2,260,1997,10,1,First,3,1,3,0,3
14362,10/28/1997,KN2M2,190,1997,10,1,First,4,0.631578947,3,0.368421053,3.631578947
14363,10/28/1997,KN2M2,308,1997,10,1,First,5,1,5,0,5
14364,10/28/1997,KN2M2,179,1997,10,1,First,5,1,5,0,5
14369,10/29/1997,KN2M2,198,1997,10,1,First,3,1,3,0,3
14371,10/29/1997,KN2M2,180,1997,10,1,First,5,0.666666667,4,0.333333333,4.666666667
14361,10/30/1997,KN2M2,180,1997,10,1,First,5,1,5,0,5
14444,10/30/1997,KN2M2,211,1997,10,1,First,3,1,3,0,3
14452,10/30/1997,KN2M2,192,1997,10,1,First,4,0.75,5,0.25,4.25
14432,10/31/1997,KN2M2,190,1997,10,1,First,5,1,5,0,5
14226,11/4/1997,KN2M2,189,1997,11,1,First,5,1,5,0,5
14417,11/4/1997,KN2M2,221,1997,11,1,First,5,1,5,0,5
14473,11/4/1997,KN2M2,203,1997,11,1,First,4,1,4,0,4
14201,11/5/1997,KN2M2,243,1997,11,1,First,5,1,5,0,5
14370,11/5/1997,KN2M2,219,1997,11,1,First,4,1,4,0,4
14394,11/6/1997,KN2M2,213,1997,11,1,First,5,0.75,6,0.25,5.25
14486,11/6/1997,KN2M2,168,1997,11,1,First,4,1,4,0,4
14298,11/13/1997,KN2M2,195,1997,11,1,First,4,1,4,0,4
14395,11/13/1997,KN2M2,195,1997,11,1,First,4,1,4,0,4
14126,11/19/1997,KN2M2,219,1997,11,1,First,3,0.5,4,0.5,3.5
14443,11/19/1997,KN2M2,185,1997,11,1,First,4,1,4,0,4
14158,10/1/1998,KN2M2,249,1998,10,1,First,4,1,4,0,4
14389,10/1/1998,KN2M2,192,1998,10,1,First,5,0.53125,4,0.46875,4.53125
14390,10/1/1998,KN2M2,202,1998,10,1,First,5,0.75,4,0.25,4.75
14391,10/1/1998,KN2M2,194,1998,10,1,First,5,1,5,0,5
14392,10/1/1998,KN2M2,227,1998,10,1,First,5,1,5,0,5
14153,10/2/1998,KN2M2,193,1998,10,1,First,4,1,4,0,4
14188,10/2/1998,KN2M2,185,1998,10,1,First,4,1,4,0,4
14393,10/2/1998,KN2M2,177,1998,10,1,First,5,1,5,0,5
14317,10/5/1998,KN2M2,194,1998,10,1,First,5,1,5,0,5
14329,10/5/1998,KN2M2,209,1998,10,1,First,6,0.75,5,0.25,5.75
14332,10/5/1998,KN2M2,189,1998,10,1,First,5,1,5,0,5
14397,10/6/1998,KN2M2,264,1998,10,1,First,5,1,5,0,5
14479,10/6/1998,KN2M2,210,1998,10,1,First,5,0.75,6,0.25,5.25
14316,10/7/1998,KN2M2,218,1998,10,1,First,5,1,5,0,5
14444,10/7/1998,KN2M2,177,1998,10,1,First,3,1,3,0,3
14450,10/7/1998,KN2M2,211,1998,10,1,First,3,0.75,4,0.25,3.25
14303,10/13/1998,KN2M2,250,1998,10,1,First,5,1,5,0,5
14465,10/13/1998,KN2M2,236,1998,10,1,First,4,1,4,0,4
14435,10/19/1998,KN2M2,187,1998,10,1,First,3,1,3,0,3
14484,10/19/1998,KN2M2,222,1998,10,1,First,2,1,2,0,2
14148,10/20/1998,KN2M2,213,1998,10,1,First,3,1,3,0,3
14197,10/20/1998,KN2M2,239,1998,10,1,First,3,1,3,0,3
14198,10/20/1998,KN2M2,205,1998,10,1,First,5,0.912935323,4,8.71E-02,4.912935323
14349,10/20/1998,KN2M2,198,1998,10,1,First,3,1,3,0,3
14283,10/21/1998,KN2M2,184,1998,10,1,First,4,1,4,0,4
14442,10/21/1998,KN2M2,188,1998,10,1,First,2,1,2,0,2
14459,10/21/1998,KN2M2,202,1998,10,1,First,4,1,4,0,4
14460,10/21/1998,KN2M2,196,1998,10,1,First,4,1,4,0,4
14461,10/21/1998,KN2M2,218,1998,10,1,First,3,1,3,0,3
14147,10/22/1998,KN2M2,380,1998,10,1,First,5,1,5,0,5
14446,10/22/1998,KN2M2,228,1998,10,1,First,4,0.526315789,5,0.473684211,4.473684211
14314,10/23/1998,KN2M2,195,1998,10,1,First,2,1,2,0,2
14436,10/23/1998,KN2M2,197,1998,10,1,First,4,1,4,0,4
14235,10/26/1998,KN2M2,288,1998,10,1,First,5,1,5,0,5
14238,10/26/1998,KN2M2,195,1998,10,1,First,5,1,5,0,5
14241,10/26/1998,KN2M2,260,1998,10,1,First,5,1,5,0,5
14242,10/26/1998,KN2M2,265,1998,10,1,First,5,1,5,0,5
14244,10/26/1998,KN2M2,231,1998,10,1,First,5,1,5,0,5
14469,10/26/1998,KN2M2,208,1998,10,1,First,5,1,5,0,5
14137,10/27/1998,KN2M2,183,1998,10,1,First,2,0.75,3,0.25,2.25
14260,10/27/1998,KN2M2,204,1998,10,1,First,3,1,3,0,3
14441,10/27/1998,KN2M2,213,1998,10,1,First,2,0.628205128,3,0.371794872,2.371794872
14396,10/28/1998,KN2M2,220,1998,10,1,First,2,1,2,0,2
14400,10/28/1998,KN2M2,180,1998,10,1,First,5,0.833333333,4,0.166666667,4.833333333
14433,10/28/1998,KN2M2,190,1998,10,1,First,3,1,3,0,3
14174,10/29/1998,KN2M2,241,1998,10,1,First,3,0.763157895,2,0.236842105,2.763157895
14187,10/29/1998,KN2M2,209,1998,10,1,First,2,0.717391304,3,0.282608696,2.282608696
14377,10/29/1998,KN2M2,205,1998,10,1,First,3,1,3,0,3
14406,11/4/1998,KN2M2,229,1998,11,1,First,4,0.506550218,3,0.493449782,3.506550218
14407,11/4/1998,KN2M2,188,1998,11,1,First,3,1,3,0,3
14408,11/4/1998,KN2M2,206,1998,11,1,First,3,1,3,0,3
14409,11/4/1998,KN2M2,220,1998,11,1,First,3,0.5,4,0.5,3.5
14437,11/9/1998,KN2M2,180,1998,11,1,First,4,1,4,0,4
14596,10/6/1999,KN2M2,268,1999,10,1,First,5,1,5,0,5
14597,10/6/1999,KN2M2,165,1999,10,1,First,2,0.5,3,0.5,2.5
14601,10/6/1999,KN2M2,220,1999,10,1,First,3,1,3,0,3
14277,10/7/1999,KN2M2,202,1999,10,1,First,3,1,3,0,3
14278,10/7/1999,KN2M2,204,1999,10,1,First,5,1,5,0,5
14602,10/7/1999,KN2M2,213,1999,10,1,First,2,0.954545455,3,4.55E-02,2.045454545
14188,10/12/1999,KN2M2,206,1999,10,1,First,4,1,4,0,4
14329,10/12/1999,KN2M2,186,1999,10,1,First,5,1,5,0,5
14605,10/12/1999,KN2M2,188,1999,10,1,First,3,1,3,0,3
14214,10/13/1999,KN2M2,249,1999,10,1,First,4,0.5,5,0.5,4.5
14580,10/13/1999,KN2M2,193,1999,10,1,First,6,0.75,5,0.25,5.75
14581,10/13/1999,KN2M2,207,1999,10,1,First,5,0.75,6,0.25,5.25
14583,10/13/1999,KN2M2,191,1999,10,1,First,5,1,5,0,5
14584,10/13/1999,KN2M2,218,1999,10,1,First,3,0.6,2,0.4,2.6
14606,10/13/1999,KN2M2,195,1999,10,1,First,3,1,3,0,3
14492,10/14/1999,KN2M2,219,1999,10,1,First,3,1,3,0,3
14582,10/14/1999,KN2M2,219,1999,10,1,First,4,1,4,0,4
14592,10/14/1999,KN2M2,237,1999,10,1,First,2,0.5,3,0.5,2.5
14588,10/19/1999,KN2M2,237,1999,10,1,First,3,0.777777778,2,0.222222222,2.777777778
14589,10/19/1999,KN2M2,226,1999,10,1,First,2,1,2,0,2
14590,10/19/1999,KN2M2,243,1999,10,1,First,2,1,2,0,2
14593,10/22/1999,KN2M2,211,1999,10,1,First,3,0.5,4,0.5,3.5
14599,10/22/1999,KN2M2,212,1999,10,1,First,2,0.905405405,3,9.46E-02,2.094594595
14600,10/22/1999,KN2M2,201,1999,10,1,First,3,1,3,0,3
14294,10/25/1999,KN2M2,182,1999,10,1,First,5,1,5,0,5
14595,10/25/1999,KN2M2,182,1999,10,1,First,3,1,3,0,3
14314,10/26/1999,KN2M2,247,1999,10,1,First,3,1,3,0,3
14586,10/26/1999,KN2M2,244,1999,10,1,First,3,1,3,0,3
14587,10/26/1999,KN2M2,258,1999,10,1,First,3,1,3,0,3
14591,10/26/1999,KN2M2,242,1999,10,1,First,3,1,3,0,3
14206,10/27/1999,KN2M2,248,1999,10,1,First,4,0.5,5,0.5,4.5
14410,10/27/1999,KN2M2,226,1999,10,1,First,3,1,3,0,3
14609,10/27/1999,KN2M2,208,1999,10,1,First,4,0.5,5,0.5,4.5
14205,10/28/1999,KN2M2,212,1999,10,1,First,4,1,4,0,4
14451,10/28/1999,KN2M2,220,1999,10,1,First,4,1,4,0,4
14594,10/28/1999,KN2M2,208,1999,10,1,First,3,1,3,0,3
14598,10/28/1999,KN2M2,232,1999,10,1,First,5,1,5,0,5
14276,11/1/1999,KN2M2,218,1999,11,1,First,3,1,3,0,3
14305,11/1/1999,KN2M2,231,1999,11,1,First,5,1,5,0,5
14444,11/2/1999,KN2M2,236,1999,11,1,First,4,0.75,5,0.25,4.25
14450,11/2/1999,KN2M2,213,1999,11,1,First,3,1,3,0,3
14441,11/8/1999,KN2M2,231,1999,11,1,First,2,1,2,0,2
14442,11/9/1999,KN2M2,220,1999,11,1,First,2,1,2,0,2
14520,11/9/1999,KN2M2,217,1999,11,1,First,5,1,5,0,5
14521,11/9/1999,KN2M2,246,1999,11,1,First,4,1,4,0,4
14332,11/10/1999,KN2M2,188,1999,11,1,First,5,0.75,6,0.25,5.25
14314,10/2/2000,KN2M2,209,2000,10,1,First,3,1,3,0,3
14580,10/3/2000,KN2M2,209,2000,10,1,First,5,1,5,0,5
14581,10/3/2000,KN2M2,225,2000,10,1,First,5,0.75,6,0.25,5.25
14583,10/3/2000,KN2M2,183,2000,10,1,First,5,1,5,0,5
14584,10/3/2000,KN2M2,199,2000,10,1,First,2,0.5,3,0.5,2.5
14708,10/3/2000,KN2M2,266,2000,10,1,First,4,1,4,0,4
14450,10/4/2000,KN2M2,218,2000,10,1,First,3,1,3,0,3
14710,10/4/2000,KN2M2,214,2000,10,1,First,3,1,3,0,3
14711,10/4/2000,KN2M2,198,2000,10,1,First,4,0.631313131,5,0.368686869,4.368686869
14712,10/4/2000,KN2M2,263,2000,10,1,First,4,0.5,5,0.5,4.5
14442,10/5/2000,KN2M2,173,2000,10,1,First,3,0.8,2,0.2,2.8
14459,10/5/2000,KN2M2,213,2000,10,1,First,5,1,5,0,5
14713,10/5/2000,KN2M2,196,2000,10,1,First,5,1,5,0,5
14188,10/6/2000,KN2M2,230,2000,10,1,First,3,0.5,4,0.5,3.5
14501,10/6/2000,KN2M2,235,2000,10,1,First,5,1,5,0,5
14358,10/10/2000,KN2M2,238,2000,10,1,First,5,0.75,6,0.25,5.25
14394,10/10/2000,KN2M2,307,2000,10,1,First,5,1,5,0,5
14432,10/10/2000,KN2M2,232,2000,10,1,First,5,0.5,6,0.5,5.5
14317,10/11/2000,KN2M2,314,2000,10,1,First,5,1,5,0,5
14318,10/11/2000,KN2M2,199,2000,10,1,First,5,1,5,0,5
14332,10/11/2000,KN2M2,267,2000,10,1,First,5,1,5,0,5
14714,10/11/2000,KN2M2,216,2000,10,1,First,5,1,5,0,5
14715,10/11/2000,KN2M2,210,2000,10,1,First,5,1,5,0,5
14323,10/12/2000,KN2M2,251,2000,10,1,First,5,1,5,0,5
14329,10/12/2000,KN2M2,236,2000,10,1,First,5,0.75,6,0.25,5.25
14456,10/12/2000,KN2M2,241,2000,10,1,First,5,1,5,0,5
14628,10/12/2000,KN2M2,169,2000,10,1,First,5,1,5,0,5
14138,10/16/2000,KN2M2,251,2000,10,1,First,5,1,5,0,5
14194,10/16/2000,KN2M2,233,2000,10,1,First,5,1,5,0,5
15670,10/17/2000,KN2M2,197,2000,10,1,First,5,1,5,0,5
14706,10/19/2000,KN2M2,229,2000,10,1,First,3,1,3,0,3
14725,10/19/2000,KN2M2,270,2000,10,1,First,5,1,5,0,5
14263,10/20/2000,KN2M2,262,2000,10,1,First,4,0.629770992,5,0.370229008,4.370229008
14738,10/20/2000,KN2M2,219,2000,10,1,First,3,1,3,0,3
14739,10/20/2000,KN2M2,226,2000,10,1,First,3,1,3,0,3
14444,10/23/2000,KN2M2,199,2000,10,1,First,3,1,3,0,3
14740,10/23/2000,KN2M2,222,2000,10,1,First,3,1,3,0,3
14741,10/23/2000,KN2M2,209,2000,10,1,First,4,0.75,3,0.25,3.75
14458,10/24/2000,KN2M2,203,2000,10,1,First,5,1,5,0,5
14462,10/24/2000,KN2M2,181,2000,10,1,First,5,1,5,0,5
14463,10/24/2000,KN2M2,217,2000,10,1,First,5,0.5,6,0.5,5.5
14464,10/24/2000,KN2M2,214,2000,10,1,First,6,1,6,0,6
14379,10/25/2000,KN2M2,242,2000,10,1,First,3,1,3,0,3
14719,10/25/2000,KN2M2,252,2000,10,1,First,4,1,4,0,4
14720,10/25/2000,KN2M2,250,2000,10,1,First,3,1,3,0,3
14721,10/25/2000,KN2M2,232,2000,10,1,First,3,1,3,0,3
