staSeq,date,reachLen,totalInd,sampYr,lev1Name,lev1Memb,lev2Name,lev2Memb,levPropNum
16671,1991-09-14,50,19,1991,2,0.65789474,1,0.342105263,1.657894743
16975,1991-09-16,100,255,1991,4,0.86764706,3,0.132352941,3.867647064
15017,1991-09-16,100,49,1991,3,0.75,2,0.25,2.75
16997,1991-09-17,50,95,1991,6,1,NA,0,6
14227,1991-09-17,50,118,1991,3,1,NA,0,3
16921,1991-09-19,100,154,1991,4,1,NA,0,4
14405,1991-09-23,150,298,1991,3,0.936241611,4,0.06375839,3.063758392
16631,1991-09-24,100,338,1991,5,1,NA,0,5
15505,1992-06-15,140,157,1992,2,1,NA,0,2
16542,1992-06-15,100,299,1992,3,0.5,4,0.5,3.5
17060,1992-06-15,50,176,1992,5,1,NA,0,5
16482,1992-06-15,100,13,1992,2,1,NA,0,2
15100,1992-06-15,150,141,1992,3,0.813829787,4,0.18617021,3.186170202
17153,1992-06-16,50,21,1992,1,1,NA,0,1
17161,1992-06-16,75,192,1992,5,1,NA,0,5
16732,1992-06-16,55,91,1992,1,1,NA,0,1
17113,1992-06-16,95,26,1992,1,1,NA,0,1
16515,1992-06-16,150,277,1992,3,1,NA,0,3
16821,1992-06-16,150,136,1992,3,1,NA,0,3
15044,1992-06-17,150,437,1992,4,1,NA,0,4
15509,1992-06-17,100,65,1992,2,0.75,3,0.25,2.25
16715,1992-06-17,125,309,1992,4,1,NA,0,4
17181,1992-06-17,175,519,1992,4,0.858381503,5,0.1416185,4.141618512
15529,1992-06-18,150,794,1992,4,0.62972292,2,0.370277078,3.259445836
17171,1992-06-19,200,48,1992,5,1,NA,0,5
16627,1992-06-22,150,99,1992,2,1,NA,0,2
17156,1992-06-22,50,33,1992,3,1,NA,0,3
16626,1992-06-22,150,302,1992,4,1,NA,0,4
16625,1992-06-22,200,950,1992,4,1,NA,0,4
15860,1992-06-23,200,989,1992,4,1,NA,0,4
17001,1992-06-24,100,128,1992,5,0.66666667,4,0.333333333,4.666666683
16630,1992-06-25,50,28,1992,1,1,NA,0,1
16929,1992-06-25,100,121,1992,2,0.75,3,0.25,2.25
17147,1992-06-25,50,44,1992,1,1,NA,0,1
16857,1992-06-25,100,214,1992,4,1,NA,0,4
16525,1992-06-26,100,43,1992,1,1,NA,0,1
16781,1992-06-26,150,208,1992,2,1,NA,0,2
16923,1992-06-26,100,37,1992,1,1,NA,0,1
16527,1992-06-29,105,62,1992,1,1,NA,0,1
16546,1992-06-29,100,434,1992,4,1,NA,0,4
16491,1992-06-29,145,484,1992,5,1,NA,0,5
15244,1992-06-29,100,263,1992,3,0.75,2,0.25,2.75
14341,1992-06-30,200,909,1992,3,0.71507151,2,0.284928493,2.715071516
14347,1992-06-30,200,494,1992,3,0.55668016,2,0.443319838,2.556680156
16624,1992-07-01,150,413,1992,2,0.642857143,3,0.35714286,2.357142866
17160,1992-07-01,50,78,1992,1,1,NA,0,1
16615,1992-07-01,50,50,1992,3,1,NA,0,3
16139,1992-07-01,140,128,1992,4,1,NA,0,4
16124,1992-07-01,100,170,1992,3,1,NA,0,3
16068,1992-07-01,75,324,1992,3,0.932098765,4,0.06790123,3.067901216
16745,1992-07-02,200,118,1992,4,1,NA,0,4
16746,1992-07-02,150,263,1992,3,0.95057034,2,0.049429658,2.950570336
16524,1992-07-02,92,103,1992,2,0.830097087,3,0.16990291,2.169902905
16922,1992-07-07,100,91,1992,3,1,NA,0,3
17208,1992-07-07,100,212,1992,4,0.666666667,5,0.33333333,4.333333317
14612,1992-07-07,150,212,1992,4,0.72012579,3,0.279874214,3.720125802
14845,1992-07-08,50,112,1992,3,1,NA,0,3
17206,1992-07-08,150,493,1992,4,0.52366464,3,0.476335362,3.523664645
16884,1992-07-08,150,665,1992,3,0.71428571,2,0.285714286,2.714285701
15062,1992-07-08,100,57,1992,1,0.75,2,0.25,1.25
15035,1992-07-08,150,243,1992,2,0.75,3,0.25,2.25
16762,1992-07-08,100,158,1992,4,1,NA,0,4
17155,1992-07-08,72,173,1992,3,0.75,2,0.25,2.75
16838,1992-07-09,100,211,1992,4,0.75,3,0.25,3.75
14627,1992-07-09,160,623,1992,2,1,NA,0,2
17159,1992-07-09,40,69,1992,5,1,NA,0,5
15164,1992-07-09,150,372,1992,3,1,NA,0,3
17158,1992-07-09,75,57,1992,5,1,NA,0,5
16714,1992-07-13,106,70,1992,5,1,NA,0,5
14804,1992-07-13,100,262,1992,4,0.98664122,3,0.013358779,3.986641216
16623,1992-07-13,50,58,1992,2,0.5,3,0.5,2.5
16855,1992-07-13,50,36,1992,2,1,NA,0,2
16035,1992-07-13,100,238,1992,3,1,NA,0,3
16843,1992-07-13,150,329,1992,3,1,NA,0,3
16795,1992-07-14,150,133,1992,4,1,NA,0,4
17173,1992-07-14,100,163,1992,4,1,NA,0,4
16191,1992-07-14,150,117,1992,4,1,NA,0,4
17167,1992-07-15,150,109,1992,3,0.75,4,0.25,3.25
17162,1992-07-16,100,190,1992,1,1,NA,0,1
17142,1992-07-16,100,21,1992,3,0.64285714,2,0.357142857,2.642857134
16294,1992-07-20,160,239,1992,3,1,NA,0,3
16924,1992-07-20,150,476,1992,4,0.75,3,0.25,3.75
16620,1992-07-20,154,216,1992,3,0.5787037,2,0.421296296,2.578703693
16610,1992-07-20,100,232,1992,3,1,NA,0,3
16798,1992-07-20,150,259,1992,3,0.70849421,2,0.291505792,2.708494213
15519,1992-07-21,150,305,1992,4,1,NA,0,4
16778,1992-07-21,100,315,1992,2,0.849206349,3,0.15079365,2.150793648
17185,1992-07-21,62,96,1992,1,1,NA,0,1
16726,1992-07-21,100,152,1992,4,0.59868421,3,0.401315789,3.598684208
16545,1992-07-21,100,437,1992,4,1,NA,0,4
16063,1992-07-21,150,287,1992,3,1,NA,0,3
14688,1992-07-22,200,400,1992,3,0.5,4,0.5,3.5
16756,1992-07-22,500,68,1992,6,1,NA,0,6
15528,1992-07-22,150,537,1992,2,0.581005587,3,0.41899441,2.418994403
17068,1992-07-27,50,20,1992,1,1,NA,0,1
17018,1992-07-27,200,709,1992,3,1,NA,0,3
17172,1992-07-27,152,221,1992,3,1,NA,0,3
14520,1992-07-27,155,344,1992,3,1,NA,0,3
17144,1992-07-28,100,301,1992,4,0.75,3,0.25,3.75
17148,1992-07-28,100,350,1992,2,0.5,3,0.5,2.5
17145,1992-07-28,50,107,1992,2,1,NA,0,2
16498,1992-07-28,100,77,1992,5,1,NA,0,5
16328,1992-07-28,105,65,1992,2,1,NA,0,2
17150,1992-07-28,150,142,1992,3,1,NA,0,3
16710,1992-07-29,145,149,1992,3,1,NA,0,3
16711,1992-07-29,75,219,1992,5,1,NA,0,5
17165,1992-07-29,50,236,1992,3,0.5,4,0.5,3.5
17017,1992-07-29,225,564,1992,4,0.58510638,3,0.414893617,3.585106371
17141,1992-07-30,100,128,1992,3,0.921875,2,0.078125,2.921875
14183,1992-07-30,175,497,1992,3,1,NA,0,3
16979,1992-07-30,110,166,1992,3,1,NA,0,3
17070,1992-08-03,100,365,1992,4,1,NA,0,4
16739,1992-08-03,110,469,1992,4,0.867803838,5,0.13219616,4.132196152
14252,1992-08-03,300,1080,1992,4,0.814814815,5,0.18518519,4.185185209
16757,1992-08-05,500,605,1992,5,1,NA,0,5
17154,1992-08-05,50,148,1992,4,0.75,3,0.25,3.75
17202,1992-08-05,75,342,1992,5,1,NA,0,5
15887,1992-08-06,150,709,1992,3,0.55112835,4,0.25987306,3.070874468
17192,1992-08-06,100,62,1992,4,0.75,3,0.25,3.75
17138,1992-08-06,100,207,1992,3,0.5,4,0.5,3.5
17182,1992-08-06,100,212,1992,5,1,NA,0,5
17205,1992-08-10,150,248,1992,3,1,NA,0,3
17179,1992-08-10,150,239,1992,4,1,NA,0,4
15511,1992-08-11,200,235,1992,4,1,NA,0,4
14128,1992-08-11,200,739,1992,3,0.91339648,2,0.086603518,2.913396477
17151,1992-08-12,56,47,1992,2,0.69148936,1,0.308510638,1.691489358
16747,1992-08-12,150,370,1992,4,0.75,3,0.25,3.75
16920,1992-08-12,75,68,1992,5,1,NA,0,5
14312,1992-08-13,150,364,1992,3,0.925824176,4,0.07417582,3.074175807
17152,1992-08-17,100,49,1992,2,1,NA,0,2
16674,1992-08-17,100,43,1992,3,1,NA,0,3
16965,1992-08-17,50,303,1992,3,0.75,4,0.25,3.25
17063,1992-08-20,100,131,1992,2,1,NA,0,2
17157,1992-08-20,50,175,1992,4,0.75,3,0.25,3.75
17024,1992-08-20,40,88,1992,5,1,NA,0,5
17184,1992-08-24,50,264,1992,5,1,NA,0,5
17059,1992-08-24,100,222,1992,3,1,NA,0,3
17190,1992-08-24,70,212,1992,4,1,NA,0,4
17183,1992-08-25,50,165,1992,3,0.765151515,4,0.23484848,3.234848465
16799,1992-08-25,150,487,1992,4,0.5,2,0.25,3.25
14471,1992-08-27,200,307,1992,4,1,NA,0,4
16557,1992-09-02,75,177,1992,5,1,NA,0,5
17140,1992-09-02,35,205,1992,5,1,NA,0,5
16880,1992-09-22,175,182,1992,3,1,NA,0,3
14300,1992-09-28,200,578,1992,4,0.67877739,3,0.321222607,3.67877738
16851,1992-09-29,225,251,1992,4,0.515936255,5,0.48406375,4.48406377
16954,1992-09-29,225,67,1992,3,1,NA,0,3
16742,1992-09-30,200,582,1992,2,0.613402062,3,0.38659794,2.386597944
14813,1992-10-06,150,463,1992,2,0.722222222,3,0.27777778,2.277777784
16936,1993-06-09,150,30,1993,5,1,NA,0,5
17000,1993-06-14,50,112,1993,2,0.5,3,0.39285714,2.285714277
16640,1993-06-14,50,111,1993,5,1,NA,0,5
16343,1993-06-14,150,507,1993,2,0.689349112,3,0.31065089,2.310650895
16479,1993-06-14,100,54,1993,5,0.833333333,6,0.16666667,5.166666687
17210,1993-06-14,150,167,1993,3,0.75,2,0.25,2.75
17047,1993-06-15,150,413,1993,2,0.576271186,3,0.42372881,2.423728803
17215,1993-06-15,100,237,1993,3,0.75,2,0.158227848,2.933544296
16474,1993-06-15,150,252,1993,2,0.900793651,4,0.09920635,2.198412702
16759,1993-06-15,50,85,1993,3,1,NA,0,3
17044,1993-06-15,50,259,1993,4,0.75,3,0.25,3.75
16692,1993-06-16,50,37,1993,2,1,NA,0,2
14379,1993-06-16,365,174,1993,3,0.5,4,0.5,3.5
16882,1993-06-16,100,26,1993,5,0.78846154,3,0.211538462,4.576923085
16793,1993-06-16,47,46,1993,3,1,NA,0,3
16767,1993-06-16,150,68,1993,4,1,NA,0,4
14499,1993-06-17,96,28,1993,5,1,NA,0,5
16523,1993-06-20,50,74,1993,5,1,NA,0,5
16472,1993-06-21,150,268,1993,4,1,NA,0,4
16960,1993-06-21,50,132,1993,6,1,NA,0,6
16613,1993-06-21,50,28,1993,3,1,NA,0,3
15754,1993-06-21,92,376,1993,1,0.75,2,0.25,1.25
14162,1993-06-21,100,107,1993,5,0.666666667,6,0.33333333,5.333333313
17048,1993-06-21,70,128,1993,4,1,NA,0,4
15015,1993-06-22,150,119,1993,5,0.55042017,4,0.449579832,4.550420178
16824,1993-06-22,100,35,1993,5,0.833333333,6,0.16666667,5.166666687
16858,1993-06-22,47,112,1993,2,1,NA,0,2
17194,1993-06-22,50,11,1993,1,1,NA,0,1
16269,1993-06-22,169,391,1993,3,0.348484848,4,0.33333333,3.015151502
16963,1993-06-22,80,59,1993,4,1,NA,0,4
16702,1993-06-23,135,73,1993,5,0.83333333,2,0.166666667,4.499999983
17116,1993-06-23,50,158,1993,2,0.75,3,0.25,2.25
16716,1993-06-23,100,130,1993,3,0.75,4,0.25,3.25
16969,1993-06-23,55,159,1993,1,1,NA,0,1
15237,1993-06-24,50,79,1993,5,0.833333333,6,0.16666667,5.166666687
16594,1993-06-24,60,181,1993,3,0.75,2,0.25,2.75
14727,1993-06-24,150,117,1993,3,0.5,4,0.5,3.5
16787,1993-06-24,55,59,1993,1,1,NA,0,1
16786,1993-06-24,139,337,1993,1,0.5,2,0.5,1.5
16734,1993-06-28,100,36,1993,3,0.638888889,5,0.25,3.611111111
16816,1993-06-28,100,129,1993,6,1,NA,0,6
16930,1993-06-28,150,221,1993,3,1,NA,0,3
16941,1993-06-28,50,21,1993,5,1,NA,0,5
16976,1993-06-28,47,11,1993,2,1,NA,0,2
17191,1993-06-29,100,65,1993,6,1,NA,0,6
16661,1993-06-29,100,159,1993,3,1,NA,0,3
16717,1993-06-29,150,282,1993,3,0.53191489,2,0.468085106,2.531914883
16883,1993-06-29,50,57,1993,6,1,NA,0,6
17036,1993-06-29,48,38,1993,5,1,NA,0,5
16703,1993-06-29,100,124,1993,5,0.833333333,6,0.16666667,5.166666687
16297,1993-06-30,107,150,1993,2,0.75,3,0.25,2.25
16607,1993-06-30,100,216,1993,3,0.81481481,2,0.185185185,2.8148148
14730,1993-06-30,50,77,1993,6,1,NA,0,6
14728,1993-06-30,150,122,1993,6,1,NA,0,6
16672,1993-06-30,50,208,1993,5,0.833333333,6,0.16666667,5.166666687
17123,1993-06-30,50,20,1993,3,1,NA,0,3
17118,1993-06-30,50,22,1993,5,0.833333333,6,0.16666667,5.166666687
16549,1993-07-01,50,137,1993,4,1,NA,0,4
16192,1993-07-01,157,417,1993,2,0.940047962,3,0.05995204,2.059952043
16673,1993-07-01,150,114,1993,5,0.5,6,0.5,5.5
16934,1993-07-01,135,29,1993,5,1,NA,0,5
16668,1993-07-01,50,69,1993,2,0.5,3,0.5,2.5
16496,1993-07-06,150,439,1993,3,0.693621868,4,0.30637813,3.306378124
16609,1993-07-06,100,183,1993,1,1,NA,0,1
16298,1993-07-06,150,314,1993,2,0.538216561,3,0.46178344,2.461783441
16522,1993-07-06,50,16,1993,1,1,NA,0,1
16645,1993-07-06,50,141,1993,3,1,NA,0,3
17085,1993-07-06,150,369,1993,3,0.5,4,0.5,3.5
16806,1993-07-07,37,177,1993,3,1,NA,0,3
16807,1993-07-07,42,69,1993,2,0.5,3,0.5,2.5
16844,1993-07-07,150,215,1993,4,0.64534884,3,0.354651163,3.645348848
16837,1993-07-07,140,400,1993,4,1,NA,0,4
16808,1993-07-07,27,34,1993,3,0.85294118,2,0.147058824,2.852941187
16947,1993-07-07,55,69,1993,5,1,NA,0,5
15011,1993-07-07,50,23,1993,5,1,NA,0,5
15252,1993-07-08,50,174,1993,2,1,NA,0,2
16704,1993-07-08,150,40,1993,4,0.944444444,5,0.05555556,4.055555578
17013,1993-07-08,50,45,1993,1,1,NA,0,1
17095,1993-07-12,100,58,1993,4,1,NA,0,4
14597,1993-07-12,150,175,1993,3,0.685185185,4,0.31481481,3.314814796
16819,1993-07-12,100,119,1993,1,1,NA,0,1
16946,1993-07-12,150,225,1993,2,1,NA,0,2
14718,1993-07-12,130,23,1993,2,0.97826087,1,0.02173913,1.97826087
17041,1993-07-13,50,197,1993,4,1,NA,0,4
16494,1993-07-13,161,336,1993,3,0.827380952,4,0.17261905,3.172619057
16276,1993-07-13,105,148,1993,4,0.97297297,3,0.027027027,3.972972961
17096,1993-07-13,50,120,1993,5,1,NA,0,5
17201,1993-07-13,100,22,1993,1,1,NA,0,1
16977,1993-07-13,50,175,1993,4,1,NA,0,4
16484,1993-07-13,53,100,1993,2,1,NA,0,2
16510,1993-07-14,55,37,1993,3,1,NA,0,3
17187,1993-07-14,50,73,1993,2,0.5,3,0.5,2.5
14860,1993-07-14,75,122,1993,3,0.5,4,0.5,3.5
15796,1993-07-14,77,160,1993,3,0.75,2,0.25,2.75
16943,1993-07-14,210,235,1993,4,1,NA,0,4
16591,1993-07-15,50,71,1993,5,1,NA,0,5
16669,1993-07-15,90,150,1993,6,1,NA,0,6
16475,1993-07-15,50,25,1993,2,1,NA,0,2
15236,1993-07-15,96,152,1993,2,0.75,3,0.25,2.25
16926,1993-07-15,50,111,1993,3,1,NA,0,3
17045,1993-07-15,90,110,1993,5,1,NA,0,5
16511,1993-07-15,50,11,1993,1,1,NA,0,1
16928,1993-07-19,100,260,1993,3,1,NA,0,3
16679,1993-07-19,100,383,1993,3,1,NA,0,3
14294,1993-07-19,150,186,1993,3,0.643369176,4,0.35663082,3.356630807
15209,1993-07-19,100,343,1993,4,1,NA,0,4
16561,1993-07-19,50,190,1993,4,0.75,3,0.25,3.75
16614,1993-07-19,150,112,1993,5,1,NA,0,5
16966,1993-07-19,80,237,1993,4,1,NA,0,4
14735,1993-07-20,200,478,1993,4,1,NA,0,4
16811,1993-07-20,150,109,1993,4,1,NA,0,4
16531,1993-07-21,150,492,1993,2,0.796747967,3,0.20325203,2.203252025
17046,1993-07-21,150,203,1993,5,1,NA,0,5
16812,1993-07-21,40,117,1993,1,1,NA,0,1
16592,1993-07-21,150,412,1993,3,1,NA,0,3
16690,1993-07-22,50,210,1993,2,0.75,3,0.25,2.25
16836,1993-07-22,150,673,1993,3,0.78008915,2,0.219910847,2.780089144
16572,1993-07-22,150,320,1993,5,0.71875,4,0.28125,4.71875
16853,1993-07-26,50,17,1993,2,1,NA,0,2
17211,1993-07-26,25,48,1993,5,0.833333333,6,0.16666667,5.166666687
16769,1993-07-26,53,18,1993,1,1,NA,0,1
16771,1993-07-26,150,804,1993,4,1,NA,0,4
16989,1993-07-28,301,537,1993,5,1,NA,0,5
17169,1993-07-29,90,250,1993,4,0.75,3,0.25,3.75
16988,1993-07-29,425,429,1993,4,1,NA,0,4
16751,1993-07-29,100,56,1993,3,0.589285714,4,0.41071429,3.410714303
16876,1993-08-02,50,39,1993,2,0.75,3,0.25,2.25
16833,1993-08-02,50,14,1993,3,0.78571429,2,0.214285714,2.785714299
16486,1993-08-02,150,295,1993,4,0.69774011,3,0.302259887,3.697740101
16809,1993-08-02,150,438,1993,3,0.91324201,2,0.086757991,2.913242012
17039,1993-08-02,100,123,1993,5,0.84552846,4,0.154471545,4.845528479
16642,1993-08-02,143,196,1993,4,1,NA,0,4
16495,1993-08-03,100,25,1993,4,0.6,5,0.3,4.2
16935,1993-08-03,78,95,1993,5,1,NA,0,5
16579,1993-08-03,100,469,1993,4,1,NA,0,4
16852,1993-08-03,135,194,1993,4,0.75,3,0.25,3.75
15711,1993-08-04,150,251,1993,3,1,NA,0,3
16810,1993-08-04,150,514,1993,5,1,NA,0,5
16606,1993-08-04,110,28,1993,2,1,NA,0,2
16521,1993-08-04,100,85,1993,3,0.75,4,0.25,3.25
16932,1993-08-04,100,203,1993,3,1,NA,0,3
16684,1993-08-05,150,325,1993,3,0.84615385,2,0.153846154,2.846153858
15543,1993-08-05,150,454,1993,2,0.834801762,3,0.16519824,2.165198244
17094,1993-08-05,150,382,1993,2,0.642857143,3,0.35714286,2.357142866
16578,1993-08-05,50,175,1993,5,0.86363636,4,0.136363636,4.863636345
16796,1993-08-09,25,93,1993,2,1,NA,0,2
17092,1993-08-09,100,164,1993,2,1,NA,0,2
16680,1993-08-09,50,65,1993,4,0.98076923,3,0.019230769,3.980769228
17040,1993-08-10,410,1275,1993,5,1,NA,0,5
16766,1993-08-11,50,194,1993,5,0.833333333,6,0.16666667,5.166666687
16774,1993-08-11,100,141,1993,4,0.5,5,0.5,4.5
14739,1993-08-11,150,436,1993,3,1,NA,0,3
14693,1993-08-12,400,188,1993,5,1,NA,0,5
14538,1993-08-16,150,27,1993,2,1,NA,0,2
17042,1993-08-16,50,30,1993,1,1,NA,0,1
16676,1993-08-16,100,207,1993,4,1,NA,0,4
16893,1993-08-18,202,459,1993,3,1,NA,0,3
17212,1993-08-19,150,759,1993,5,0.78194993,4,0.218050066,4.781949914
14733,1993-08-23,150,234,1993,4,0.944444444,5,0.03333333,4.011111094
17086,1993-08-23,95,200,1993,3,1,NA,0,3
16993,1993-08-24,200,673,1993,4,0.59130435,3,0.408695652,3.591304357
15136,1993-08-25,150,170,1993,4,1,NA,0,4
16982,1993-08-25,150,272,1993,4,0.5,5,0.5,4.5
17067,1993-08-26,138,568,1993,4,0.7,3,0.3,3.7
17066,1993-08-26,150,453,1993,4,1,NA,0,4
16723,1993-08-26,240,33,1993,6,1,NA,0,6
16931,1993-08-30,172,62,1993,2,1,NA,0,2
16295,1993-08-30,150,261,1993,4,0.97619048,3,0.023809524,3.976190491
17077,1993-09-01,145,57,1993,4,1,NA,0,4
17076,1993-09-01,173,47,1993,5,1,NA,0,5
17078,1993-09-01,150,40,1993,5,1,NA,0,5
14780,1993-09-01,150,43,1993,3,1,NA,0,3
17075,1993-09-01,150,110,1993,4,1,NA,0,4
16894,1993-09-02,250,306,1993,4,1,NA,0,4
16869,1993-09-07,155,642,1993,2,0.57165109,3,0.42834891,2.428348911
17022,1993-09-15,362,105,1993,6,0.66666667,5,0.333333333,5.666666687
16885,1993-09-20,117,396,1993,4,1,NA,0,4
16891,1993-09-20,100,245,1993,3,0.87414966,4,0.12585034,3.12585034
16887,1993-09-20,270,162,1993,4,0.617647059,5,0.38235294,4.382352935
16957,1993-09-22,345,210,1993,3,0.976190476,4,0.02380952,3.023809509
16956,1993-09-22,75,41,1993,4,1,NA,0,4
16955,1993-09-22,150,54,1993,3,0.5,4,0.5,3.5
16635,1994-06-15,150,85,1994,3,1,NA,0,3
16873,1994-06-15,150,88,1994,4,1,NA,0,4
14606,1994-06-15,150,69,1994,4,1,NA,0,4
14214,1994-06-16,150,213,1994,2,0.5,3,0.5,2.5
16601,1994-06-16,50,43,1994,3,0.74418605,2,0.255813953,2.744186057
17009,1994-06-16,155,526,1994,4,1,NA,0,4
17051,1994-06-20,50,23,1994,5,1,NA,0,5
16541,1994-06-20,150,125,1994,3,0.916666667,4,0.08333333,3.08333332
16284,1994-06-20,150,283,1994,3,0.5,2,0.381625442,2.736749123
16845,1994-06-20,100,22,1994,5,1,NA,0,5
16705,1994-06-20,50,35,1994,3,1,NA,0,3
17112,1994-06-21,50,170,1994,2,1,NA,0,2
17110,1994-06-21,150,459,1994,3,1,NA,0,3
16574,1994-06-21,50,21,1994,1,1,NA,0,1
16529,1994-06-21,50,43,1994,3,1,NA,0,3
16658,1994-06-21,50,14,1994,1,1,NA,0,1
16689,1994-06-21,94,177,1994,4,1,NA,0,4
17198,1994-06-22,200,594,1994,3,1,NA,0,3
14141,1994-06-22,100,276,1994,2,1,NA,0,2
16537,1994-06-23,163,467,1994,3,1,NA,0,3
16565,1994-06-23,50,150,1994,1,1,NA,0,1
17079,1994-06-23,150,588,1994,4,1,NA,0,4
15151,1994-06-27,150,957,1994,4,1,NA,0,4
16828,1994-06-27,50,19,1994,5,1,NA,0,5
16892,1994-06-27,50,85,1994,5,1,NA,0,5
16538,1994-06-27,51,82,1994,4,1,NA,0,4
16944,1994-06-27,112,194,1994,4,1,NA,0,4
16507,1994-06-28,150,239,1994,3,0.75,4,0.25,3.25
16128,1994-06-28,100,111,1994,3,1,NA,0,3
17080,1994-06-28,110,188,1994,2,0.53191489,1,0.468085106,1.531914886
17081,1994-06-28,153,67,1994,2,1,NA,0,2
17050,1994-06-28,50,10,1994,3,0.5,5,0.5,4
16564,1994-06-29,150,336,1994,4,1,NA,0,4
16830,1994-06-29,50,131,1994,3,1,NA,0,3
15394,1994-06-29,200,284,1994,4,1,NA,0,4
15988,1994-06-29,100,251,1994,4,1,NA,0,4
16697,1994-06-30,54,69,1994,1,1,NA,0,1
16840,1994-06-30,100,69,1994,5,1,NA,0,5
16108,1994-06-30,150,225,1994,3,1,NA,0,3
16660,1994-06-30,50,115,1994,4,1,NA,0,4
16584,1994-06-30,100,64,1994,3,0.5,4,0.5,3.5
15007,1994-07-05,100,251,1994,3,0.75,2,0.25,2.75
19100,1994-07-05,50,35,1994,2,0.64285714,1,0.357142857,1.642857137
15091,1994-07-05,150,250,1994,3,1,NA,0,3
16639,1994-07-05,50,279,1994,4,1,NA,0,4
17064,1994-07-05,50,32,1994,2,0.333333333,2,0.333333333,2.999999987
16562,1994-07-06,67,100,1994,4,1,NA,0,4
16866,1994-07-06,200,650,1994,3,1,NA,0,3
14863,1994-07-07,100,84,1994,1,1,NA,0,1
16827,1994-07-07,100,360,1994,2,0.791666667,3,0.20833333,2.208333323
14306,1994-07-07,78,191,1994,5,1,NA,0,5
16986,1994-07-11,150,394,1994,2,0.936548223,3,0.06345178,2.063451787
17188,1994-07-11,150,595,1994,2,0.705882353,3,0.29411765,2.294117656
16471,1994-07-11,50,12,1994,3,1,NA,0,3
17055,1994-07-12,100,176,1994,3,0.821969697,4,0.1780303,3.178030291
17056,1994-07-12,100,191,1994,4,1,NA,0,4
16829,1994-07-12,100,722,1994,4,1,NA,0,4
17049,1994-07-12,50,26,1994,5,0.69230769,4,0.307692308,4.692307681
16509,1994-07-12,50,31,1994,5,0.66666667,4,0.333333333,4.666666683
16657,1994-07-13,200,835,1994,3,0.971556886,4,0.02844311,3.028443099
14199,1994-07-13,150,539,1994,4,1,NA,0,4
16831,1994-07-14,100,326,1994,2,0.75,3,0.25,2.25
16832,1994-07-14,28,35,1994,1,1,NA,0,1
16548,1994-07-14,100,72,1994,3,0.75,4,0.25,3.25
14888,1994-07-14,100,196,1994,3,0.5,4,0.5,3.5
16890,1994-07-18,150,421,1994,5,0.56175772,4,0.43824228,4.561757721
16889,1994-07-18,200,481,1994,5,1,NA,0,5
14679,1994-07-19,215,599,1994,4,1,NA,0,4
16242,1994-07-19,150,338,1994,4,1,NA,0,4
16712,1994-07-20,50,60,1994,1,1,NA,0,1
16802,1994-07-20,100,200,1994,3,0.5,4,0.35,3.65
16576,1994-07-20,50,31,1994,5,1,NA,0,5
16699,1994-07-20,50,142,1994,3,1,NA,0,3
16207,1994-07-20,62,384,1994,3,1,NA,0,3
16641,1994-07-21,100,197,1994,3,1,NA,0,3
16794,1994-07-21,50,107,1994,2,1,NA,0,2
17200,1994-07-25,200,138,1994,4,1,NA,0,4
14582,1994-07-25,200,669,1994,4,1,NA,0,4
14207,1994-07-26,150,352,1994,5,1,NA,0,5
16664,1994-07-26,150,701,1994,4,1,NA,0,4
17069,1994-07-27,53,74,1994,1,1,NA,0,1
17197,1994-07-27,200,752,1994,4,1,NA,0,4
15989,1994-07-27,150,406,1994,4,1,NA,0,4
16563,1994-07-27,40,33,1994,5,1,NA,0,5
17189,1994-07-28,110,202,1994,5,0.42326733,4,0.326732673,4.173267343
16598,1994-07-28,50,27,1994,2,0.5,3,0.5,2.5
17168,1994-07-28,50,43,1994,3,0.994186047,4,0.00581395,3.00581394
16865,1994-08-01,159,148,1994,4,0.52252252,3,0.477477477,3.522522512
16300,1994-08-01,150,466,1994,3,0.592989986,4,0.40701001,3.407009997
17111,1994-08-01,150,257,1994,4,1,NA,0,4
16749,1994-08-02,150,209,1994,4,1,NA,0,4
15801,1994-08-02,230,375,1994,4,0.785714286,5,0.21428571,4.214285693
16990,1994-08-03,242,1685,1994,4,0.785714286,5,0.21428571,4.214285693
16735,1994-08-04,100,48,1994,3,1,NA,0,3
14878,1994-08-04,150,718,1994,4,1,NA,0,4
16878,1994-08-04,125,376,1994,1,1,NA,0,1
17028,1994-08-04,50,34,1994,2,1,NA,0,2
16573,1994-08-04,150,141,1994,4,1,NA,0,4
16107,1994-08-08,100,65,1994,4,1,NA,0,4
17199,1994-08-08,210,896,1994,3,0.808779762,4,0.19122024,3.191220246
16469,1994-08-08,50,205,1994,6,1,NA,0,6
16791,1994-08-09,145,349,1994,3,1,NA,0,3
16520,1994-08-09,150,409,1994,4,0.50407498,3,0.49592502,3.504074981
14600,1994-08-09,150,438,1994,3,0.74200913,2,0.257990868,2.742009125
16543,1994-08-09,50,11,1994,5,0.66666667,4,0.333333333,4.666666683
16532,1994-08-10,50,42,1994,2,0.75,3,0.25,2.25
16618,1994-08-10,100,98,1994,4,0.75,3,0.25,3.75
14410,1994-08-10,122,646,1994,4,1,NA,0,4
16416,1994-08-15,150,213,1994,4,0.75,3,0.25,3.75
16533,1994-08-15,50,37,1994,1,1,NA,0,1
